Order_ID,Date_ID,Order_Date,Product_ID,Customer_ID,Warehouse_ID,Quantity,Unit_Price,Discount_Rate,Sales_Value,Sales_Outlier_Flag
ORD00019484,20240408,2024-04-08,P0034,C00129,WH04,4,4112.91,0.0,16451.64,False
ORD00019485,20240408,2024-04-08,P0034,C00865,WH05,1,4112.91,0.0,4112.91,False
ORD00019486,20240408,2024-04-08,P0035,C00087,WH01,5,2125.57,0.0,10627.85,False
ORD00019487,20240408,2024-04-08,P0035,C00819,WH02,6,2125.57,0.05,12115.75,False
ORD00019488,20240408,2024-04-08,P0035,C00805,WH03,13,2125.57,0.0,27632.41,False
ORD00019489,20240408,2024-04-08,P0035,C00930,WH04,9,2125.57,0.0,19130.13,False
ORD00019490,20240408,2024-04-08,P0035,C00121,WH05,8,2125.57,0.0,17004.56,False
ORD00019491,20240408,2024-04-08,P0036,C00807,WH01,15,2814.51,0.0,42217.65,False
ORD00019492,20240408,2024-04-08,P0036,C00683,WH02,10,2814.51,0.0,28145.1,False
ORD00019493,20240408,2024-04-08,P0036,C00046,WH03,16,2814.51,0.03,43681.2,False
ORD00019494,20240408,2024-04-08,P0036,C00240,WH04,14,2814.51,0.03,38221.05,False
ORD00019495,20240408,2024-04-08,P0036,C00301,WH05,8,2814.51,0.05,21390.28,False
ORD00019496,20240408,2024-04-08,P0037,C00371,WH01,3,1836.09,0.1,4957.44,False
ORD00019497,20240408,2024-04-08,P0037,C00127,WH02,5,1836.09,0.0,9180.45,False
ORD00019498,20240408,2024-04-08,P0037,C00731,WH03,12,1836.09,0.0,22033.08,False
ORD00019499,20240408,2024-04-08,P0037,C00731,WH04,4,1836.09,0.03,7124.03,False
ORD00019500,20240408,2024-04-08,P0037,C00731,WH05,6,1836.09,0.05,10465.71,False
ORD00019501,20240408,2024-04-08,P0038,C00848,WH01,8,2272.63,0.0,18181.04,False
ORD00019502,20240408,2024-04-08,P0038,C00589,WH02,17,2272.63,0.1,34771.24,False
ORD00019503,20240408,2024-04-08,P0038,C00981,WH03,11,2272.63,0.03,24248.96,False
ORD00019504,20240408,2024-04-08,P0038,C00108,WH04,8,2272.63,0.1,16362.94,False
ORD00019505,20240408,2024-04-08,P0038,C00883,WH05,4,2272.63,0.1,8181.47,False
ORD00019506,20240408,2024-04-08,P0039,C00306,WH01,2,655.76,0.0,1311.52,False
ORD00019507,20240408,2024-04-08,P0039,C00435,WH02,7,655.76,0.03,4452.61,False
ORD00019508,20240408,2024-04-08,P0039,C00027,WH03,4,655.76,0.05,2491.89,False
ORD00019509,20240408,2024-04-08,P0039,C00013,WH04,7,655.76,0.03,4452.61,False
ORD00019510,20240408,2024-04-08,P0039,C00114,WH05,3,655.76,0.0,1967.28,False
ORD00019511,20240408,2024-04-08,P0040,C00179,WH01,2,1011.55,0.1,1820.79,False
ORD00019512,20240408,2024-04-08,P0040,C00706,WH02,2,1011.55,0.0,2023.1,False
ORD00019513,20240408,2024-04-08,P0040,C00947,WH03,5,1011.55,0.0,5057.75,False
ORD00019514,20240408,2024-04-08,P0040,C00150,WH04,2,1011.55,0.0,2023.1,False
ORD00019515,20240408,2024-04-08,P0040,C00599,WH05,2,1011.55,0.0,2023.1,False
ORD00019516,20240409,2024-04-09,P0001,C00615,WH01,7,1798.19,0.0,12587.33,False
ORD00019517,20240409,2024-04-09,P0001,C00552,WH02,19,1798.19,0.05,32457.33,False
ORD00019518,20240409,2024-04-09,P0001,C00873,WH03,22,1798.19,0.03,38373.37,False
ORD00019519,20240409,2024-04-09,P0001,C00439,WH04,11,1798.19,0.03,19186.69,False
ORD00019520,20240409,2024-04-09,P0001,C00311,WH05,10,1798.19,0.05,17082.8,False
ORD00019521,20240409,2024-04-09,P0002,C00532,WH01,14,950.45,0.1,11975.67,False
ORD00019522,20240409,2024-04-09,P0002,C00113,WH02,12,950.45,0.0,11405.4,False
ORD00019523,20240409,2024-04-09,P0002,C00748,WH03,10,950.45,0.0,9504.5,False
ORD00019524,20240409,2024-04-09,P0002,C00143,WH04,16,950.45,0.05,14446.84,False
ORD00019525,20240409,2024-04-09,P0002,C00015,WH05,10,950.45,0.0,9504.5,False
ORD00019526,20240409,2024-04-09,P0003,C00661,WH01,15,1220.29,0.0,18304.35,False
ORD00019527,20240409,2024-04-09,P0003,C00239,WH02,19,1220.29,0.1,20866.96,False
ORD00019528,20240409,2024-04-09,P0003,C00053,WH03,18,1220.29,0.1,19768.7,False
ORD00019529,20240409,2024-04-09,P0003,C00528,WH04,15,1220.29,0.0,18304.35,False
ORD00019530,20240409,2024-04-09,P0003,C00538,WH05,7,1220.29,0.05,8114.93,False
ORD00019531,20240409,2024-04-09,P0004,C00652,WH01,14,2227.7,0.05,29628.41,False
ORD00019532,20240409,2024-04-09,P0004,C00408,WH02,16,2227.7,0.0,35643.2,False
ORD00019533,20240409,2024-04-09,P0004,C00473,WH03,20,2227.7,0.05,42326.3,False
ORD00019534,20240409,2024-04-09,P0004,C00940,WH04,9,2227.7,0.0,20049.3,False
ORD00019535,20240409,2024-04-09,P0004,C00566,WH05,9,2227.7,0.03,19447.82,False
ORD00019536,20240409,2024-04-09,P0005,C00451,WH01,3,1650.77,0.05,4704.69,False
ORD00019537,20240409,2024-04-09,P0005,C00816,WH02,7,1650.77,0.03,11208.73,False
ORD00019538,20240409,2024-04-09,P0005,C00454,WH03,3,1650.77,0.05,4704.69,False
ORD00019539,20240409,2024-04-09,P0005,C00728,WH04,4,1650.77,0.05,6272.93,False
ORD00019540,20240409,2024-04-09,P0005,C00811,WH05,4,1650.77,0.03,6404.99,False
ORD00019541,20240409,2024-04-09,P0006,C00520,WH01,3,3622.89,0.05,10325.24,False
ORD00019542,20240409,2024-04-09,P0006,C00262,WH02,1,3622.89,0.0,3622.89,False
ORD00019543,20240409,2024-04-09,P0006,C00315,WH03,2,3622.89,0.1,6521.2,False
ORD00019544,20240409,2024-04-09,P0006,C00507,WH04,6,3622.89,0.0,21737.34,False
ORD00019545,20240409,2024-04-09,P0006,C00481,WH05,2,3622.89,0.0,7245.78,False
ORD00019546,20240409,2024-04-09,P0007,C00416,WH01,10,2956.62,0.0,29566.2,False
ORD00019547,20240409,2024-04-09,P0007,C00544,WH02,17,2956.62,0.03,48754.66,False
ORD00019548,20240409,2024-04-09,P0007,C00245,WH03,16,2956.62,0.05,44940.62,False
ORD00019549,20240409,2024-04-09,P0007,C00820,WH04,9,2956.62,0.0,26609.58,False
ORD00019550,20240409,2024-04-09,P0007,C00935,WH05,6,2956.62,0.15,15078.76,False
ORD00019551,20240409,2024-04-09,P0008,C00243,WH01,9,968.68,0.1,7846.31,False
ORD00019552,20240409,2024-04-09,P0008,C00856,WH02,14,968.68,0.03,13154.67,False
ORD00019553,20240409,2024-04-09,P0008,C00209,WH03,7,968.68,0.1,6102.68,False
ORD00019554,20240409,2024-04-09,P0008,C00790,WH04,13,968.68,0.0,12592.84,False
ORD00019555,20240409,2024-04-09,P0008,C00086,WH05,7,968.68,0.03,6577.34,False
ORD00019556,20240409,2024-04-09,P0009,C00166,WH01,4,3207.48,0.0,12829.92,False
ORD00019557,20240409,2024-04-09,P0009,C00915,WH02,7,3207.48,0.05,21329.74,False
ORD00019558,20240409,2024-04-09,P0009,C00247,WH03,3,3207.48,0.03,9333.77,False
ORD00019559,20240409,2024-04-09,P0009,C00802,WH05,2,3207.48,0.1,5773.46,False
ORD00019560,20240409,2024-04-09,P0010,C00203,WH01,4,3567.8,0.05,13557.64,False
ORD00019561,20240409,2024-04-09,P0010,C00607,WH02,4,3567.8,0.1,12844.08,False
ORD00019562,20240409,2024-04-09,P0010,C00338,WH03,8,3567.8,0.0,28542.4,False
ORD00019563,20240409,2024-04-09,P0010,C00075,WH04,6,3567.8,0.05,20336.46,False
ORD00019564,20240409,2024-04-09,P0010,C00471,WH05,5,3567.8,0.05,16947.05,False
ORD00019565,20240409,2024-04-09,P0011,C00035,WH01,4,746.61,0.1,2687.8,False
ORD00019566,20240409,2024-04-09,P0011,C00367,WH02,5,746.61,0.0,3733.05,False
ORD00019567,20240409,2024-04-09,P0011,C00857,WH03,6,746.61,0.1,4031.69,False
ORD00019568,20240409,2024-04-09,P0011,C00659,WH04,8,746.61,0.0,5972.88,False
ORD00019569,20240409,2024-04-09,P0011,C00009,WH05,6,746.61,0.1,4031.69,False
ORD00019570,20240409,2024-04-09,P0012,C00094,WH01,2,3089.32,0.03,5993.28,False
ORD00019571,20240409,2024-04-09,P0012,C00045,WH02,3,3089.32,0.15,7877.77,False
ORD00019572,20240409,2024-04-09,P0012,C00084,WH03,6,3089.32,0.05,17609.12,False
ORD00019573,20240409,2024-04-09,P0012,C00379,WH04,4,3089.32,0.0,12357.28,False
ORD00019574,20240409,2024-04-09,P0012,C00003,WH05,1,3089.32,0.1,2780.39,False
ORD00019575,20240409,2024-04-09,P0013,C00671,WH01,1,3614.28,0.15,3072.14,False
ORD00019576,20240409,2024-04-09,P0013,C00910,WH02,4,3614.28,0.03,14023.41,False
ORD00019577,20240409,2024-04-09,P0013,C00867,WH03,6,3614.28,0.1,19517.11,False
ORD00019578,20240409,2024-04-09,P0013,C00969,WH04,3,3614.28,0.03,10517.55,False
ORD00019579,20240409,2024-04-09,P0013,C00048,WH05,1,3614.28,0.0,3614.28,False
ORD00019580,20240409,2024-04-09,P0014,C00214,WH01,14,2634.32,0.05,35036.46,False
ORD00019581,20240409,2024-04-09,P0014,C00829,WH02,22,2634.32,0.05,55057.29,False
ORD00019582,20240409,2024-04-09,P0014,C00509,WH03,24,2634.32,0.0,63223.68,False
ORD00019583,20240409,2024-04-09,P0014,C00211,WH04,15,2634.32,0.05,37539.06,False
ORD00019584,20240409,2024-04-09,P0014,C00664,WH05,19,2634.32,0.03,48550.52,False
ORD00019585,20240409,2024-04-09,P0015,C00624,WH01,3,325.37,0.03,946.83,False
ORD00019586,20240409,2024-04-09,P0015,C00554,WH02,5,325.37,0.03,1578.04,False
ORD00019587,20240409,2024-04-09,P0015,C00872,WH03,9,325.37,0.0,2928.33,False
ORD00019588,20240409,2024-04-09,P0015,C00324,WH04,5,325.37,0.03,1578.04,False
ORD00019589,20240409,2024-04-09,P0015,C00579,WH05,4,325.37,0.0,1301.48,False
ORD00019590,20240409,2024-04-09,P0016,C00127,WH01,17,1110.44,0.0,18877.48,False
ORD00019591,20240409,2024-04-09,P0016,C00716,WH02,13,1110.44,0.1,12992.15,False
ORD00019592,20240409,2024-04-09,P0016,C00774,WH03,23,1110.44,0.0,25540.12,False
ORD00019593,20240409,2024-04-09,P0016,C00145,WH04,15,1110.44,0.1,14990.94,False
ORD00019594,20240409,2024-04-09,P0016,C00657,WH05,15,1110.44,0.0,16656.6,False
ORD00019595,20240409,2024-04-09,P0017,C00452,WH01,17,1114.83,0.05,18004.5,False
ORD00019596,20240409,2024-04-09,P0017,C00534,WH02,19,1114.83,0.0,21181.77,False
ORD00019597,20240409,2024-04-09,P0017,C00679,WH03,15,1114.83,0.0,16722.45,False
ORD00019598,20240409,2024-04-09,P0017,C00901,WH04,17,1114.83,0.1,17056.9,False
ORD00019599,20240409,2024-04-09,P0017,C00709,WH05,11,1114.83,0.0,12263.13,False
ORD00019600,20240409,2024-04-09,P0018,C00283,WH01,2,1366.31,0.0,2732.62,False
ORD00019601,20240409,2024-04-09,P0018,C00692,WH02,6,1366.31,0.1,7378.07,False
ORD00019602,20240409,2024-04-09,P0018,C00651,WH03,3,1366.31,0.1,3689.04,False
ORD00019603,20240409,2024-04-09,P0018,C00972,WH04,5,1366.31,0.0,6831.55,False
ORD00019604,20240409,2024-04-09,P0018,C00923,WH05,2,1366.31,0.0,2732.62,False
ORD00019605,20240409,2024-04-09,P0019,C00520,WH01,12,2758.24,0.0,33098.88,False
ORD00019606,20240409,2024-04-09,P0019,C00493,WH02,14,2758.24,0.0,38615.36,False
ORD00019607,20240409,2024-04-09,P0019,C00477,WH03,18,2758.24,0.0,49648.32,False
ORD00019608,20240409,2024-04-09,P0019,C00223,WH04,19,2758.24,0.0,52406.56,False
ORD00019609,20240409,2024-04-09,P0019,C00012,WH05,12,2758.24,0.0,33098.88,False
ORD00019610,20240409,2024-04-09,P0020,C00423,WH01,10,3034.72,0.1,27312.48,False
ORD00019611,20240409,2024-04-09,P0020,C00687,WH02,13,3034.72,0.0,39451.36,False
ORD00019612,20240409,2024-04-09,P0020,C00952,WH03,13,3034.72,0.15,33533.66,False
ORD00019613,20240409,2024-04-09,P0020,C00677,WH04,11,3034.72,0.1,30043.73,False
ORD00019614,20240409,2024-04-09,P0020,C00741,WH05,12,3034.72,0.0,36416.64,False
ORD00019615,20240409,2024-04-09,P0021,C00934,WH01,12,840.91,0.1,9081.83,False
ORD00019616,20240409,2024-04-09,P0021,C00108,WH02,14,840.91,0.0,11772.74,False
ORD00019617,20240409,2024-04-09,P0021,C00580,WH03,18,840.91,0.0,15136.38,False
ORD00019618,20240409,2024-04-09,P0021,C00912,WH04,9,840.91,0.03,7341.14,False
ORD00019619,20240409,2024-04-09,P0021,C00167,WH05,14,840.91,0.03,11419.56,False
ORD00019620,20240409,2024-04-09,P0022,C00925,WH01,3,611.26,0.05,1742.09,False
ORD00019621,20240409,2024-04-09,P0022,C00809,WH02,3,611.26,0.03,1778.77,False
ORD00019622,20240409,2024-04-09,P0022,C00826,WH03,6,611.26,0.03,3557.53,False
ORD00019623,20240409,2024-04-09,P0022,C00597,WH04,4,611.26,0.0,2445.04,False
ORD00019624,20240409,2024-04-09,P0022,C00105,WH05,7,611.26,0.0,4278.82,False
ORD00019625,20240409,2024-04-09,P0023,C00018,WH01,5,897.51,0.05,4263.17,False
ORD00019626,20240409,2024-04-09,P0023,C00293,WH02,4,897.51,0.03,3482.34,False
ORD00019627,20240409,2024-04-09,P0023,C00081,WH03,8,897.51,0.1,6462.07,False
ORD00019628,20240409,2024-04-09,P0023,C00411,WH04,4,897.51,0.15,3051.53,False
ORD00019629,20240409,2024-04-09,P0023,C00660,WH05,7,897.51,0.15,5340.18,False
ORD00019630,20240409,2024-04-09,P0024,C00002,WH01,4,889.43,0.0,3557.72,False
ORD00019631,20240409,2024-04-09,P0024,C00673,WH02,4,889.43,0.03,3450.99,False
ORD00019632,20240409,2024-04-09,P0024,C00195,WH03,1,889.43,0.0,889.43,False
ORD00019633,20240409,2024-04-09,P0024,C00046,WH04,1,889.43,0.05,844.96,False
ORD00019634,20240409,2024-04-09,P0024,C00757,WH05,3,889.43,0.0,2668.29,False
ORD00019635,20240409,2024-04-09,P0025,C00541,WH01,14,1786.4,0.05,23759.12,False
ORD00019636,20240409,2024-04-09,P0025,C00523,WH02,13,1786.4,0.1,20900.88,False
ORD00019637,20240409,2024-04-09,P0025,C00035,WH03,19,1786.4,0.0,33941.6,False
ORD00019638,20240409,2024-04-09,P0025,C00683,WH04,6,1786.4,0.0,10718.4,False
ORD00019639,20240409,2024-04-09,P0025,C00359,WH05,6,1786.4,0.1,9646.56,False
ORD00019640,20240409,2024-04-09,P0026,C00420,WH01,11,2864.88,0.15,26786.63,False
ORD00019641,20240409,2024-04-09,P0026,C00683,WH02,26,2864.88,0.03,72252.27,False
ORD00019642,20240409,2024-04-09,P0026,C00177,WH03,20,2864.88,0.1,51567.84,False
ORD00019643,20240409,2024-04-09,P0026,C00084,WH04,20,2864.88,0.1,51567.84,False
ORD00019644,20240409,2024-04-09,P0026,C00580,WH05,25,2864.88,0.15,60878.7,False
ORD00019645,20240409,2024-04-09,P0027,C00348,WH01,9,769.37,0.03,6716.6,False
ORD00019646,20240409,2024-04-09,P0027,C00392,WH02,19,769.37,0.03,14179.49,False
ORD00019647,20240409,2024-04-09,P0027,C00230,WH03,10,769.37,0.0,7693.7,False
ORD00019648,20240409,2024-04-09,P0027,C00783,WH04,4,769.37,0.0,3077.48,False
ORD00019649,20240409,2024-04-09,P0027,C00040,WH05,9,769.37,0.03,6716.6,False
ORD00019650,20240409,2024-04-09,P0028,C00205,WH01,10,4304.95,0.0,43049.5,False
ORD00019651,20240409,2024-04-09,P0028,C00783,WH02,20,4304.95,0.0,86099.0,True
ORD00019652,20240409,2024-04-09,P0028,C00238,WH03,15,4304.95,0.0,64574.25,False
ORD00019653,20240409,2024-04-09,P0028,C00551,WH04,6,4304.95,0.1,23246.73,False
ORD00019654,20240409,2024-04-09,P0028,C00699,WH05,13,4304.95,0.0,55964.35,False
ORD00019655,20240409,2024-04-09,P0029,C00362,WH01,15,4643.0,0.0,69645.0,False
ORD00019656,20240409,2024-04-09,P0029,C00567,WH02,28,4643.0,0.0,130004.0,True
ORD00019657,20240409,2024-04-09,P0029,C00943,WH03,20,4643.0,0.0,92860.0,True
ORD00019658,20240409,2024-04-09,P0029,C00653,WH04,20,4643.0,0.0,92860.0,True
ORD00019659,20240409,2024-04-09,P0029,C00049,WH05,19,4643.0,0.0,88217.0,True
ORD00019660,20240409,2024-04-09,P0030,C00588,WH01,10,3286.04,0.1,29574.36,False
ORD00019661,20240409,2024-04-09,P0030,C00909,WH02,19,3286.04,0.0,62434.76,False
ORD00019662,20240409,2024-04-09,P0030,C00394,WH03,19,3286.04,0.15,53069.55,False
ORD00019663,20240409,2024-04-09,P0030,C00045,WH04,4,3286.04,0.1,11829.74,False
ORD00019664,20240409,2024-04-09,P0030,C00323,WH05,7,3286.04,0.03,22312.21,False
ORD00019665,20240409,2024-04-09,P0031,C00903,WH01,1,660.48,0.05,627.46,False
ORD00019666,20240409,2024-04-09,P0031,C00881,WH02,3,660.48,0.05,1882.37,False
ORD00019667,20240409,2024-04-09,P0031,C00353,WH03,6,660.48,0.03,3843.99,False
ORD00019668,20240409,2024-04-09,P0031,C00381,WH04,2,660.48,0.05,1254.91,False
ORD00019669,20240409,2024-04-09,P0031,C00744,WH05,6,660.48,0.05,3764.74,False
ORD00019670,20240409,2024-04-09,P0032,C00018,WH01,15,2060.12,0.03,29974.75,False
ORD00019671,20240409,2024-04-09,P0032,C00547,WH02,16,2060.12,0.1,29665.73,False
ORD00019672,20240409,2024-04-09,P0032,C00363,WH03,14,2060.12,0.0,28841.68,False
ORD00019673,20240409,2024-04-09,P0032,C00870,WH04,9,2060.12,0.05,17614.03,False
ORD00019674,20240409,2024-04-09,P0032,C00505,WH05,16,2060.12,0.1,29665.73,False
ORD00019675,20240409,2024-04-09,P0033,C01000,WH01,5,2555.35,0.0,12776.75,False
ORD00019676,20240409,2024-04-09,P0033,C00158,WH02,11,2555.35,0.03,27265.58,False
ORD00019677,20240409,2024-04-09,P0033,C00665,WH03,9,2555.35,0.03,22308.21,False
ORD00019678,20240409,2024-04-09,P0033,C00577,WH04,3,2555.35,0.0,7666.05,False
ORD00019679,20240409,2024-04-09,P0033,C00122,WH05,4,2555.35,0.05,9710.33,False
ORD00019680,20240409,2024-04-09,P0034,C00659,WH01,2,4112.91,0.05,7814.53,False
ORD00019681,20240409,2024-04-09,P0034,C00138,WH02,4,4112.91,0.1,14806.48,False
ORD00019682,20240409,2024-04-09,P0034,C00812,WH03,4,4112.91,0.0,16451.64,False
ORD00019683,20240409,2024-04-09,P0034,C00530,WH04,2,4112.91,0.0,8225.82,False
ORD00019684,20240409,2024-04-09,P0034,C00170,WH05,1,4112.91,0.0,4112.91,False
ORD00019685,20240409,2024-04-09,P0035,C00809,WH01,11,2125.57,0.0,23381.27,False
ORD00019686,20240409,2024-04-09,P0035,C00267,WH02,12,2125.57,0.0,25506.84,False
ORD00019687,20240409,2024-04-09,P0035,C00702,WH03,10,2125.57,0.0,21255.7,False
ORD00019688,20240409,2024-04-09,P0035,C00475,WH04,13,2125.57,0.1,24869.17,False
ORD00019689,20240409,2024-04-09,P0035,C00978,WH05,10,2125.57,0.0,21255.7,False
ORD00019690,20240409,2024-04-09,P0036,C00652,WH01,18,2814.51,0.05,48128.12,False
ORD00019691,20240409,2024-04-09,P0036,C00494,WH02,17,2814.51,0.0,47846.67,False
ORD00019692,20240409,2024-04-09,P0036,C00789,WH03,25,2814.51,0.0,70362.75,False
ORD00019693,20240409,2024-04-09,P0036,C00693,WH04,21,2814.51,0.05,56149.47,False
ORD00019694,20240409,2024-04-09,P0036,C00054,WH05,13,2814.51,0.0,36588.63,False
ORD00019695,20240409,2024-04-09,P0037,C00101,WH01,5,1836.09,0.15,7803.38,False
ORD00019696,20240409,2024-04-09,P0037,C00234,WH02,6,1836.09,0.03,10686.04,False
ORD00019697,20240409,2024-04-09,P0037,C00523,WH03,5,1836.09,0.0,9180.45,False
ORD00019698,20240409,2024-04-09,P0037,C00948,WH04,3,1836.09,0.0,5508.27,False
ORD00019699,20240409,2024-04-09,P0037,C00302,WH05,10,1836.09,0.0,18360.9,False
ORD00019700,20240409,2024-04-09,P0038,C00157,WH01,11,2272.63,0.15,21249.09,False
ORD00019701,20240409,2024-04-09,P0038,C00355,WH02,15,2272.63,0.15,28976.03,False
ORD00019702,20240409,2024-04-09,P0038,C00927,WH03,13,2272.63,0.05,28066.98,False
ORD00019703,20240409,2024-04-09,P0038,C00349,WH04,10,2272.63,0.0,22726.3,False
ORD00019704,20240409,2024-04-09,P0038,C00597,WH05,8,2272.63,0.05,17271.99,False
ORD00019705,20240409,2024-04-09,P0039,C00304,WH01,2,655.76,0.03,1272.17,False
ORD00019706,20240409,2024-04-09,P0039,C00916,WH02,8,655.76,0.03,5088.7,False
ORD00019707,20240409,2024-04-09,P0039,C00023,WH03,8,655.76,0.0,5246.08,False
ORD00019708,20240409,2024-04-09,P0039,C00034,WH04,9,655.76,0.0,5901.84,False
ORD00019709,20240409,2024-04-09,P0039,C00659,WH05,4,655.76,0.0,2623.04,False
ORD00019710,20240409,2024-04-09,P0040,C00476,WH02,5,1011.55,0.03,4906.02,False
ORD00019711,20240409,2024-04-09,P0040,C00820,WH03,3,1011.55,0.0,3034.65,False
ORD00019712,20240409,2024-04-09,P0040,C00440,WH04,2,1011.55,0.03,1962.41,False
ORD00019713,20240409,2024-04-09,P0040,C00011,WH05,2,1011.55,0.15,1719.64,False
ORD00019714,20240410,2024-04-10,P0001,C00042,WH01,12,1798.19,0.03,20930.93,False
ORD00019715,20240410,2024-04-10,P0001,C00887,WH02,14,1798.19,0.0,25174.66,False
ORD00019716,20240410,2024-04-10,P0001,C00859,WH03,12,1798.19,0.05,20499.37,False
ORD00019717,20240410,2024-04-10,P0001,C00782,WH04,11,1798.19,0.0,19780.09,False
ORD00019718,20240410,2024-04-10,P0001,C00839,WH05,10,1798.19,0.1,16183.71,False
ORD00019719,20240410,2024-04-10,P0002,C00424,WH01,14,950.45,0.0,13306.3,False
ORD00019720,20240410,2024-04-10,P0002,C00216,WH02,14,950.45,0.1,11975.67,False
ORD00019721,20240410,2024-04-10,P0002,C00244,WH03,22,950.45,0.0,20909.9,False
ORD00019722,20240410,2024-04-10,P0002,C00558,WH04,15,950.45,0.05,13543.91,False
ORD00019723,20240410,2024-04-10,P0002,C00424,WH05,12,950.45,0.1,10264.86,False
ORD00019724,20240410,2024-04-10,P0003,C00264,WH01,4,1220.29,0.0,4881.16,False
ORD00019725,20240410,2024-04-10,P0003,C00773,WH02,9,1220.29,0.1,9884.35,False
ORD00019726,20240410,2024-04-10,P0003,C00504,WH03,24,1220.29,0.0,29286.96,False
ORD00019727,20240410,2024-04-10,P0003,C00711,WH04,15,1220.29,0.15,15558.7,False
ORD00019728,20240410,2024-04-10,P0003,C00164,WH05,12,1220.29,0.0,14643.48,False
ORD00019729,20240410,2024-04-10,P0004,C00794,WH01,9,2227.7,0.05,19046.84,False
ORD00019730,20240410,2024-04-10,P0004,C00935,WH02,23,2227.7,0.0,51237.1,False
ORD00019731,20240410,2024-04-10,P0004,C00901,WH03,23,2227.7,0.0,51237.1,False
ORD00019732,20240410,2024-04-10,P0004,C00010,WH04,10,2227.7,0.0,22277.0,False
ORD00019733,20240410,2024-04-10,P0004,C00926,WH05,11,2227.7,0.15,20828.99,False
ORD00019734,20240410,2024-04-10,P0005,C00692,WH01,4,1650.77,0.0,6603.08,False
ORD00019735,20240410,2024-04-10,P0005,C00365,WH02,5,1650.77,0.0,8253.85,False
ORD00019736,20240410,2024-04-10,P0005,C00340,WH03,5,1650.77,0.0,8253.85,False
ORD00019737,20240410,2024-04-10,P0005,C00434,WH04,7,1650.77,0.0,11555.39,False
ORD00019738,20240410,2024-04-10,P0005,C00503,WH05,7,1650.77,0.05,10977.62,False
ORD00019739,20240410,2024-04-10,P0006,C00487,WH02,1,3622.89,0.0,3622.89,False
ORD00019740,20240410,2024-04-10,P0006,C00616,WH03,1,3622.89,0.1,3260.6,False
ORD00019741,20240410,2024-04-10,P0006,C00236,WH04,1,3622.89,0.03,3514.2,False
ORD00019742,20240410,2024-04-10,P0006,C00206,WH05,2,3622.89,0.05,6883.49,False
ORD00019743,20240410,2024-04-10,P0007,C00588,WH01,4,2956.62,0.15,10052.51,False
ORD00019744,20240410,2024-04-10,P0007,C00775,WH02,10,2956.62,0.0,29566.2,False
ORD00019745,20240410,2024-04-10,P0007,C00687,WH03,15,2956.62,0.03,43018.82,False
ORD00019746,20240410,2024-04-10,P0007,C00091,WH04,8,2956.62,0.05,22470.31,False
ORD00019747,20240410,2024-04-10,P0007,C00837,WH05,9,2956.62,0.05,25279.1,False
ORD00019748,20240410,2024-04-10,P0008,C00635,WH01,4,968.68,0.1,3487.25,False
ORD00019749,20240410,2024-04-10,P0008,C00959,WH02,6,968.68,0.05,5521.48,False
ORD00019750,20240410,2024-04-10,P0008,C00974,WH03,11,968.68,0.0,10655.48,False
ORD00019751,20240410,2024-04-10,P0008,C00341,WH04,8,968.68,0.03,7516.96,False
ORD00019752,20240410,2024-04-10,P0008,C00586,WH05,11,968.68,0.15,9057.16,False
ORD00019753,20240410,2024-04-10,P0009,C00789,WH01,4,3207.48,0.05,12188.42,False
ORD00019754,20240410,2024-04-10,P0009,C00381,WH02,4,3207.48,0.0,12829.92,False
ORD00019755,20240410,2024-04-10,P0009,C00611,WH03,6,3207.48,0.0,19244.88,False
ORD00019756,20240410,2024-04-10,P0009,C00153,WH04,3,3207.48,0.03,9333.77,False
ORD00019757,20240410,2024-04-10,P0009,C00135,WH05,8,3207.48,0.05,24376.85,False
ORD00019758,20240410,2024-04-10,P0010,C00351,WH01,8,3567.8,0.05,27115.28,False
ORD00019759,20240410,2024-04-10,P0010,C00402,WH02,8,3567.8,0.03,27686.13,False
ORD00019760,20240410,2024-04-10,P0010,C00801,WH03,6,3567.8,0.0,21406.8,False
ORD00019761,20240410,2024-04-10,P0010,C00064,WH04,5,3567.8,0.1,16055.1,False
ORD00019762,20240410,2024-04-10,P0010,C00965,WH05,6,3567.8,0.05,20336.46,False
ORD00019763,20240410,2024-04-10,P0011,C00771,WH01,4,746.61,0.1,2687.8,False
ORD00019764,20240410,2024-04-10,P0011,C00460,WH02,12,746.61,0.1,8063.39,False
ORD00019765,20240410,2024-04-10,P0011,C00558,WH03,11,746.61,0.0,8212.71,False
ORD00019766,20240410,2024-04-10,P0011,C00575,WH04,9,746.61,0.1,6047.54,False
ORD00019767,20240410,2024-04-10,P0012,C00976,WH02,2,3089.32,0.0,6178.64,False
ORD00019768,20240410,2024-04-10,P0012,C00950,WH03,2,3089.32,0.05,5869.71,False
ORD00019769,20240410,2024-04-10,P0012,C00803,WH04,2,3089.32,0.03,5993.28,False
ORD00019770,20240410,2024-04-10,P0012,C00697,WH05,2,3089.32,0.0,6178.64,False
ORD00019771,20240410,2024-04-10,P0013,C00514,WH01,4,3614.28,0.05,13734.26,False
ORD00019772,20240410,2024-04-10,P0013,C00675,WH02,2,3614.28,0.1,6505.7,False
ORD00019773,20240410,2024-04-10,P0013,C00170,WH03,2,3614.28,0.0,7228.56,False
ORD00019774,20240410,2024-04-10,P0013,C00007,WH04,1,3614.28,0.1,3252.85,False
