Shipment_ID,Order_ID,Warehouse_ID,Carrier_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Distance_KM,Shipping_Cost,Delivery_Status
SH00000937,ORD00000937,WH05,CAR02,2024-01-05,2024-01-08,2024-01-08,939.1,271.06,On Time
SH00000938,ORD00000938,WH01,CAR02,2024-01-05,2024-01-10,2024-01-10,131.1,228.77,On Time
SH00000939,ORD00000939,WH02,CAR03,2024-01-07,2024-01-11,2024-01-11,1260.9,250.65,On Time
SH00000940,ORD00000940,WH03,CAR01,2024-01-05,2024-01-06,2024-01-06,1186.3,292.8,On Time
SH00000941,ORD00000941,WH04,CAR06,2024-01-05,2024-01-09,2024-01-09,1437.8,278.34,On Time
SH00000942,ORD00000942,WH05,CAR02,2024-01-06,2024-01-07,2024-01-07,704.8,250.28,On Time
SH00000943,ORD00000943,WH02,CAR03,2024-01-06,2024-01-09,2024-01-09,602.5,259.55,On Time
SH00000944,ORD00000944,WH03,CAR01,2024-01-06,2024-01-07,2024-01-07,38.0,205.07,On Time
SH00000945,ORD00000945,WH04,CAR04,2024-01-05,2024-01-08,2024-01-08,1350.4,191.87,On Time
SH00000946,ORD00000946,WH05,CAR06,2024-01-06,2024-01-10,2024-01-10,1510.8,276.53,On Time
SH00000947,ORD00000947,WH01,CAR03,2024-01-05,2024-01-09,2024-01-10,1231.0,274.79,Late
SH00000948,ORD00000948,WH02,CAR06,2024-01-05,2024-01-09,2024-01-09,249.4,236.28,On Time
SH00000949,ORD00000949,WH03,CAR02,2024-01-07,2024-01-09,2024-01-09,592.8,264.1,On Time
SH00000950,ORD00000950,WH04,CAR01,2024-01-07,2024-01-11,2024-01-11,144.0,210.47,On Time
SH00000951,ORD00000951,WH05,CAR01,2024-01-06,2024-01-08,2024-01-08,1778.4,285.24,On Time
SH00000952,ORD00000952,WH01,CAR01,2024-01-06,2024-01-09,2024-01-09,1478.0,320.58,On Time
SH00000953,ORD00000953,WH02,CAR06,2024-01-07,2024-01-11,2024-01-11,880.8,286.9,On Time
SH00000954,ORD00000954,WH03,CAR05,2024-01-06,2024-01-07,2024-01-07,1416.5,321.16,On Time
SH00000955,ORD00000955,WH04,CAR06,2024-01-06,2024-01-08,2024-01-08,154.1,226.24,On Time
SH00000956,ORD00000956,WH05,CAR04,2024-01-07,2024-01-09,2024-01-09,15.3,132.79,On Time
SH00000957,ORD00000957,WH01,CAR02,2024-01-05,2024-01-08,2024-01-08,1779.5,315.14,On Time
SH00000958,ORD00000958,WH02,CAR02,2024-01-05,2024-01-09,2024-01-09,795.8,254.78,On Time
SH00000959,ORD00000959,WH03,CAR03,2024-01-06,2024-01-10,2024-01-10,795.6,274.33,On Time
SH00000960,ORD00000960,WH04,CAR02,2024-01-05,2024-01-06,2024-01-06,507.8,253.31,On Time
SH00000961,ORD00000961,WH05,CAR06,2024-01-06,2024-01-08,2024-01-08,1394.3,285.03,On Time
SH00000962,ORD00000962,WH01,CAR04,2024-01-06,2024-01-09,2024-01-09,1142.0,206.58,On Time
SH00000963,ORD00000963,WH02,CAR05,2024-01-05,2024-01-08,2024-01-08,280.2,262.98,On Time
SH00000964,ORD00000964,WH03,CAR03,2024-01-07,2024-01-10,2024-01-10,1644.3,308.55,On Time
SH00000965,ORD00000965,WH04,CAR04,2024-01-06,2024-01-09,2024-01-09,102.0,138.1,On Time
SH00000966,ORD00000966,WH05,CAR05,2024-01-06,2024-01-09,2024-01-09,897.7,307.44,On Time
SH00000967,ORD00000967,WH01,CAR04,2024-01-05,2024-01-08,2024-01-09,1628.3,236.82,Late
SH00000968,ORD00000968,WH02,CAR02,2024-01-05,2024-01-07,2024-01-07,918.5,261.96,On Time
SH00000969,ORD00000969,WH03,CAR02,2024-01-05,2024-01-08,2024-01-10,173.1,229.45,Late
SH00000970,ORD00000970,WH04,CAR02,2024-01-06,2024-01-09,2024-01-09,1153.7,267.13,On Time
SH00000971,ORD00000971,WH05,CAR06,2024-01-05,2024-01-07,2024-01-07,30.8,222.93,On Time
SH00000972,ORD00000972,WH01,CAR02,2024-01-06,2024-01-09,2024-01-09,234.5,236.41,On Time
SH00000973,ORD00000973,WH02,CAR05,2024-01-05,2024-01-09,2024-01-09,128.6,258.95,On Time
SH00000974,ORD00000974,WH03,CAR04,2024-01-05,2024-01-08,2024-01-08,417.8,161.42,On Time
SH00000975,ORD00000975,WH04,CAR04,2024-01-06,2024-01-10,2024-01-10,98.5,135.45,On Time
SH00000976,ORD00000976,WH05,CAR06,2024-01-05,2024-01-06,2024-01-06,613.1,252.11,On Time
SH00000977,ORD00000977,WH01,CAR02,2024-01-06,2024-01-11,2024-01-11,70.6,227.11,On Time
SH00000978,ORD00000978,WH02,CAR04,2024-01-06,2024-01-08,2024-01-08,355.2,152.57,On Time
SH00000979,ORD00000979,WH03,CAR04,2024-01-08,2024-01-11,2024-01-11,1664.6,205.76,On Time
SH00000980,ORD00000980,WH04,CAR03,2024-01-07,2024-01-09,2024-01-09,304.4,233.94,On Time
SH00000981,ORD00000981,WH05,CAR01,2024-01-06,2024-01-08,2024-01-08,385.8,219.98,On Time
SH00000982,ORD00000982,WH01,CAR02,2024-01-07,2024-01-08,2024-01-08,1162.6,286.16,On Time
SH00000983,ORD00000983,WH02,CAR06,2024-01-07,2024-01-11,2024-01-11,1009.9,293.79,On Time
SH00000984,ORD00000984,WH03,CAR03,2024-01-06,2024-01-09,2024-01-09,1394.2,271.85,On Time
SH00000985,ORD00000985,WH04,CAR02,2024-01-07,2024-01-11,2024-01-11,1458.9,324.26,On Time
SH00000986,ORD00000986,WH05,CAR06,2024-01-07,2024-01-10,2024-01-10,212.4,234.47,On Time
SH00000987,ORD00000987,WH01,CAR02,2024-01-08,2024-01-10,2024-01-10,888.6,250.52,On Time
SH00000988,ORD00000988,WH02,CAR05,2024-01-06,2024-01-10,2024-01-10,1367.4,347.21,On Time
SH00000989,ORD00000989,WH03,CAR05,2024-01-07,2024-01-11,2024-01-11,1520.6,295.84,On Time
SH00000990,ORD00000990,WH04,CAR05,2024-01-06,2024-01-09,2024-01-09,1049.3,298.89,On Time
SH00000991,ORD00000991,WH05,CAR05,2024-01-08,2024-01-12,2024-01-13,1603.2,300.1,Late
SH00000992,ORD00000992,WH01,CAR05,2024-01-07,2024-01-11,2024-01-11,1187.3,311.69,On Time
SH00000993,ORD00000993,WH02,CAR01,2024-01-06,2024-01-09,2024-01-09,1223.6,258.41,On Time
SH00000994,ORD00000994,WH03,CAR06,2024-01-06,2024-01-08,2024-01-08,246.0,237.02,On Time
SH00000995,ORD00000995,WH04,CAR01,2024-01-06,2024-01-08,2024-01-08,1077.3,243.18,On Time
SH00000996,ORD00000996,WH05,CAR05,2024-01-06,2024-01-08,2024-01-08,211.4,262.35,On Time
SH00000997,ORD00000997,WH01,CAR05,2024-01-06,2024-01-08,2024-01-08,1100.8,286.29,On Time
SH00000998,ORD00000998,WH02,CAR02,2024-01-06,2024-01-08,2024-01-08,1653.2,349.07,On Time
SH00000999,ORD00000999,WH03,CAR02,2024-01-08,2024-01-10,2024-01-10,412.6,251.59,On Time
SH00001000,ORD00001000,WH04,CAR04,2024-01-06,2024-01-08,2024-01-08,273.0,149.38,On Time
SH00001001,ORD00001001,WH05,CAR05,2024-01-07,2024-01-12,2024-01-12,1781.0,331.14,On Time
SH00001002,ORD00001002,WH01,CAR04,2024-01-07,2024-01-11,2024-01-11,1262.7,175.49,On Time
SH00001003,ORD00001003,WH02,CAR04,2024-01-06,2024-01-10,2024-01-10,1233.6,182.97,On Time
SH00001004,ORD00001004,WH03,CAR06,2024-01-07,2024-01-08,2024-01-08,828.3,252.19,On Time
SH00001005,ORD00001005,WH04,CAR06,2024-01-06,2024-01-10,2024-01-10,1004.7,288.61,On Time
SH00001006,ORD00001006,WH05,CAR01,2024-01-06,2024-01-10,2024-01-10,627.9,252.86,On Time
SH00001007,ORD00001007,WH01,CAR06,2024-01-07,2024-01-10,2024-01-10,1416.4,314.32,On Time
SH00001008,ORD00001008,WH02,CAR02,2024-01-06,2024-01-08,2024-01-08,185.7,234.67,On Time
SH00001009,ORD00001009,WH03,CAR04,2024-01-06,2024-01-08,2024-01-08,93.3,138.14,On Time
SH00001010,ORD00001010,WH04,CAR03,2024-01-08,2024-01-11,2024-01-11,1614.0,316.4,On Time
SH00001011,ORD00001011,WH05,CAR04,2024-01-06,2024-01-08,2024-01-08,1537.3,205.77,On Time
SH00001012,ORD00001012,WH01,CAR05,2024-01-07,2024-01-09,2024-01-09,1112.2,332.9,On Time
SH00001013,ORD00001013,WH02,CAR04,2024-01-06,2024-01-08,2024-01-08,28.9,132.68,On Time
SH00001014,ORD00001014,WH03,CAR05,2024-01-06,2024-01-08,2024-01-08,1068.3,300.63,On Time
SH00001015,ORD00001015,WH04,CAR04,2024-01-06,2024-01-08,2024-01-08,605.2,165.53,On Time
SH00001016,ORD00001016,WH05,CAR02,2024-01-07,2024-01-10,2024-01-10,1091.8,274.72,On Time
SH00001017,ORD00001017,WH01,CAR02,2024-01-07,2024-01-09,2024-01-09,639.1,267.38,On Time
SH00001018,ORD00001018,WH02,CAR01,2024-01-07,2024-01-09,2024-01-09,618.3,247.37,On Time
SH00001019,ORD00001019,WH03,CAR06,2024-01-07,2024-01-09,2024-01-09,928.0,270.02,On Time
SH00001020,ORD00001020,WH04,CAR04,2024-01-07,2024-01-08,2024-01-08,1356.1,194.12,On Time
SH00001021,ORD00001021,WH05,CAR05,2024-01-06,2024-01-07,2024-01-07,1274.2,293.78,On Time
SH00001022,ORD00001022,WH01,CAR03,2024-01-08,2024-01-11,2024-01-11,1401.2,297.86,On Time
SH00001023,ORD00001023,WH02,CAR02,2024-01-06,2024-01-10,2024-01-10,816.3,285.16,On Time
SH00001024,ORD00001024,WH03,CAR05,2024-01-07,2024-01-11,2024-01-11,150.9,259.3,On Time
SH00001025,ORD00001025,WH04,CAR06,2024-01-06,2024-01-09,2024-01-09,112.5,224.96,On Time
SH00001026,ORD00001026,WH05,CAR04,2024-01-07,2024-01-10,2024-01-10,338.5,158.46,On Time
SH00001027,ORD00001027,WH01,CAR01,2024-01-08,2024-01-10,2024-01-10,1748.1,301.93,On Time
SH00001028,ORD00001028,WH02,CAR05,2024-01-06,2024-01-11,2024-01-11,572.2,280.03,On Time
SH00001029,ORD00001029,WH03,CAR02,2024-01-07,2024-01-09,2024-01-09,236.2,239.55,On Time
SH00001030,ORD00001030,WH04,CAR04,2024-01-07,2024-01-10,2024-01-10,108.8,138.24,On Time
SH00001031,ORD00001031,WH05,CAR03,2024-01-06,2024-01-10,2024-01-10,1609.6,300.99,On Time
SH00001032,ORD00001032,WH01,CAR04,2024-01-06,2024-01-10,2024-01-10,54.3,135.77,On Time
SH00001033,ORD00001033,WH02,CAR04,2024-01-07,2024-01-11,2024-01-11,801.7,168.33,On Time
SH00001034,ORD00001034,WH03,CAR03,2024-01-08,2024-01-10,2024-01-10,646.4,243.59,On Time
SH00001035,ORD00001035,WH04,CAR05,2024-01-08,2024-01-11,2024-01-11,1533.9,302.3,On Time
SH00001036,ORD00001036,WH05,CAR04,2024-01-07,2024-01-10,2024-01-10,1742.7,233.41,On Time
SH00001037,ORD00001037,WH01,CAR02,2024-01-07,2024-01-09,2024-01-09,842.4,268.9,On Time
SH00001038,ORD00001038,WH02,CAR01,2024-01-06,2024-01-10,2024-01-10,1008.8,248.84,On Time
SH00001039,ORD00001039,WH03,CAR02,2024-01-07,2024-01-09,2024-01-09,140.2,233.46,On Time
SH00001040,ORD00001040,WH04,CAR01,2024-01-06,2024-01-09,2024-01-09,1031.2,268.52,On Time
SH00001041,ORD00001041,WH05,CAR01,2024-01-06,2024-01-09,2024-01-09,534.2,231.1,On Time
SH00001042,ORD00001042,WH01,CAR03,2024-01-06,2024-01-09,2024-01-09,750.8,240.26,On Time
SH00001043,ORD00001043,WH02,CAR01,2024-01-06,2024-01-09,2024-01-09,733.0,244.42,On Time
SH00001044,ORD00001044,WH03,CAR02,2024-01-06,2024-01-10,2024-01-10,1162.9,260.35,On Time
SH00001045,ORD00001045,WH04,CAR06,2024-01-07,2024-01-08,2024-01-09,1308.3,268.69,Late
SH00001046,ORD00001046,WH05,CAR04,2024-01-06,2024-01-09,2024-01-09,694.8,179.45,On Time
SH00001047,ORD00001047,WH01,CAR03,2024-01-06,2024-01-10,2024-01-10,1235.5,280.51,On Time
SH00001048,ORD00001048,WH02,CAR01,2024-01-07,2024-01-12,2024-01-12,163.6,209.59,On Time
SH00001049,ORD00001049,WH03,CAR03,2024-01-07,2024-01-09,2024-01-09,907.5,278.13,On Time
SH00001050,ORD00001050,WH04,CAR03,2024-01-06,2024-01-10,2024-01-10,1622.4,280.71,On Time
SH00001051,ORD00001051,WH05,CAR03,2024-01-06,2024-01-08,2024-01-08,1582.3,274.87,On Time
SH00001052,ORD00001052,WH01,CAR05,2024-01-06,2024-01-09,2024-01-11,680.1,278.95,Late
SH00001053,ORD00001053,WH02,CAR04,2024-01-06,2024-01-07,2024-01-07,115.3,139.22,On Time
SH00001054,ORD00001054,WH03,CAR02,2024-01-07,2024-01-09,2024-01-09,857.8,253.92,On Time
SH00001055,ORD00001055,WH04,CAR03,2024-01-07,2024-01-09,2024-01-09,1759.8,293.76,On Time
SH00001056,ORD00001056,WH05,CAR02,2024-01-07,2024-01-09,2024-01-10,1425.7,285.71,Late
SH00001057,ORD00001057,WH01,CAR03,2024-01-06,2024-01-09,2024-01-09,17.3,212.83,On Time
SH00001058,ORD00001058,WH02,CAR01,2024-01-06,2024-01-09,2024-01-09,20.5,203.8,On Time
SH00001059,ORD00001059,WH03,CAR04,2024-01-06,2024-01-11,2024-01-11,290.9,150.91,On Time
SH00001060,ORD00001060,WH04,CAR03,2024-01-07,2024-01-09,2024-01-09,496.6,227.46,On Time
SH00001061,ORD00001061,WH05,CAR03,2024-01-06,2024-01-10,2024-01-10,564.9,239.06,On Time
SH00001062,ORD00001062,WH01,CAR05,2024-01-06,2024-01-09,2024-01-09,1366.1,303.69,On Time
SH00001063,ORD00001063,WH02,CAR02,2024-01-06,2024-01-08,2024-01-08,259.9,241.87,On Time
SH00001064,ORD00001064,WH03,CAR02,2024-01-06,2024-01-08,2024-01-08,1711.3,284.25,On Time
SH00001065,ORD00001065,WH04,CAR01,2024-01-06,2024-01-09,2024-01-09,792.3,262.14,On Time
SH00001066,ORD00001066,WH05,CAR01,2024-01-06,2024-01-09,2024-01-09,314.3,215.08,On Time
SH00001067,ORD00001067,WH01,CAR01,2024-01-06,2024-01-08,2024-01-09,1190.9,280.77,Late
SH00001068,ORD00001068,WH02,CAR03,2024-01-06,2024-01-09,2024-01-09,1272.8,251.81,On Time
SH00001069,ORD00001069,WH03,CAR01,2024-01-08,2024-01-11,2024-01-11,426.8,223.2,On Time
SH00001070,ORD00001070,WH04,CAR03,2024-01-07,2024-01-10,2024-01-10,1293.9,313.08,On Time
SH00001071,ORD00001071,WH05,CAR05,2024-01-06,2024-01-09,2024-01-09,1283.3,348.67,On Time
SH00001072,ORD00001072,WH01,CAR01,2024-01-07,2024-01-09,2024-01-09,1452.5,260.48,On Time
SH00001073,ORD00001073,WH02,CAR05,2024-01-06,2024-01-07,2024-01-07,334.5,266.03,On Time
SH00001074,ORD00001074,WH03,CAR05,2024-01-06,2024-01-07,2024-01-08,1501.5,357.74,Late
SH00001075,ORD00001075,WH04,CAR06,2024-01-06,2024-01-08,2024-01-08,1133.0,257.15,On Time
SH00001076,ORD00001076,WH05,CAR01,2024-01-07,2024-01-09,2024-01-09,1414.3,259.96,On Time
SH00001077,ORD00001077,WH01,CAR02,2024-01-06,2024-01-09,2024-01-09,1557.4,275.58,On Time
SH00001078,ORD00001078,WH02,CAR05,2024-01-07,2024-01-08,2024-01-08,594.7,290.48,On Time
SH00001079,ORD00001079,WH03,CAR02,2024-01-06,2024-01-07,2024-01-07,304.1,237.57,On Time
SH00001080,ORD00001080,WH04,CAR04,2024-01-06,2024-01-11,2024-01-11,1397.2,209.28,On Time
SH00001081,ORD00001081,WH05,CAR06,2024-01-07,2024-01-10,2024-01-10,215.9,227.88,On Time
SH00001082,ORD00001082,WH01,CAR06,2024-01-07,2024-01-10,2024-01-10,1675.6,280.29,On Time
SH00001083,ORD00001083,WH02,CAR04,2024-01-06,2024-01-08,2024-01-08,811.7,171.28,On Time
SH00001084,ORD00001084,WH03,CAR01,2024-01-06,2024-01-08,2024-01-08,1221.7,297.69,On Time
SH00001085,ORD00001085,WH04,CAR06,2024-01-07,2024-01-11,2024-01-11,655.7,251.93,On Time
SH00001086,ORD00001086,WH05,CAR01,2024-01-07,2024-01-10,2024-01-10,642.3,240.67,On Time
SH00001087,ORD00001087,WH01,CAR06,2024-01-06,2024-01-10,2024-01-10,581.6,241.73,On Time
SH00001088,ORD00001088,WH02,CAR06,2024-01-07,2024-01-11,2024-01-11,1314.1,304.01,On Time
SH00001089,ORD00001089,WH03,CAR02,2024-01-08,2024-01-11,2024-01-11,509.1,248.02,On Time
SH00001090,ORD00001090,WH04,CAR05,2024-01-06,2024-01-09,2024-01-09,1417.3,352.63,On Time
SH00001091,ORD00001091,WH05,CAR02,2024-01-07,2024-01-09,2024-01-12,559.1,243.08,Late
SH00001092,ORD00001092,WH01,CAR01,2024-01-07,2024-01-09,2024-01-09,1289.4,268.85,On Time
SH00001093,ORD00001093,WH02,CAR06,2024-01-06,2024-01-10,2024-01-10,624.8,241.98,On Time
SH00001094,ORD00001094,WH03,CAR03,2024-01-07,2024-01-11,2024-01-11,932.4,255.83,On Time
SH00001095,ORD00001095,WH04,CAR03,2024-01-07,2024-01-10,2024-01-10,800.8,266.05,On Time
SH00001096,ORD00001096,WH05,CAR05,2024-01-07,2024-01-11,2024-01-14,215.0,258.94,Late
SH00001097,ORD00001097,WH01,CAR02,2024-01-07,2024-01-10,2024-01-10,239.7,231.04,On Time
SH00001098,ORD00001098,WH02,CAR05,2024-01-07,2024-01-11,2024-01-11,1212.2,326.21,On Time
SH00001099,ORD00001099,WH03,CAR04,2024-01-06,2024-01-10,2024-01-10,572.4,155.7,On Time
SH00001100,ORD00001100,WH04,CAR02,2024-01-08,2024-01-12,2024-01-12,841.8,257.95,On Time
SH00001101,ORD00001101,WH05,CAR02,2024-01-07,2024-01-11,2024-01-12,429.3,256.3,Late
SH00001102,ORD00001102,WH01,CAR05,2024-01-06,2024-01-10,2024-01-10,975.9,325.81,On Time
SH00001103,ORD00001103,WH02,CAR05,2024-01-07,2024-01-11,2024-01-11,1440.6,298.3,On Time
SH00001104,ORD00001104,WH03,CAR03,2024-01-06,2024-01-07,2024-01-07,531.1,244.06,On Time
SH00001105,ORD00001105,WH04,CAR01,2024-01-06,2024-01-10,2024-01-10,76.2,207.01,On Time
SH00001106,ORD00001106,WH05,CAR05,2024-01-06,2024-01-07,2024-01-07,511.8,267.11,On Time
SH00001107,ORD00001107,WH01,CAR03,2024-01-07,2024-01-10,2024-01-10,1107.3,281.06,On Time
SH00001108,ORD00001108,WH02,CAR03,2024-01-07,2024-01-10,2024-01-10,1127.8,301.19,On Time
SH00001109,ORD00001109,WH03,CAR03,2024-01-08,2024-01-11,2024-01-11,1081.2,268.42,On Time
SH00001110,ORD00001110,WH04,CAR02,2024-01-06,2024-01-07,2024-01-07,630.8,248.44,On Time
SH00001111,ORD00001111,WH05,CAR04,2024-01-08,2024-01-09,2024-01-09,1371.0,231.04,On Time
SH00001112,ORD00001112,WH01,CAR04,2024-01-06,2024-01-09,2024-01-09,303.2,140.79,On Time
SH00001113,ORD00001113,WH02,CAR06,2024-01-06,2024-01-09,2024-01-11,38.5,223.38,Late
SH00001114,ORD00001114,WH03,CAR01,2024-01-06,2024-01-11,2024-01-11,1219.6,242.61,On Time
SH00001115,ORD00001115,WH04,CAR02,2024-01-07,2024-01-12,2024-01-12,271.2,244.94,On Time
SH00001116,ORD00001116,WH05,CAR04,2024-01-06,2024-01-09,2024-01-09,581.7,177.76,On Time
SH00001117,ORD00001117,WH01,CAR02,2024-01-07,2024-01-10,2024-01-10,300.8,237.07,On Time
SH00001118,ORD00001118,WH02,CAR04,2024-01-06,2024-01-09,2024-01-09,755.6,181.5,On Time
SH00001119,ORD00001119,WH03,CAR03,2024-01-07,2024-01-11,2024-01-11,1679.5,270.09,On Time
SH00001120,ORD00001120,WH04,CAR04,2024-01-07,2024-01-10,2024-01-10,372.5,160.59,On Time
SH00001121,ORD00001121,WH05,CAR03,2024-01-06,2024-01-08,2024-01-10,385.1,237.16,Late
SH00001122,ORD00001122,WH01,CAR02,2024-01-07,2024-01-10,2024-01-11,1042.0,257.16,Late
SH00001123,ORD00001123,WH02,CAR06,2024-01-07,2024-01-10,2024-01-10,472.0,237.89,On Time
SH00001124,ORD00001124,WH03,CAR03,2024-01-07,2024-01-10,2024-01-11,89.1,216.89,Late
SH00001125,ORD00001125,WH04,CAR04,2024-01-06,2024-01-09,2024-01-09,245.0,142.03,On Time
SH00001126,ORD00001126,WH05,CAR05,2024-01-08,2024-01-11,2024-01-11,309.9,273.39,On Time
SH00001127,ORD00001127,WH01,CAR05,2024-01-08,2024-01-11,2024-01-11,745.1,301.17,On Time
SH00001128,ORD00001128,WH02,CAR06,2024-01-06,2024-01-07,2024-01-07,115.7,225.31,On Time
SH00001129,ORD00001129,WH03,CAR04,2024-01-06,2024-01-08,2024-01-08,1466.0,211.8,On Time
SH00001130,ORD00001130,WH04,CAR04,2024-01-07,2024-01-09,2024-01-09,24.8,132.77,On Time
SH00001131,ORD00001131,WH05,CAR01,2024-01-06,2024-01-09,2024-01-09,597.0,237.62,On Time
SH00001132,ORD00001132,WH01,CAR02,2024-01-06,2024-01-08,2024-01-08,845.5,276.28,On Time
SH00001133,ORD00001133,WH02,CAR04,2024-01-07,2024-01-10,2024-01-10,1193.3,207.34,On Time
SH00001134,ORD00001134,WH03,CAR04,2024-01-07,2024-01-09,2024-01-09,962.7,175.35,On Time
SH00001135,ORD00001135,WH04,CAR05,2024-01-07,2024-01-10,2024-01-11,353.0,265.01,Late
SH00001136,ORD00001136,WH05,CAR01,2024-01-06,2024-01-09,2024-01-09,186.4,209.8,On Time
SH00001137,ORD00001137,WH01,CAR06,2024-01-07,2024-01-09,2024-01-09,30.8,222.16,On Time
SH00001138,ORD00001138,WH02,CAR02,2024-01-06,2024-01-08,2024-01-08,996.4,277.9,On Time
SH00001139,ORD00001139,WH03,CAR01,2024-01-07,2024-01-09,2024-01-09,120.5,210.96,On Time
SH00001140,ORD00001140,WH04,CAR01,2024-01-07,2024-01-09,2024-01-09,842.7,248.81,On Time
SH00001141,ORD00001141,WH05,CAR03,2024-01-06,2024-01-09,2024-01-09,1450.9,294.73,On Time
SH00001142,ORD00001142,WH01,CAR02,2024-01-07,2024-01-11,2024-01-13,576.9,268.97,Late
SH00001143,ORD00001143,WH02,CAR01,2024-01-06,2024-01-09,2024-01-09,335.6,215.08,On Time
SH00001144,ORD00001144,WH03,CAR03,2024-01-06,2024-01-11,2024-01-11,1793.0,293.45,On Time
SH00001145,ORD00001145,WH04,CAR02,2024-01-06,2024-01-11,2024-01-11,1785.5,284.62,On Time
SH00001146,ORD00001146,WH05,CAR02,2024-01-06,2024-01-08,2024-01-08,10.4,223.94,On Time
SH00001147,ORD00001147,WH01,CAR03,2024-01-07,2024-01-09,2024-01-09,1726.7,299.23,On Time
SH00001148,ORD00001148,WH02,CAR05,2024-01-07,2024-01-09,2024-01-09,455.4,283.37,On Time
SH00001149,ORD00001149,WH03,CAR05,2024-01-07,2024-01-12,2024-01-12,656.5,295.52,On Time
SH00001150,ORD00001150,WH04,CAR02,2024-01-07,2024-01-11,2024-01-12,1753.3,356.68,Late
SH00001151,ORD00001151,WH05,CAR05,2024-01-07,2024-01-10,2024-01-10,312.4,264.01,On Time
SH00001152,ORD00001152,WH01,CAR04,2024-01-08,2024-01-10,2024-01-10,1734.9,195.23,On Time
SH00001153,ORD00001153,WH02,CAR01,2024-01-07,2024-01-09,2024-01-09,240.8,218.51,On Time
SH00001154,ORD00001154,WH03,CAR06,2024-01-06,2024-01-09,2024-01-09,1374.7,311.19,On Time
SH00001155,ORD00001155,WH04,CAR03,2024-01-06,2024-01-10,2024-01-10,1007.0,273.62,On Time
SH00001156,ORD00001156,WH05,CAR01,2024-01-06,2024-01-10,2024-01-10,615.9,245.09,On Time
SH00001157,ORD00001157,WH01,CAR01,2024-01-07,2024-01-10,2024-01-10,1185.9,288.67,On Time
SH00001158,ORD00001158,WH02,CAR01,2024-01-07,2024-01-10,2024-01-10,531.8,241.39,On Time
SH00001159,ORD00001159,WH03,CAR05,2024-01-06,2024-01-09,2024-01-09,127.6,258.9,On Time
SH00001160,ORD00001160,WH04,CAR06,2024-01-06,2024-01-08,2024-01-08,1746.8,310.42,On Time
SH00001161,ORD00001161,WH05,CAR04,2024-01-06,2024-01-08,2024-01-08,1393.6,224.15,On Time
SH00001162,ORD00001162,WH01,CAR01,2024-01-07,2024-01-11,2024-01-11,1772.7,261.58,On Time
SH00001163,ORD00001163,WH02,CAR04,2024-01-06,2024-01-10,2024-01-10,1347.7,237.3,On Time
SH00001164,ORD00001164,WH03,CAR04,2024-01-07,2024-01-10,2024-01-10,423.5,164.51,On Time
SH00001165,ORD00001165,WH04,CAR02,2024-01-07,2024-01-09,2024-01-09,475.7,259.79,On Time
SH00001166,ORD00001166,WH05,CAR03,2024-01-06,2024-01-11,2024-01-11,775.2,270.65,On Time
SH00001167,ORD00001167,WH01,CAR03,2024-01-06,2024-01-10,2024-01-10,1442.2,312.53,On Time
SH00001168,ORD00001168,WH02,CAR01,2024-01-07,2024-01-09,2024-01-09,192.6,216.16,On Time
SH00001169,ORD00001169,WH03,CAR04,2024-01-06,2024-01-10,2024-01-10,1417.5,190.61,On Time
SH00001170,ORD00001170,WH04,CAR04,2024-01-07,2024-01-11,2024-01-11,300.2,146.62,On Time
SH00001171,ORD00001171,WH05,CAR02,2024-01-06,2024-01-08,2024-01-08,397.5,248.63,On Time
SH00001172,ORD00001172,WH01,CAR01,2024-01-06,2024-01-08,2024-01-08,1276.2,251.46,On Time
SH00001173,ORD00001173,WH03,CAR05,2024-01-06,2024-01-09,2024-01-09,1359.9,357.63,On Time
SH00001174,ORD00001174,WH04,CAR05,2024-01-06,2024-01-10,2024-01-10,1340.5,346.68,On Time
SH00001175,ORD00001175,WH05,CAR06,2024-01-07,2024-01-10,2024-01-10,842.9,259.46,On Time
SH00001176,ORD00001176,WH01,CAR05,2024-01-08,2024-01-12,2024-01-12,615.9,277.22,On Time
SH00001177,ORD00001177,WH02,CAR01,2024-01-08,2024-01-12,2024-01-12,644.1,228.38,On Time
SH00001178,ORD00001178,WH03,CAR03,2024-01-08,2024-01-11,2024-01-11,651.3,237.27,On Time
SH00001179,ORD00001179,WH04,CAR03,2024-01-09,2024-01-12,2024-01-12,1216.7,260.9,On Time
SH00001180,ORD00001180,WH05,CAR01,2024-01-08,2024-01-13,2024-01-13,317.3,225.93,On Time
SH00001181,ORD00001181,WH01,CAR03,2024-01-09,2024-01-12,2024-01-12,1386.3,313.71,On Time
SH00001182,ORD00001182,WH02,CAR04,2024-01-08,2024-01-11,2024-01-11,1078.1,210.27,On Time
SH00001183,ORD00001183,WH03,CAR04,2024-01-08,2024-01-10,2024-01-10,1789.2,253.61,On Time
SH00001184,ORD00001184,WH04,CAR02,2024-01-08,2024-01-12,2024-01-12,1137.0,307.29,On Time
SH00001185,ORD00001185,WH05,CAR05,2024-01-08,2024-01-11,2024-01-11,1458.2,321.57,On Time
SH00001186,ORD00001186,WH01,CAR03,2024-01-08,2024-01-11,2024-01-14,1449.6,294.01,Late
SH00001187,ORD00001187,WH02,CAR04,2024-01-07,2024-01-11,2024-01-13,1043.8,166.97,Late
