PO_ID,Supplier_ID,Product_ID,Warehouse_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Qty,Received_Qty,Unit_Cost,PO_Value
PO0000744,S006,P0003,WH05,2024-02-19,2024-02-24,2024-02-27,233,228,936.27,218151.0
PO0000745,S011,P0006,WH01,2024-02-19,2024-02-23,2024-02-24,50,48,2725.03,136251.68
PO0000746,S004,P0015,WH04,2024-02-19,2024-02-27,2024-02-27,63,60,248.25,15639.96
PO0000747,S006,P0020,WH02,2024-02-19,2024-02-26,2024-02-26,184,178,2340.25,430605.82
PO0000748,S006,P0020,WH03,2024-02-19,2024-02-25,2024-02-25,159,158,2453.14,390048.86
PO0000749,S006,P0024,WH03,2024-02-19,2024-02-24,2024-02-24,69,69,649.47,44813.19
PO0000750,S006,P0025,WH05,2024-02-19,2024-02-24,2024-02-25,219,213,1425.67,312221.76
PO0000751,S006,P0028,WH04,2024-02-19,2024-02-25,2024-02-25,123,121,3015.28,370878.99
PO0000752,S006,P0028,WH05,2024-02-19,2024-02-27,2024-02-27,156,153,3127.61,487907.17
PO0000753,S008,P0038,WH04,2024-02-19,2024-02-23,2024-02-24,94,88,1870.97,175871.64
PO0000754,S008,P0004,WH05,2024-02-20,2024-02-24,2024-02-24,180,167,1532.63,275873.75
PO0000755,S007,P0010,WH01,2024-02-20,2024-02-25,2024-02-25,64,63,2696.86,172599.35
PO0000756,S004,P0015,WH04,2024-02-20,2024-02-26,2024-02-26,99,95,243.46,24102.44
PO0000757,S012,P0016,WH01,2024-02-20,2024-03-03,2024-03-03,175,170,840.01,147001.1
PO0000758,S006,P0020,WH03,2024-02-20,2024-02-28,2024-02-29,262,261,2446.87,641079.67
PO0000759,S006,P0023,WH02,2024-02-20,2024-02-24,2024-02-26,81,79,715.71,57972.26
PO0000760,S006,P0028,WH04,2024-02-20,2024-02-24,2024-02-24,179,176,3200.99,572977.13
PO0000761,S009,P0032,WH05,2024-02-20,2024-02-26,2024-02-29,246,237,1621.21,398817.93
PO0000762,S002,P0037,WH03,2024-02-20,2024-02-25,2024-02-25,102,96,1612.48,164472.57
PO0000763,S002,P0039,WH03,2024-02-20,2024-02-26,2024-02-28,108,103,502.74,54296.21
PO0000764,S008,P0004,WH05,2024-02-21,2024-02-23,2024-02-25,240,217,1702.89,408692.77
PO0000765,S007,P0011,WH05,2024-02-21,2024-02-25,2024-02-25,75,72,635.26,47644.3
PO0000766,S004,P0015,WH04,2024-02-21,2024-02-28,2024-02-28,110,108,254.68,28014.46
PO0000767,S012,P0016,WH01,2024-02-21,2024-03-04,2024-03-04,186,181,914.45,170087.52
PO0000768,S006,P0020,WH03,2024-02-21,2024-02-29,2024-02-29,237,231,2505.16,593723.67
PO0000769,S006,P0028,WH05,2024-02-21,2024-02-25,2024-02-27,183,182,3304.14,604657.89
PO0000770,S004,P0031,WH02,2024-02-21,2024-02-25,2024-02-25,61,58,483.87,29515.94
PO0000771,S004,P0033,WH02,2024-02-21,2024-02-26,2024-03-02,186,176,2073.16,385607.07
PO0000772,S002,P0039,WH05,2024-02-21,2024-02-27,2024-02-28,95,89,493.67,46898.45
PO0000773,S011,P0006,WH05,2024-02-22,2024-02-25,2024-02-27,50,50,2835.64,141781.86
PO0000774,S011,P0012,WH01,2024-02-22,2024-02-26,2024-02-26,55,51,2412.1,132665.44
PO0000775,S011,P0012,WH02,2024-02-22,2024-02-26,2024-02-26,50,48,2355.31,117765.71
PO0000776,S006,P0023,WH03,2024-02-22,2024-02-28,2024-03-01,80,79,707.44,56595.4
PO0000777,S006,P0028,WH04,2024-02-22,2024-02-29,2024-02-29,225,222,3171.13,713503.66
PO0000778,S011,P0006,WH05,2024-02-23,2024-02-26,2024-02-27,50,47,2757.99,137899.35
PO0000779,S007,P0011,WH05,2024-02-23,2024-02-29,2024-02-29,95,91,644.49,61226.8
PO0000780,S011,P0012,WH05,2024-02-23,2024-02-27,2024-02-28,51,49,2378.0,121278.19
PO0000781,S004,P0015,WH02,2024-02-23,2024-02-28,2024-03-02,102,96,264.62,26991.48
PO0000782,S004,P0015,WH04,2024-02-23,2024-02-28,2024-02-28,124,119,248.41,30803.34
PO0000783,S006,P0018,WH03,2024-02-23,2024-03-02,2024-03-03,67,64,1147.05,76852.21
PO0000784,S009,P0022,WH03,2024-02-23,2024-03-04,2024-03-04,50,47,436.48,21823.9
PO0000785,S006,P0028,WH04,2024-02-23,2024-02-29,2024-02-29,171,169,3134.8,536050.1
PO0000786,S004,P0031,WH02,2024-02-23,2024-02-29,2024-03-02,60,56,479.56,28773.5
PO0000787,S004,P0007,WH01,2024-02-24,2024-03-02,2024-03-03,146,141,2315.71,338093.1
PO0000788,S007,P0010,WH01,2024-02-24,2024-02-29,2024-03-03,52,47,2900.88,150845.52
PO0000789,S006,P0018,WH01,2024-02-24,2024-03-02,2024-03-05,50,49,1028.86,51443.13
PO0000790,S004,P0029,WH01,2024-02-24,2024-03-02,2024-03-05,268,251,3506.28,939683.48
PO0000791,S004,P0031,WH02,2024-02-24,2024-02-29,2024-02-29,50,48,488.9,24444.85
PO0000792,S006,P0034,WH03,2024-02-24,2024-03-02,2024-03-02,57,56,3106.47,177068.74
PO0000793,S002,P0037,WH04,2024-02-24,2024-03-04,2024-03-05,99,93,1464.87,145021.96
PO0000794,S009,P0002,WH04,2024-02-25,2024-03-06,2024-03-06,192,183,798.16,153246.7
PO0000795,S006,P0003,WH04,2024-02-25,2024-03-01,2024-03-01,169,166,950.02,160552.57
PO0000796,S011,P0006,WH05,2024-02-25,2024-02-29,2024-03-01,50,48,3007.01,150350.53
PO0000797,S010,P0009,WH05,2024-02-25,2024-03-06,2024-03-08,50,49,2367.75,118387.52
PO0000798,S007,P0011,WH03,2024-02-25,2024-02-27,2024-03-01,127,121,591.78,75155.71
PO0000799,S011,P0012,WH01,2024-02-25,2024-03-01,2024-03-02,50,48,2451.21,122560.66
PO0000800,S011,P0012,WH05,2024-02-25,2024-02-27,2024-02-29,50,48,2297.84,114892.08
PO0000801,S011,P0017,WH01,2024-02-25,2024-02-28,2024-02-29,257,242,900.89,231529.77
PO0000802,S009,P0022,WH03,2024-02-25,2024-03-06,2024-03-06,66,61,477.52,31516.38
PO0000803,S006,P0024,WH05,2024-02-25,2024-03-03,2024-03-06,50,48,655.21,32760.72
PO0000804,S008,P0036,WH03,2024-02-25,2024-02-29,2024-02-29,351,331,2206.83,774597.23
PO0000805,S008,P0036,WH05,2024-02-25,2024-02-29,2024-02-29,292,265,1986.11,579944.46
PO0000806,S002,P0039,WH02,2024-02-25,2024-03-02,2024-03-02,93,87,512.22,47636.79
PO0000807,S012,P0040,WH05,2024-02-25,2024-03-06,2024-03-06,50,48,739.22,36961.2
PO0000808,S008,P0004,WH03,2024-02-26,2024-02-29,2024-02-29,282,263,1706.05,481106.22
PO0000809,S010,P0009,WH04,2024-02-26,2024-03-04,2024-03-04,54,51,2443.34,131940.37
PO0000810,S010,P0009,WH05,2024-02-26,2024-03-05,2024-03-05,74,73,2351.94,174043.37
PO0000811,S007,P0010,WH03,2024-02-26,2024-02-29,2024-03-03,95,90,2851.74,270914.99
PO0000812,S007,P0013,WH03,2024-02-26,2024-03-02,2024-03-02,57,55,2839.35,161842.67
PO0000813,S009,P0022,WH03,2024-02-26,2024-03-06,2024-03-06,57,55,442.81,25240.16
PO0000814,S006,P0023,WH01,2024-02-26,2024-03-03,2024-03-03,53,50,660.76,35020.16
PO0000815,S009,P0032,WH05,2024-02-26,2024-03-05,2024-03-05,292,278,1724.27,503488.02
PO0000816,S008,P0036,WH03,2024-02-26,2024-03-01,2024-03-06,389,362,2092.97,814166.34
PO0000817,S002,P0037,WH04,2024-02-26,2024-03-03,2024-03-03,83,76,1459.94,121175.2
PO0000818,S008,P0038,WH05,2024-02-26,2024-02-28,2024-02-28,186,169,1841.45,342509.14
PO0000819,S009,P0002,WH01,2024-02-27,2024-03-06,2024-03-07,118,110,812.8,95910.12
PO0000820,S006,P0003,WH04,2024-02-27,2024-03-05,2024-03-07,159,158,930.68,147978.5
PO0000821,S011,P0006,WH02,2024-02-27,2024-03-03,2024-03-03,50,49,2987.43,149371.74
PO0000822,S007,P0011,WH03,2024-02-27,2024-03-03,2024-03-03,129,119,604.59,77991.49
PO0000823,S007,P0013,WH03,2024-02-27,2024-03-01,2024-03-04,79,77,2724.83,215261.38
PO0000824,S011,P0017,WH05,2024-02-27,2024-03-01,2024-03-01,270,248,912.99,246507.48
PO0000825,S002,P0027,WH02,2024-02-27,2024-03-05,2024-03-05,244,233,518.21,126443.67
PO0000826,S002,P0027,WH05,2024-02-27,2024-03-05,2024-03-05,195,181,540.1,105319.29
PO0000827,S004,P0033,WH03,2024-02-27,2024-03-06,2024-03-06,109,104,1981.07,215936.66
PO0000828,S008,P0036,WH05,2024-02-27,2024-02-29,2024-03-02,206,200,2113.46,435373.38
PO0000829,S002,P0039,WH05,2024-02-27,2024-03-05,2024-03-06,60,58,472.05,28323.29
PO0000830,S008,P0004,WH02,2024-02-28,2024-03-04,2024-03-04,288,271,1650.13,475236.36
PO0000831,S007,P0013,WH01,2024-02-28,2024-03-06,2024-03-06,50,50,2601.24,130062.14
PO0000832,S011,P0017,WH01,2024-02-28,2024-03-02,2024-03-02,257,245,900.45,231415.22
PO0000833,S006,P0018,WH03,2024-02-28,2024-03-06,2024-03-06,62,62,1073.1,66532.24
PO0000834,S008,P0019,WH03,2024-02-28,2024-03-04,2024-03-06,320,299,2087.96,668148.48
PO0000835,S010,P0021,WH02,2024-02-28,2024-03-09,2024-03-09,269,266,720.38,193782.39
PO0000836,S009,P0022,WH03,2024-02-28,2024-03-09,2024-03-09,90,88,465.33,41879.55
PO0000837,S006,P0028,WH02,2024-02-28,2024-03-05,2024-03-10,306,303,3084.49,943854.7
PO0000838,S004,P0033,WH02,2024-02-28,2024-03-07,2024-03-07,151,142,2123.45,320640.38
PO0000839,S006,P0034,WH03,2024-02-28,2024-03-05,2024-03-06,58,56,2988.56,173336.41
PO0000840,S008,P0036,WH01,2024-02-28,2024-03-01,2024-03-01,197,180,2157.5,425027.55
PO0000841,S008,P0036,WH05,2024-02-28,2024-03-03,2024-03-03,212,197,2098.99,444986.43
PO0000842,S012,P0040,WH05,2024-02-28,2024-03-10,2024-03-10,50,50,752.7,37635.21
PO0000843,S009,P0002,WH01,2024-02-29,2024-03-08,2024-03-08,207,195,827.38,171268.43
PO0000844,S010,P0014,WH05,2024-02-29,2024-03-08,2024-03-08,190,189,2086.41,396418.51
PO0000845,S012,P0016,WH02,2024-02-29,2024-03-12,2024-03-13,277,271,850.77,235664.34
PO0000846,S011,P0017,WH04,2024-02-29,2024-03-02,2024-03-07,173,162,953.03,164873.5
PO0000847,S011,P0017,WH05,2024-02-29,2024-03-02,2024-03-02,243,234,902.61,219335.1
PO0000848,S006,P0018,WH03,2024-02-29,2024-03-04,2024-03-05,87,86,1089.67,94801.64
PO0000849,S008,P0019,WH02,2024-02-29,2024-03-05,2024-03-05,313,290,2125.68,665336.83
PO0000850,S010,P0021,WH02,2024-02-29,2024-03-08,2024-03-10,274,271,737.32,202024.53
PO0000851,S002,P0027,WH05,2024-02-29,2024-03-06,2024-03-08,155,150,523.91,81205.95
PO0000852,S006,P0028,WH02,2024-02-29,2024-03-09,2024-03-12,264,258,3071.27,810814.0
PO0000853,S004,P0029,WH04,2024-02-29,2024-03-06,2024-03-06,284,273,3323.47,943864.9
PO0000854,S009,P0002,WH03,2024-03-01,2024-03-10,2024-03-12,304,286,767.36,233277.34
PO0000855,S007,P0013,WH01,2024-03-01,2024-03-05,2024-03-08,50,48,2692.71,134635.47
PO0000856,S007,P0013,WH03,2024-03-01,2024-03-05,2024-03-07,75,72,2599.77,194982.61
PO0000857,S006,P0023,WH01,2024-03-01,2024-03-08,2024-03-08,50,49,726.3,36315.01
PO0000858,S004,P0029,WH01,2024-03-01,2024-03-08,2024-03-10,151,142,3412.43,515276.38
PO0000859,S004,P0029,WH05,2024-03-01,2024-03-09,2024-03-12,308,294,3415.08,1051844.39
PO0000860,S009,P0032,WH04,2024-03-01,2024-03-10,2024-03-10,228,217,1687.88,384836.47
PO0000861,S009,P0035,WH02,2024-03-01,2024-03-11,2024-03-11,124,119,1669.67,207039.01
PO0000862,S006,P0003,WH02,2024-03-02,2024-03-06,2024-03-07,227,225,955.83,216974.04
PO0000863,S011,P0017,WH02,2024-03-02,2024-03-04,2024-03-04,239,230,879.87,210290.1
PO0000864,S011,P0017,WH03,2024-03-02,2024-03-05,2024-03-08,319,300,978.88,312263.28
PO0000865,S004,P0029,WH04,2024-03-02,2024-03-10,2024-03-10,159,151,3542.7,563289.41
PO0000866,S004,P0029,WH05,2024-03-02,2024-03-08,2024-03-09,310,297,3247.48,1006717.88
PO0000867,S009,P0032,WH01,2024-03-02,2024-03-12,2024-03-12,231,208,1673.91,386673.61
PO0000868,S009,P0032,WH02,2024-03-02,2024-03-12,2024-03-13,212,205,1585.59,336144.9
PO0000869,S004,P0033,WH03,2024-03-02,2024-03-10,2024-03-10,173,167,2015.91,348753.02
PO0000870,S002,P0037,WH04,2024-03-02,2024-03-09,2024-03-09,95,89,1613.9,153320.13
PO0000871,S002,P0039,WH01,2024-03-02,2024-03-10,2024-03-10,72,67,480.22,34575.99
PO0000872,S012,P0040,WH05,2024-03-02,2024-03-12,2024-03-14,50,50,700.45,35022.58
PO0000873,S009,P0001,WH05,2024-03-03,2024-03-11,2024-03-11,211,198,1340.36,282814.99
PO0000874,S009,P0002,WH02,2024-03-03,2024-03-12,2024-03-17,301,282,762.47,229503.43
PO0000875,S007,P0013,WH04,2024-03-03,2024-03-06,2024-03-06,50,48,2775.57,138778.54
PO0000876,S011,P0017,WH03,2024-03-03,2024-03-06,2024-03-06,247,230,970.97,239829.21
PO0000877,S011,P0017,WH04,2024-03-03,2024-03-07,2024-03-10,154,149,889.23,136941.08
PO0000878,S006,P0018,WH01,2024-03-03,2024-03-09,2024-03-09,72,72,1135.77,81775.18
PO0000879,S006,P0020,WH01,2024-03-03,2024-03-10,2024-03-12,158,155,2449.79,387066.22
PO0000880,S009,P0022,WH03,2024-03-03,2024-03-11,2024-03-12,57,56,453.2,25832.51
PO0000881,S006,P0028,WH02,2024-03-03,2024-03-09,2024-03-12,225,219,3303.84,743364.02
PO0000882,S004,P0029,WH04,2024-03-03,2024-03-09,2024-03-10,227,215,3206.67,727913.86
PO0000883,S004,P0031,WH04,2024-03-03,2024-03-11,2024-03-11,50,47,470.26,23513.15
PO0000884,S004,P0031,WH05,2024-03-03,2024-03-07,2024-03-07,50,46,455.66,22782.8
PO0000885,S004,P0033,WH03,2024-03-03,2024-03-09,2024-03-10,114,108,2108.09,240322.66
PO0000886,S002,P0037,WH05,2024-03-03,2024-03-07,2024-03-07,88,84,1597.27,140560.17
PO0000887,S002,P0039,WH01,2024-03-03,2024-03-06,2024-03-06,83,78,521.11,43251.96
PO0000888,S012,P0040,WH05,2024-03-03,2024-03-15,2024-03-16,58,55,745.72,43251.66
PO0000889,S006,P0003,WH02,2024-03-04,2024-03-10,2024-03-10,219,217,867.16,189907.8
PO0000890,S010,P0008,WH05,2024-03-04,2024-03-11,2024-03-14,107,106,779.46,83402.54
PO0000891,S011,P0012,WH02,2024-03-04,2024-03-07,2024-03-07,71,64,2444.97,173592.53
PO0000892,S007,P0013,WH04,2024-03-04,2024-03-08,2024-03-08,50,47,2675.44,133771.81
PO0000893,S010,P0014,WH01,2024-03-04,2024-03-10,2024-03-10,181,179,1970.25,356615.72
PO0000894,S011,P0017,WH03,2024-03-04,2024-03-07,2024-03-08,418,397,909.72,380261.41
PO0000895,S010,P0021,WH02,2024-03-04,2024-03-14,2024-03-14,217,211,739.65,160504.6
PO0000896,S006,P0024,WH01,2024-03-04,2024-03-10,2024-03-11,50,50,626.11,31305.75
PO0000897,S006,P0025,WH01,2024-03-04,2024-03-09,2024-03-10,163,160,1411.79,230121.71
PO0000898,S012,P0026,WH01,2024-03-04,2024-03-14,2024-03-15,211,207,2168.88,457634.01
PO0000899,S002,P0027,WH03,2024-03-04,2024-03-12,2024-03-13,217,203,555.01,120436.11
PO0000900,S002,P0027,WH05,2024-03-04,2024-03-08,2024-03-10,157,151,514.95,80847.81
PO0000901,S006,P0028,WH02,2024-03-04,2024-03-12,2024-03-13,221,215,3155.18,697294.28
PO0000902,S004,P0029,WH04,2024-03-04,2024-03-08,2024-03-08,190,185,3466.77,658685.77
PO0000903,S004,P0031,WH01,2024-03-04,2024-03-11,2024-03-16,50,47,471.55,23577.59
PO0000904,S004,P0031,WH04,2024-03-04,2024-03-11,2024-03-12,50,48,454.42,22720.77
PO0000905,S004,P0031,WH05,2024-03-04,2024-03-12,2024-03-12,50,46,483.18,24159.17
PO0000906,S004,P0033,WH03,2024-03-04,2024-03-13,2024-03-14,121,111,2166.59,262157.37
PO0000907,S002,P0039,WH01,2024-03-04,2024-03-11,2024-03-11,58,56,522.47,30303.01
PO0000908,S012,P0040,WH02,2024-03-04,2024-03-13,2024-03-13,75,70,679.13,50934.78
PO0000909,S004,P0007,WH05,2024-03-05,2024-03-11,2024-03-11,123,120,2490.41,306320.95
PO0000910,S010,P0008,WH05,2024-03-05,2024-03-14,2024-03-15,120,118,848.03,101764.16
PO0000911,S007,P0011,WH04,2024-03-05,2024-03-09,2024-03-09,99,97,654.42,64787.47
PO0000912,S007,P0013,WH04,2024-03-05,2024-03-11,2024-03-11,50,47,2693.62,134680.83
PO0000913,S006,P0020,WH04,2024-03-05,2024-03-11,2024-03-11,179,178,2234.38,399953.36
PO0000914,S002,P0027,WH03,2024-03-05,2024-03-13,2024-03-14,265,251,560.82,148617.43
PO0000915,S004,P0031,WH05,2024-03-05,2024-03-10,2024-03-10,55,48,477.54,26264.76
PO0000916,S009,P0032,WH01,2024-03-05,2024-03-15,2024-03-15,235,218,1721.7,404600.61
PO0000917,S009,P0032,WH02,2024-03-05,2024-03-13,2024-03-15,286,270,1689.89,483309.29
PO0000918,S004,P0033,WH03,2024-03-05,2024-03-10,2024-03-10,171,169,2100.98,359268.39
PO0000919,S008,P0036,WH04,2024-03-05,2024-03-08,2024-03-10,284,272,2187.48,621245.26
PO0000920,S002,P0039,WH01,2024-03-05,2024-03-14,2024-03-14,68,61,506.67,34453.47
PO0000921,S012,P0040,WH05,2024-03-05,2024-03-16,2024-03-19,50,49,739.5,36974.78
PO0000922,S009,P0001,WH05,2024-03-06,2024-03-15,2024-03-18,123,115,1423.26,175061.59
PO0000923,S009,P0002,WH03,2024-03-06,2024-03-13,2024-03-14,234,222,741.22,173445.17
PO0000924,S009,P0002,WH05,2024-03-06,2024-03-16,2024-03-16,163,158,768.7,125298.31
PO0000925,S009,P0005,WH01,2024-03-06,2024-03-16,2024-03-16,82,75,1211.75,99363.57
PO0000926,S009,P0005,WH04,2024-03-06,2024-03-15,2024-03-15,87,79,1248.37,108608.22
PO0000927,S010,P0008,WH05,2024-03-06,2024-03-15,2024-03-20,91,90,817.58,74399.89
PO0000928,S010,P0009,WH01,2024-03-06,2024-03-12,2024-03-13,50,50,2513.34,125667.2
PO0000929,S010,P0014,WH01,2024-03-06,2024-03-14,2024-03-15,153,147,1999.63,305942.78
PO0000930,S012,P0016,WH02,2024-03-06,2024-03-17,2024-03-17,285,279,906.24,258279.13
PO0000931,S010,P0021,WH04,2024-03-06,2024-03-13,2024-03-18,207,207,667.77,138228.69
PO0000932,S002,P0027,WH03,2024-03-06,2024-03-14,2024-03-17,295,272,543.54,160344.43
PO0000933,S009,P0030,WH02,2024-03-06,2024-03-15,2024-03-17,187,177,2411.38,450927.68
PO0000934,S004,P0031,WH01,2024-03-06,2024-03-14,2024-03-16,50,48,499.12,24956.16
PO0000935,S009,P0032,WH02,2024-03-06,2024-03-16,2024-03-17,322,310,1681.27,541369.7
PO0000936,S009,P0001,WH05,2024-03-07,2024-03-16,2024-03-16,206,199,1365.24,281239.91
PO0000937,S011,P0006,WH04,2024-03-07,2024-03-10,2024-03-11,50,48,2754.04,137702.22
PO0000938,S010,P0009,WH02,2024-03-07,2024-03-17,2024-03-17,86,84,2330.61,200432.08
PO0000939,S010,P0014,WH01,2024-03-07,2024-03-18,2024-03-20,260,257,2011.6,523016.84
PO0000940,S010,P0014,WH05,2024-03-07,2024-03-18,2024-03-18,271,268,2064.27,559416.47
PO0000941,S006,P0020,WH01,2024-03-07,2024-03-14,2024-03-14,164,159,2262.39,371032.52
PO0000942,S012,P0026,WH01,2024-03-07,2024-03-17,2024-03-18,287,276,2137.52,613467.44
PO0000943,S002,P0027,WH04,2024-03-07,2024-03-12,2024-03-15,155,146,555.61,86118.81
PO0000944,S006,P0028,WH03,2024-03-07,2024-03-15,2024-03-15,271,265,3098.1,839585.96
PO0000945,S004,P0029,WH05,2024-03-07,2024-03-13,2024-03-13,234,222,3348.68,783592.2
PO0000946,S004,P0031,WH01,2024-03-07,2024-03-16,2024-03-17,50,49,445.25,22262.41
PO0000947,S009,P0032,WH02,2024-03-07,2024-03-17,2024-03-17,286,279,1747.3,499727.77
PO0000948,S008,P0038,WH02,2024-03-07,2024-03-13,2024-03-13,128,121,1890.65,242003.79
PO0000949,S008,P0038,WH04,2024-03-07,2024-03-09,2024-03-12,95,88,1753.4,166573.41
PO0000950,S012,P0040,WH02,2024-03-07,2024-03-17,2024-03-18,63,63,736.52,46400.62
PO0000951,S008,P0004,WH04,2024-03-08,2024-03-11,2024-03-11,266,252,1649.68,438813.76
PO0000952,S009,P0005,WH04,2024-03-08,2024-03-15,2024-03-15,63,58,1128.16,71073.81
PO0000953,S010,P0008,WH03,2024-03-08,2024-03-17,2024-03-18,152,151,846.75,128705.91
PO0000954,S010,P0009,WH01,2024-03-08,2024-03-19,2024-03-19,63,61,2266.62,142796.84
PO0000955,S007,P0011,WH04,2024-03-08,2024-03-13,2024-03-14,75,73,601.91,45143.32
PO0000956,S010,P0014,WH01,2024-03-08,2024-03-18,2024-03-18,168,163,1969.71,330911.12
PO0000957,S006,P0018,WH01,2024-03-08,2024-03-14,2024-03-17,50,48,1080.71,54035.28
PO0000958,S008,P0019,WH04,2024-03-08,2024-03-12,2024-03-12,185,167,2033.29,376159.21
PO0000959,S006,P0020,WH04,2024-03-08,2024-03-16,2024-03-17,202,197,2260.09,456537.19
PO0000960,S006,P0024,WH01,2024-03-08,2024-03-15,2024-03-16,50,50,669.98,33498.76
PO0000961,S006,P0024,WH04,2024-03-08,2024-03-16,2024-03-16,50,49,637.52,31876.08
PO0000962,S006,P0028,WH02,2024-03-08,2024-03-15,2024-03-15,303,299,3127.85,947739.41
PO0000963,S008,P0036,WH02,2024-03-08,2024-03-13,2024-03-13,281,272,2186.92,614525.39
PO0000964,S008,P0036,WH04,2024-03-08,2024-03-15,2024-03-15,285,262,2158.61,615203.12
PO0000965,S008,P0038,WH04,2024-03-08,2024-03-12,2024-03-12,137,122,1871.16,256349.26
PO0000966,S009,P0002,WH03,2024-03-09,2024-03-20,2024-03-25,300,277,824.78,247433.53
PO0000967,S008,P0004,WH03,2024-03-09,2024-03-13,2024-03-13,353,322,1665.33,587862.42
PO0000968,S008,P0004,WH04,2024-03-09,2024-03-13,2024-03-14,212,189,1567.17,332239.78
PO0000969,S009,P0005,WH01,2024-03-09,2024-03-16,2024-03-16,77,72,1203.71,92685.4
PO0000970,S009,P0005,WH05,2024-03-09,2024-03-18,2024-03-18,79,75,1213.28,95849.24
PO0000971,S011,P0006,WH04,2024-03-09,2024-03-11,2024-03-11,50,48,2734.62,136730.9
PO0000972,S004,P0007,WH05,2024-03-09,2024-03-15,2024-03-15,191,187,2445.81,467149.18
PO0000973,S010,P0008,WH04,2024-03-09,2024-03-16,2024-03-16,130,128,783.95,101912.99
PO0000974,S010,P0009,WH01,2024-03-09,2024-03-18,2024-03-20,50,50,2517.25,125862.69
PO0000975,S007,P0010,WH04,2024-03-09,2024-03-13,2024-03-13,53,49,2817.52,149328.81
PO0000976,S010,P0014,WH01,2024-03-09,2024-03-16,2024-03-16,238,233,1886.5,448986.67
PO0000977,S008,P0019,WH05,2024-03-09,2024-03-13,2024-03-13,196,178,2052.32,402255.57
PO0000978,S004,P0029,WH03,2024-03-09,2024-03-14,2024-03-17,401,377,3538.12,1418784.9
PO0000979,S009,P0032,WH03,2024-03-09,2024-03-18,2024-03-18,256,244,1636.73,419003.6
PO0000980,S008,P0036,WH02,2024-03-09,2024-03-14,2024-03-16,260,248,1991.49,517788.04
PO0000981,S002,P0039,WH03,2024-03-09,2024-03-17,2024-03-20,77,72,491.34,37832.8
PO0000982,S012,P0040,WH02,2024-03-09,2024-03-19,2024-03-21,51,50,741.68,37825.74
PO0000983,S009,P0002,WH03,2024-03-10,2024-03-20,2024-03-20,191,173,740.41,141418.68
PO0000984,S010,P0008,WH02,2024-03-10,2024-03-17,2024-03-20,109,107,778.31,84835.76
PO0000985,S010,P0009,WH01,2024-03-10,2024-03-20,2024-03-25,59,55,2430.99,143428.69
PO0000986,S010,P0009,WH02,2024-03-10,2024-03-18,2024-03-23,85,84,2500.11,212509.76
PO0000987,S007,P0010,WH04,2024-03-10,2024-03-14,2024-03-14,61,60,2750.39,167773.76
PO0000988,S007,P0011,WH02,2024-03-10,2024-03-16,2024-03-19,99,90,623.06,61683.04
PO0000989,S006,P0018,WH05,2024-03-10,2024-03-17,2024-03-17,84,84,1064.21,89393.42
PO0000990,S008,P0019,WH04,2024-03-10,2024-03-13,2024-03-14,149,138,2087.32,311011.05
PO0000991,S006,P0020,WH01,2024-03-10,2024-03-18,2024-03-18,154,151,2331.88,359109.39
PO0000992,S006,P0020,WH04,2024-03-10,2024-03-18,2024-03-18,106,102,2410.71,255535.02
PO0000993,S006,P0024,WH01,2024-03-10,2024-03-19,2024-03-19,50,50,682.85,34142.65
PO0000994,S006,P0025,WH02,2024-03-10,2024-03-17,2024-03-20,269,267,1364.11,366946.2
PO0000995,S006,P0028,WH03,2024-03-10,2024-03-19,2024-03-20,225,219,3286.04,739359.8
PO0000996,S009,P0032,WH02,2024-03-10,2024-03-21,2024-03-21,349,328,1707.22,595821.39
PO0000997,S009,P0032,WH03,2024-03-10,2024-03-20,2024-03-22,301,279,1617.73,486936.31
PO0000998,S002,P0039,WH03,2024-03-10,2024-03-16,2024-03-16,81,66,497.48,40295.56
PO0000999,S012,P0040,WH02,2024-03-10,2024-03-22,2024-03-22,50,50,716.45,35822.69
PO0001000,S009,P0002,WH03,2024-03-11,2024-03-20,2024-03-20,178,172,750.14,133524.26
PO0001001,S009,P0002,WH05,2024-03-11,2024-03-20,2024-03-23,187,177,743.24,138984.95
PO0001002,S008,P0004,WH03,2024-03-11,2024-03-13,2024-03-13,339,318,1635.15,554314.67
PO0001003,S009,P0005,WH04,2024-03-11,2024-03-18,2024-03-18,50,47,1138.36,56917.79
PO0001004,S009,P0005,WH05,2024-03-11,2024-03-20,2024-03-20,84,82,1242.42,104362.89
PO0001005,S011,P0006,WH02,2024-03-11,2024-03-14,2024-03-14,50,47,2841.07,142053.72
PO0001006,S012,P0016,WH02,2024-03-11,2024-03-22,2024-03-24,257,251,825.22,212080.63
PO0001007,S011,P0017,WH02,2024-03-11,2024-03-16,2024-03-19,325,309,898.62,292051.01
PO0001008,S008,P0019,WH01,2024-03-11,2024-03-14,2024-03-14,197,177,1969.99,388088.99
PO0001009,S006,P0020,WH01,2024-03-11,2024-03-17,2024-03-18,197,193,2357.25,464377.29
PO0001010,S010,P0021,WH05,2024-03-11,2024-03-19,2024-03-19,237,237,698.73,165599.75
PO0001011,S002,P0027,WH04,2024-03-11,2024-03-19,2024-03-20,138,129,525.65,72539.71
PO0001012,S009,P0030,WH02,2024-03-11,2024-03-18,2024-03-20,179,165,2637.62,472133.92
