Customer_ID,Customer_Name,Customer_Type,Location_ID,Sales_Channel,Customer_Since,Customer_Since_Original,Customer_Since_Corrected_Flag
C00335,Customer 00335,Small Business,LOC03,Retail Store,2023-10-18,2023-10-18,False
C00336,Customer 00336,Consumer,LOC06,Online,2021-08-29,2021-08-29,False
C00337,Customer 00337,Consumer,LOC02,Online,2024-01-02,2024-12-01,True
C00338,Customer 00338,Consumer,LOC05,Online,2020-01-18,2020-01-18,False
C00339,Customer 00339,Consumer,LOC04,Retail Store,2022-06-05,2022-06-05,False
C00340,Customer 00340,Consumer,LOC05,Marketplace,2022-12-31,2022-12-31,False
C00341,Customer 00341,Consumer,LOC05,Online,2020-04-20,2020-04-20,False
C00342,Customer 00342,Consumer,LOC04,Online,2022-03-23,2022-03-23,False
C00343,Customer 00343,Consumer,LOC02,Online,2022-12-08,2022-12-08,False
C00344,Customer 00344,Consumer,LOC04,Online,2022-12-29,2022-12-29,False
C00345,Customer 00345,Consumer,LOC05,Retail Store,2020-08-02,2020-08-02,False
C00346,Customer 00346,Consumer,LOC06,Marketplace,2021-05-14,2021-05-14,False
C00347,Customer 00347,Consumer,LOC06,Online,2021-03-16,2021-03-16,False
C00348,Customer 00348,Consumer,LOC02,Retail Store,2023-02-25,2023-02-25,False
C00349,Customer 00349,Consumer,LOC04,Online,2021-08-14,2021-08-14,False
C00350,Customer 00350,Consumer,LOC01,Retail Store,2022-10-25,2022-10-25,False
C00351,Customer 00351,Consumer,LOC05,Online,2023-08-08,2023-08-08,False
C00352,Customer 00352,Consumer,LOC06,Marketplace,2023-12-06,2023-12-06,False
C00353,Customer 00353,Consumer,LOC01,Retail Store,2020-11-26,2020-11-26,False
C00354,Customer 00354,Consumer,LOC04,Online,2024-01-01,2024-06-14,True
C00355,Customer 00355,Consumer,LOC06,Marketplace,2020-10-25,2020-10-25,False
C00356,Customer 00356,Consumer,LOC06,Retail Store,2020-02-09,2020-02-09,False
C00357,Customer 00357,Consumer,LOC03,Online,2020-03-21,2020-03-21,False
C00358,Customer 00358,Consumer,LOC01,Online,2020-12-27,2020-12-27,False
C00359,Customer 00359,Consumer,LOC06,Marketplace,2024-01-02,2024-04-20,True
C00360,Customer 00360,Consumer,LOC06,Online,2021-01-09,2021-01-09,False
C00361,Customer 00361,Consumer,LOC04,Online,2023-06-02,2023-06-02,False
C00362,Customer 00362,Small Business,LOC06,Online,2022-01-23,2022-01-23,False
C00363,Customer 00363,Consumer,LOC01,Marketplace,2020-03-12,2020-03-12,False
C00364,Customer 00364,Consumer,LOC04,Online,2022-03-10,2022-03-10,False
C00365,Customer 00365,Consumer,LOC01,Online,2020-02-20,2020-02-20,False
C00366,Customer 00366,Consumer,LOC06,Retail Store,2022-05-07,2022-05-07,False
C00367,Customer 00367,Consumer,LOC05,Online,2022-10-02,2022-10-02,False
C00368,Customer 00368,Consumer,LOC06,Retail Store,2022-07-27,2022-07-27,False
C00369,Customer 00369,Small Business,LOC04,Online,2021-05-23,2021-05-23,False
C00370,Customer 00370,Small Business,LOC01,Retail Store,2023-10-11,2023-10-11,False
C00371,Customer 00371,Consumer,LOC01,Marketplace,2022-12-10,2022-12-10,False
C00372,Customer 00372,Consumer,LOC03,Online,2021-04-03,2021-04-03,False
C00373,Customer 00373,Small Business,LOC05,Retail Store,2022-02-21,2022-02-21,False
C00374,Customer 00374,Consumer,LOC01,Online,2020-07-14,2020-07-14,False
C00375,Customer 00375,Small Business,LOC06,Online,2024-01-07,2024-07-19,True
C00376,Customer 00376,Consumer,LOC02,Online,2023-09-17,2023-09-17,False
C00377,Customer 00377,Consumer,LOC03,Marketplace,2021-06-02,2021-06-02,False
C00378,Customer 00378,Consumer,LOC02,Online,2023-04-29,2023-04-29,False
C00379,Customer 00379,Small Business,LOC03,Online,2023-05-07,2023-05-07,False
C00380,Customer 00380,Consumer,LOC03,Online,2023-01-02,2023-01-02,False
C00381,Customer 00381,Consumer,LOC01,Online,2020-04-07,2020-04-07,False
C00382,Customer 00382,Consumer,LOC04,Online,2024-01-04,2024-04-30,True
C00383,Customer 00383,Consumer,LOC05,Online,2024-01-04,2024-09-16,True
C00384,Customer 00384,Consumer,LOC06,Online,2024-01-13,2024-10-19,True
C00385,Customer 00385,Consumer,LOC02,Online,2024-01-15,2024-10-31,True
C00386,Customer 00386,Consumer,LOC06,Marketplace,2024-01-02,2024-07-29,True
C00387,Customer 00387,Small Business,LOC06,Online,2023-08-23,2023-08-23,False
C00388,Customer 00388,Small Business,LOC06,Marketplace,2020-04-12,2020-04-12,False
C00389,Customer 00389,Consumer,LOC03,Online,2022-04-17,2022-04-17,False
C00390,Customer 00390,Consumer,LOC06,Online,2021-03-17,2021-03-17,False
C00391,Customer 00391,Consumer,LOC04,Online,2021-01-30,2021-01-30,False
C00392,Customer 00392,Consumer,LOC01,Online,2024-01-13,2024-02-04,True
C00393,Customer 00393,Consumer,LOC02,Online,2024-01-01,2024-01-02,True
C00394,Customer 00394,Enterprise,LOC05,Retail Store,2022-07-28,2022-07-28,False
C00395,Customer 00395,Enterprise,LOC01,Online,2023-08-18,2023-08-18,False
C00396,Customer 00396,Small Business,LOC03,Online,2020-08-20,2020-08-20,False
C00397,Customer 00397,Consumer,LOC05,Marketplace,2021-02-03,2021-02-03,False
C00398,Customer 00398,Consumer,LOC01,Online,2024-01-05,2024-03-28,True
C00399,Customer 00399,Consumer,LOC03,Online,2022-03-23,2022-03-23,False
C00400,Customer 00400,Consumer,LOC02,Online,2022-09-10,2022-09-10,False
C00401,Customer 00401,Consumer,LOC04,Online,2022-04-13,2022-04-13,False
C00402,Customer 00402,Consumer,LOC02,Online,2020-12-29,2020-12-29,False
C00403,Customer 00403,Consumer,LOC06,Marketplace,2024-01-06,2024-01-27,True
C00404,Customer 00404,Consumer,LOC01,Retail Store,2023-09-26,2023-09-26,False
C00405,Customer 00405,Consumer,LOC06,Online,2023-05-15,2023-05-15,False
C00406,Customer 00406,Consumer,LOC05,Marketplace,2021-09-27,2021-09-27,False
C00407,Customer 00407,Small Business,LOC06,Marketplace,2023-03-03,2023-03-03,False
C00408,Customer 00408,Enterprise,LOC06,Online,2024-01-04,2024-09-11,True
C00409,Customer 00409,Consumer,LOC02,Marketplace,2023-03-15,2023-03-15,False
C00410,Customer 00410,Small Business,LOC06,Marketplace,2022-06-08,2022-06-08,False
C00411,Customer 00411,Enterprise,LOC04,Retail Store,2021-05-01,2021-05-01,False
C00412,Customer 00412,Consumer,LOC06,Retail Store,2022-07-30,2022-07-30,False
C00413,Customer 00413,Consumer,LOC06,Online,2021-10-31,2021-10-31,False
C00414,Customer 00414,Consumer,LOC04,Online,2023-01-05,2023-01-05,False
C00415,Customer 00415,Consumer,LOC03,Online,2020-03-23,2020-03-23,False
C00416,Customer 00416,Small Business,LOC01,Online,2020-12-08,2020-12-08,False
C00417,Customer 00417,Consumer,LOC01,Online,2023-11-17,2023-11-17,False
C00418,Customer 00418,Consumer,LOC03,Retail Store,2021-11-16,2021-11-16,False
C00419,Customer 00419,Consumer,LOC05,Online,2022-02-18,2022-02-18,False
C00420,Customer 00420,Consumer,LOC04,Online,2022-09-06,2022-09-06,False
C00421,Customer 00421,Small Business,LOC03,Retail Store,2022-02-27,2022-02-27,False
C00422,Customer 00422,Consumer,LOC02,Online,2023-09-27,2023-09-27,False
C00423,Customer 00423,Consumer,LOC04,Online,2021-03-17,2021-03-17,False
C00424,Customer 00424,Consumer,LOC04,Retail Store,2023-09-27,2023-09-27,False
C00425,Customer 00425,Consumer,LOC06,Online,2021-01-11,2021-01-11,False
C00426,Customer 00426,Consumer,LOC05,Online,2021-10-29,2021-10-29,False
C00427,Customer 00427,Consumer,LOC04,Online,2022-11-24,2022-11-24,False
C00428,Customer 00428,Consumer,LOC06,Retail Store,2024-01-08,2024-05-13,True
C00429,Customer 00429,Consumer,LOC03,Online,2021-02-22,2021-02-22,False
C00430,Customer 00430,Small Business,LOC06,Online,2022-11-23,2022-11-23,False
C00431,Customer 00431,Consumer,LOC03,Online,2020-04-25,2020-04-25,False
C00432,Customer 00432,Consumer,LOC01,Online,2020-05-15,2020-05-15,False
C00433,Customer 00433,Consumer,LOC03,Retail Store,2023-10-13,2023-10-13,False
C00434,Customer 00434,Small Business,LOC01,Online,2023-07-18,2023-07-18,False
C00435,Customer 00435,Consumer,LOC01,Retail Store,2021-11-08,2021-11-08,False
C00436,Customer 00436,Consumer,LOC06,Online,2023-01-26,2023-01-26,False
C00437,Customer 00437,Consumer,LOC05,Online,2021-11-15,2021-11-15,False
C00438,Customer 00438,Consumer,LOC02,Retail Store,2021-05-14,2021-05-14,False
C00439,Customer 00439,Small Business,LOC06,Online,2022-02-15,2022-02-15,False
C00440,Customer 00440,Consumer,LOC01,Online,2021-07-15,2021-07-15,False
C00441,Customer 00441,Small Business,LOC02,Retail Store,2024-01-01,2024-01-07,True
C00442,Customer 00442,Small Business,LOC05,Online,2022-01-11,2022-01-11,False
C00443,Customer 00443,Consumer,LOC02,Online,2021-07-31,2021-07-31,False
C00444,Customer 00444,Small Business,LOC05,Retail Store,2022-08-23,2022-08-23,False
C00445,Customer 00445,Consumer,LOC06,Online,2023-09-26,2023-09-26,False
C00446,Customer 00446,Small Business,LOC01,Online,2021-05-07,2021-05-07,False
C00447,Customer 00447,Consumer,LOC01,Online,2024-01-02,2024-08-18,True
C00448,Customer 00448,Consumer,LOC06,Online,2022-04-14,2022-04-14,False
C00449,Customer 00449,Consumer,LOC04,Online,2023-04-04,2023-04-04,False
C00450,Customer 00450,Consumer,LOC04,Marketplace,2024-01-13,2024-09-19,True
C00451,Customer 00451,Consumer,LOC03,Online,2022-02-16,2022-02-16,False
C00452,Customer 00452,Small Business,LOC03,Marketplace,2020-12-25,2020-12-25,False
C00453,Customer 00453,Consumer,LOC05,Online,2023-09-08,2023-09-08,False
C00454,Customer 00454,Consumer,LOC04,Online,2020-01-12,2020-01-12,False
C00455,Customer 00455,Consumer,LOC01,Online,2022-04-04,2022-04-04,False
C00456,Customer 00456,Consumer,LOC04,Marketplace,2024-01-04,2024-10-29,True
C00457,Customer 00457,Consumer,LOC05,Online,2022-01-15,2022-01-15,False
C00458,Customer 00458,Small Business,LOC01,Online,2023-05-16,2023-05-16,False
C00459,Customer 00459,Consumer,LOC03,Retail Store,2022-08-03,2022-08-03,False
C00460,Customer 00460,Consumer,LOC05,Marketplace,2021-01-21,2021-01-21,False
C00461,Customer 00461,Consumer,LOC04,Online,2021-07-25,2021-07-25,False
C00462,Customer 00462,Consumer,LOC01,Retail Store,2022-07-31,2022-07-31,False
C00463,Customer 00463,Consumer,LOC01,Online,2020-07-06,2020-07-06,False
C00464,Customer 00464,Consumer,LOC04,Online,2022-01-16,2022-01-16,False
C00465,Customer 00465,Consumer,LOC03,Online,2022-01-16,2022-01-16,False
C00466,Customer 00466,Enterprise,LOC06,Online,2024-01-06,2024-02-11,True
C00467,Customer 00467,Consumer,LOC04,Online,2020-08-10,2020-08-10,False
C00468,Customer 00468,Consumer,LOC06,Marketplace,2024-01-10,2024-02-25,True
C00469,Customer 00469,Small Business,LOC02,Online,2022-01-08,2022-01-08,False
C00470,Customer 00470,Small Business,LOC03,Retail Store,2023-03-18,2023-03-18,False
C00471,Customer 00471,Consumer,LOC01,Retail Store,2022-09-29,2022-09-29,False
C00472,Customer 00472,Enterprise,LOC04,Marketplace,2021-06-23,2021-06-23,False
C00473,Customer 00473,Small Business,LOC02,Marketplace,2024-01-03,2024-08-02,True
C00474,Customer 00474,Small Business,LOC03,Marketplace,2021-02-08,2021-02-08,False
C00475,Customer 00475,Consumer,LOC03,Retail Store,2020-03-06,2020-03-06,False
C00476,Customer 00476,Consumer,LOC02,Online,2023-09-12,2023-09-12,False
C00477,Customer 00477,Consumer,LOC01,Online,2023-01-23,2023-01-23,False
C00478,Customer 00478,Consumer,LOC04,Online,2024-01-05,2024-05-21,True
C00479,Customer 00479,Consumer,LOC06,Online,2022-04-03,2022-04-03,False
C00480,Customer 00480,Enterprise,LOC02,Online,2020-01-31,2020-01-31,False
C00481,Customer 00481,Enterprise,LOC03,Marketplace,2020-02-06,2020-02-06,False
C00482,Customer 00482,Consumer,LOC02,Online,2022-02-18,2022-02-18,False
C00483,Customer 00483,Consumer,LOC05,Retail Store,2021-03-25,2021-03-25,False
C00484,Customer 00484,Consumer,LOC03,Online,2024-01-12,2024-07-17,True
C00485,Customer 00485,Consumer,LOC06,Online,2020-08-01,2020-08-01,False
C00486,Customer 00486,Consumer,LOC02,Online,2024-01-02,2024-05-04,True
C00487,Customer 00487,Consumer,LOC01,Online,2021-01-25,2021-01-25,False
C00488,Customer 00488,Small Business,LOC04,Online,2020-08-02,2020-08-02,False
C00489,Customer 00489,Consumer,LOC04,Online,2021-05-09,2021-05-09,False
C00490,Customer 00490,Enterprise,LOC06,Online,2020-09-16,2020-09-16,False
C00491,Customer 00491,Consumer,LOC06,Online,2021-12-23,2021-12-23,False
C00492,Customer 00492,Enterprise,LOC06,Online,2021-08-17,2021-08-17,False
C00493,Customer 00493,Consumer,LOC04,Online,2022-08-10,2022-08-10,False
C00494,Customer 00494,Small Business,LOC03,Online,2022-08-24,2022-08-24,False
C00495,Customer 00495,Consumer,LOC03,Online,2020-01-02,2020-01-02,False
C00496,Customer 00496,Consumer,LOC01,Online,2020-08-12,2020-08-12,False
C00497,Customer 00497,Small Business,LOC03,Online,2020-10-18,2020-10-18,False
C00498,Customer 00498,Small Business,LOC03,Online,2020-12-16,2020-12-16,False
C00499,Customer 00499,Small Business,LOC01,Marketplace,2020-06-17,2020-06-17,False
C00500,Customer 00500,Consumer,LOC02,Retail Store,2021-07-20,2021-07-20,False
C00501,Customer 00501,Consumer,LOC04,Retail Store,2022-09-16,2022-09-16,False
C00502,Customer 00502,Consumer,LOC03,Online,2021-07-10,2021-07-10,False
C00503,Customer 00503,Consumer,LOC06,Online,2021-08-15,2021-08-15,False
C00504,Customer 00504,Consumer,LOC03,Online,2022-04-25,2022-04-25,False
C00505,Customer 00505,Consumer,LOC06,Marketplace,2022-09-14,2022-09-14,False
C00506,Customer 00506,Small Business,LOC04,Marketplace,2021-08-18,2021-08-18,False
C00507,Customer 00507,Small Business,LOC01,Retail Store,2021-02-03,2021-02-03,False
C00508,Customer 00508,Consumer,LOC02,Retail Store,2022-01-06,2022-01-06,False
C00509,Customer 00509,Small Business,LOC05,Online,2020-02-13,2020-02-13,False
C00510,Customer 00510,Consumer,LOC04,Marketplace,2022-06-05,2022-06-05,False
C00511,Customer 00511,Consumer,LOC02,Retail Store,2024-01-01,2024-08-21,True
C00512,Customer 00512,Consumer,LOC04,Online,2021-12-17,2021-12-17,False
C00513,Customer 00513,Small Business,LOC06,Retail Store,2020-07-13,2020-07-13,False
C00514,Customer 00514,Consumer,LOC03,Online,2023-06-26,2023-06-26,False
C00515,Customer 00515,Consumer,LOC01,Retail Store,2020-08-16,2020-08-16,False
C00516,Customer 00516,Consumer,LOC02,Marketplace,2020-12-14,2020-12-14,False
C00517,Customer 00517,Consumer,LOC06,Online,2020-09-20,2020-09-20,False
C00518,Customer 00518,Consumer,LOC05,Marketplace,2024-01-02,2024-05-09,True
C00519,Customer 00519,Small Business,LOC06,Online,2024-01-02,2024-11-01,True
C00520,Customer 00520,Consumer,LOC06,Marketplace,2022-10-22,2022-10-22,False
C00521,Customer 00521,Consumer,LOC01,Marketplace,2023-01-16,2023-01-16,False
C00522,Customer 00522,Small Business,LOC02,Marketplace,2023-03-07,2023-03-07,False
C00523,Customer 00523,Consumer,LOC01,Retail Store,2023-01-03,2023-01-03,False
C00524,Customer 00524,Small Business,LOC01,Online,2022-09-06,2022-09-06,False
C00525,Customer 00525,Consumer,LOC06,Online,2024-01-17,2024-11-11,True
C00526,Customer 00526,Consumer,LOC06,Online,2023-08-12,2023-08-12,False
C00527,Customer 00527,Consumer,LOC01,Online,2020-06-08,2020-06-08,False
C00528,Customer 00528,Consumer,LOC05,Online,2021-12-06,2021-12-06,False
C00529,Customer 00529,Small Business,LOC04,Online,2024-01-04,2024-10-20,True
C00530,Customer 00530,Consumer,LOC01,Online,2021-12-27,2021-12-27,False
C00531,Customer 00531,Consumer,LOC06,Online,2021-01-02,2021-01-02,False
C00532,Customer 00532,Consumer,LOC06,Retail Store,2024-01-12,2024-04-12,True
C00533,Customer 00533,Consumer,LOC04,Online,2023-01-26,2023-01-26,False
C00534,Customer 00534,Small Business,LOC05,Retail Store,2022-10-09,2022-10-09,False
C00535,Customer 00535,Enterprise,LOC03,Online,2022-01-26,2022-01-26,False
C00536,Customer 00536,Consumer,LOC05,Online,2020-08-11,2020-08-11,False
C00537,Customer 00537,Consumer,LOC03,Online,2021-11-22,2021-11-22,False
C00538,Customer 00538,Consumer,LOC06,Online,2022-02-26,2022-02-26,False
C00539,Customer 00539,Consumer,LOC01,Online,2024-01-01,2024-08-03,True
C00540,Customer 00540,Enterprise,LOC02,Online,2021-07-07,2021-07-07,False
C00541,Customer 00541,Consumer,LOC06,Online,2020-09-25,2020-09-25,False
C00542,Customer 00542,Consumer,LOC02,Online,2022-02-08,2022-02-08,False
C00543,Customer 00543,Consumer,LOC02,Marketplace,2024-01-01,2024-11-29,True
C00544,Customer 00544,Small Business,LOC05,Online,2022-05-17,2022-05-17,False
C00545,Customer 00545,Consumer,LOC02,Retail Store,2021-11-13,2021-11-13,False
C00546,Customer 00546,Consumer,LOC04,Online,2023-04-15,2023-04-15,False
C00547,Customer 00547,Consumer,LOC02,Retail Store,2023-03-13,2023-03-13,False
C00548,Customer 00548,Consumer,LOC02,Marketplace,2021-06-22,2021-06-22,False
C00549,Customer 00549,Consumer,LOC06,Retail Store,2024-01-01,2024-10-08,True
C00550,Customer 00550,Consumer,LOC02,Retail Store,2022-12-03,2022-12-03,False
C00551,Customer 00551,Consumer,LOC01,Online,2020-04-13,2020-04-13,False
C00552,Customer 00552,Consumer,LOC05,Online,2022-01-03,2022-01-03,False
C00553,Customer 00553,Consumer,LOC06,Online,2024-01-01,2024-07-19,True
C00554,Customer 00554,Consumer,LOC01,Retail Store,2021-12-09,2021-12-09,False
C00555,Customer 00555,Enterprise,LOC05,Marketplace,2022-10-19,2022-10-19,False
C00556,Customer 00556,Small Business,LOC04,Online,2023-01-07,2023-01-07,False
C00557,Customer 00557,Consumer,LOC05,Retail Store,2023-06-21,2023-06-21,False
C00558,Customer 00558,Consumer,LOC01,Online,2024-01-03,2024-04-19,True
C00559,Customer 00559,Small Business,LOC06,Marketplace,2020-09-25,2020-09-25,False
C00560,Customer 00560,Consumer,LOC04,Marketplace,2022-07-19,2022-07-19,False
C00561,Customer 00561,Consumer,LOC06,Online,2022-08-18,2022-08-18,False
C00562,Customer 00562,Small Business,LOC03,Marketplace,2020-10-01,2020-10-01,False
C00563,Customer 00563,Consumer,LOC06,Retail Store,2023-04-27,2023-04-27,False
C00564,Customer 00564,Consumer,LOC04,Online,2020-07-31,2020-07-31,False
C00565,Customer 00565,Consumer,LOC01,Online,2022-04-01,2022-04-01,False
C00566,Customer 00566,Consumer,LOC06,Online,2021-08-17,2021-08-17,False
C00567,Customer 00567,Consumer,LOC05,Marketplace,2020-10-05,2020-10-05,False
C00568,Customer 00568,Consumer,LOC02,Online,2024-01-02,2024-01-20,True
C00569,Customer 00569,Consumer,LOC04,Retail Store,2021-03-15,2021-03-15,False
C00570,Customer 00570,Consumer,LOC03,Retail Store,2021-04-04,2021-04-04,False
C00571,Customer 00571,Small Business,LOC04,Online,2024-01-06,2024-03-17,True
C00572,Customer 00572,Consumer,LOC06,Online,2024-01-03,2024-04-28,True
C00573,Customer 00573,Consumer,LOC06,Marketplace,2020-03-03,2020-03-03,False
C00574,Customer 00574,Small Business,LOC02,Marketplace,2021-05-15,2021-05-15,False
C00575,Customer 00575,Small Business,LOC06,Online,2023-06-29,2023-06-29,False
C00576,Customer 00576,Consumer,LOC03,Online,2023-11-01,2023-11-01,False
C00577,Customer 00577,Consumer,LOC05,Online,2024-01-06,2024-12-03,True
C00578,Customer 00578,Enterprise,LOC05,Retail Store,2022-09-25,2022-09-25,False
C00579,Customer 00579,Consumer,LOC03,Online,2020-01-14,2020-01-14,False
C00580,Customer 00580,Small Business,LOC03,Retail Store,2024-01-04,2024-04-21,True
C00581,Customer 00581,Small Business,LOC03,Online,2020-10-16,2020-10-16,False
C00582,Customer 00582,Small Business,LOC06,Retail Store,2020-08-05,2020-08-05,False
C00583,Customer 00583,Consumer,LOC03,Online,2023-04-28,2023-04-28,False
C00584,Customer 00584,Consumer,LOC02,Online,2022-12-22,2022-12-22,False
C00585,Customer 00585,Consumer,LOC03,Retail Store,2020-04-17,2020-04-17,False
C00586,Customer 00586,Consumer,LOC02,Retail Store,2020-10-31,2020-10-31,False
C00587,Customer 00587,Enterprise,LOC03,Online,2022-11-27,2022-11-27,False
C00588,Customer 00588,Consumer,LOC01,Online,2021-04-04,2021-04-04,False
C00589,Customer 00589,Consumer,LOC01,Online,2023-05-16,2023-05-16,False
C00590,Customer 00590,Consumer,LOC05,Online,2022-01-11,2022-01-11,False
C00591,Customer 00591,Enterprise,LOC01,Online,2022-11-24,2022-11-24,False
C00592,Customer 00592,Consumer,LOC04,Retail Store,2022-05-04,2022-05-04,False
C00593,Customer 00593,Consumer,LOC05,Online,2021-10-19,2021-10-19,False
C00594,Customer 00594,Consumer,LOC05,Marketplace,2021-09-08,2021-09-08,False
C00595,Customer 00595,Consumer,LOC03,Online,2023-06-09,2023-06-09,False
C00596,Customer 00596,Consumer,LOC02,Online,2022-07-14,2022-07-14,False
C00597,Customer 00597,Consumer,LOC06,Marketplace,2022-12-05,2022-12-05,False
C00598,Customer 00598,Consumer,LOC06,Online,2022-11-05,2022-11-05,False
C00599,Customer 00599,Consumer,LOC04,Marketplace,2021-01-08,2021-01-08,False
C00600,Customer 00600,Consumer,LOC01,Online,2024-01-06,2024-07-01,True
C00601,Customer 00601,Consumer,LOC01,Retail Store,2022-10-10,2022-10-10,False
C00602,Customer 00602,Consumer,LOC02,Marketplace,2023-07-16,2023-07-16,False
C00603,Customer 00603,Consumer,LOC01,Retail Store,2024-01-02,2024-05-06,True
C00604,Customer 00604,Consumer,LOC06,Online,2024-01-10,2024-07-22,True
C00605,Customer 00605,Consumer,LOC02,Online,2023-04-15,2023-04-15,False
C00606,Customer 00606,Consumer,LOC02,Online,2023-11-17,2023-11-17,False
C00607,Customer 00607,Consumer,LOC06,Online,2022-04-29,2022-04-29,False
C00608,Customer 00608,Consumer,LOC05,Online,2023-08-21,2023-08-21,False
C00609,Customer 00609,Consumer,LOC02,Online,2021-08-01,2021-08-01,False
C00610,Customer 00610,Small Business,LOC03,Online,2023-07-05,2023-07-05,False
C00611,Customer 00611,Consumer,LOC04,Online,2020-06-03,2020-06-03,False
C00612,Customer 00612,Consumer,LOC04,Online,2024-01-01,2024-07-03,True
C00613,Customer 00613,Consumer,LOC06,Online,2021-03-16,2021-03-16,False
C00614,Customer 00614,Consumer,LOC06,Online,2023-03-27,2023-03-27,False
C00615,Customer 00615,Consumer,LOC06,Marketplace,2020-01-21,2020-01-21,False
C00616,Customer 00616,Small Business,LOC01,Online,2020-10-07,2020-10-07,False
C00617,Customer 00617,Small Business,LOC02,Online,2024-01-12,2024-11-10,True
C00618,Customer 00618,Consumer,LOC04,Online,2024-01-02,2024-02-09,True
C00619,Customer 00619,Consumer,LOC01,Marketplace,2021-02-04,2021-02-04,False
C00620,Customer 00620,Consumer,LOC03,Online,2020-08-23,2020-08-23,False
C00621,Customer 00621,Consumer,LOC01,Marketplace,2024-01-05,2024-01-06,True
C00622,Customer 00622,Consumer,LOC06,Retail Store,2024-01-01,2024-11-17,True
C00623,Customer 00623,Consumer,LOC01,Online,2020-10-30,2020-10-30,False
C00624,Customer 00624,Consumer,LOC01,Retail Store,2023-04-10,2023-04-10,False
C00625,Customer 00625,Small Business,LOC02,Marketplace,2021-05-25,2021-05-25,False
C00626,Customer 00626,Consumer,LOC01,Online,2023-09-01,2023-09-01,False
C00627,Customer 00627,Consumer,LOC04,Online,2022-01-22,2022-01-22,False
C00628,Customer 00628,Consumer,LOC03,Marketplace,2020-08-13,2020-08-13,False
C00629,Customer 00629,Consumer,LOC06,Retail Store,2021-08-06,2021-08-06,False
C00630,Customer 00630,Consumer,LOC02,Online,2022-08-27,2022-08-27,False
C00631,Customer 00631,Consumer,LOC04,Online,2023-12-08,2023-12-08,False
C00632,Customer 00632,Small Business,LOC04,Marketplace,2020-02-07,2020-02-07,False
C00633,Customer 00633,Consumer,LOC04,Online,2024-01-03,2024-09-19,True
C00634,Customer 00634,Consumer,LOC05,Marketplace,2023-03-15,2023-03-15,False
C00635,Customer 00635,Consumer,LOC02,Online,2024-01-15,2024-04-24,True
C00636,Customer 00636,Consumer,LOC04,Marketplace,2024-01-06,2024-08-01,True
C00637,Customer 00637,Consumer,LOC05,Retail Store,2020-10-03,2020-10-03,False
C00638,Customer 00638,Consumer,LOC06,Marketplace,2020-06-17,2020-06-17,False
C00639,Customer 00639,Consumer,LOC04,Marketplace,2023-10-30,2023-10-30,False
C00640,Customer 00640,Consumer,LOC04,Marketplace,2020-12-04,2020-12-04,False
C00641,Customer 00641,Small Business,LOC06,Retail Store,2020-09-23,2020-09-23,False
C00642,Customer 00642,Consumer,LOC04,Retail Store,2022-04-23,2022-04-23,False
C00643,Customer 00643,Small Business,LOC06,Online,2024-01-05,2024-07-02,True
C00644,Customer 00644,Consumer,LOC01,Marketplace,2023-12-03,2023-12-03,False
C00645,Customer 00645,Consumer,LOC03,Online,2022-07-21,2022-07-21,False
C00646,Customer 00646,Small Business,LOC01,Retail Store,2020-12-19,2020-12-19,False
C00647,Customer 00647,Small Business,LOC01,Marketplace,2021-08-28,2021-08-28,False
C00648,Customer 00648,Consumer,LOC03,Online,2023-05-24,2023-05-24,False
C00649,Customer 00649,Small Business,LOC02,Online,2020-10-09,2020-10-09,False
C00650,Customer 00650,Consumer,LOC03,Online,2022-08-01,2022-08-01,False
C00651,Customer 00651,Consumer,LOC03,Marketplace,2020-01-22,2020-01-22,False
C00652,Customer 00652,Enterprise,LOC04,Online,2021-08-08,2021-08-08,False
C00653,Customer 00653,Consumer,LOC06,Online,2021-03-22,2021-03-22,False
C00654,Customer 00654,Small Business,LOC06,Retail Store,2023-05-10,2023-05-10,False
C00655,Customer 00655,Consumer,LOC03,Marketplace,2024-01-05,2024-07-03,True
C00656,Customer 00656,Small Business,LOC02,Online,2020-09-20,2020-09-20,False
C00657,Customer 00657,Consumer,LOC05,Online,2023-12-06,2023-12-06,False
C00658,Customer 00658,Consumer,LOC01,Retail Store,2023-03-26,2023-03-26,False
C00659,Customer 00659,Consumer,LOC04,Marketplace,2024-01-03,2024-10-11,True
C00660,Customer 00660,Consumer,LOC03,Marketplace,2024-01-10,2024-06-28,True
C00661,Customer 00661,Consumer,LOC02,Online,2020-06-30,2020-06-30,False
C00662,Customer 00662,Consumer,LOC04,Online,2023-08-30,2023-08-30,False
C00663,Customer 00663,Consumer,LOC02,Online,2022-12-01,2022-12-01,False
C00664,Customer 00664,Consumer,LOC02,Marketplace,2020-07-22,2020-07-22,False
C00665,Customer 00665,Consumer,LOC04,Online,2021-04-07,2021-04-07,False
C00666,Customer 00666,Consumer,LOC02,Online,2024-01-18,2024-07-26,True
C00667,Customer 00667,Consumer,LOC05,Marketplace,2022-09-04,2022-09-04,False
C00668,Customer 00668,Consumer,LOC01,Retail Store,2021-09-01,2021-09-01,False
C00669,Customer 00669,Consumer,LOC03,Marketplace,2021-07-30,2021-07-30,False
C00670,Customer 00670,Small Business,LOC05,Online,2024-01-06,2024-02-17,True
C00671,Customer 00671,Consumer,LOC02,Online,2021-05-25,2021-05-25,False
