Order_ID,Date_ID,Order_Date,Product_ID,Customer_ID,Warehouse_ID,Quantity,Unit_Price,Discount_Rate,Sales_Value
ORD00008635,20240213,2024-02-13,P0035,C00602,WH05,10,2125.57,0.0,21255.7
ORD00008636,20240213,2024-02-13,P0036,C00602,WH01,16,2814.51,0.1,40528.94
ORD00008637,20240213,2024-02-13,P0036,C00674,WH02,17,2814.51,0.0,47846.67
ORD00008638,20240213,2024-02-13,P0036,C00084,WH03,19,2814.51,0.0,53475.69
ORD00008639,20240213,2024-02-13,P0036,C00753,WH04,14,2814.51,0.0,39403.14
ORD00008640,20240213,2024-02-13,P0036,C00963,WH05,18,2814.51,0.0,50661.18
ORD00008641,20240213,2024-02-13,P0037,C00099,WH01,5,1836.09,0.05,8721.43
ORD00008642,20240213,2024-02-13,P0037,C00848,WH02,8,1836.09,0.0,14688.72
ORD00008643,20240213,2024-02-13,P0037,C00046,WH03,8,1836.09,0.03,14248.06
ORD00008644,20240213,2024-02-13,P0037,C00170,WH04,4,1836.09,0.1,6609.92
ORD00008645,20240213,2024-02-13,P0037,C00929,WH05,8,1836.09,0.03,14248.06
ORD00008646,20240213,2024-02-13,P0038,C00224,WH01,10,2272.63,0.05,21589.98
ORD00008647,20240213,2024-02-13,P0038,C00611,WH02,12,2272.63,0.05,25907.98
ORD00008648,20240213,2024-02-13,P0038,C00558,WH03,11,2272.63,0.0,24998.93
ORD00008649,20240213,2024-02-13,P0038,C00165,WH04,7,2272.63,0.0,15908.41
ORD00008650,20240213,2024-02-13,P0038,C00239,WH05,8,2272.63,0.0,18181.04
ORD00008651,20240213,2024-02-13,P0039,C00702,WH01,4,655.76,0.0,2623.04
ORD00008652,20240213,2024-02-13,P0039,C00551,WH02,11,655.76,0.0,7213.36
ORD00008653,20240213,2024-02-13,P0039,C00507,WH03,6,655.76,0.05,3737.83
ORD00008654,20240213,2024-02-13,P0039,C00459,WH04,4,655.76,0.0,2623.04
ORD00008655,20240213,2024-02-13,P0039,C00618,WH05,7,655.76,0.05,4360.8
ORD00008656,20240213,2024-02-13,P0040,C00879,WH01,3,1011.55,0.0,3034.65
ORD00008657,20240213,2024-02-13,P0040,C00121,WH02,1,1011.55,0.1,910.4
ORD00008658,20240213,2024-02-13,P0040,C00781,WH03,8,1011.55,0.0,8092.4
ORD00008659,20240213,2024-02-13,P0040,C00625,WH04,3,1011.55,0.1,2731.18
ORD00008660,20240214,2024-02-14,P0001,C00773,WH01,12,1798.19,0.0,21578.28
ORD00008661,20240214,2024-02-14,P0001,C00494,WH02,16,1798.19,0.0,28771.04
ORD00008662,20240214,2024-02-14,P0001,C00437,WH03,15,1798.19,0.03,26163.66
ORD00008663,20240214,2024-02-14,P0001,C00440,WH04,9,1798.19,0.15,13756.15
ORD00008664,20240214,2024-02-14,P0001,C00799,WH05,12,1798.19,0.1,19420.45
ORD00008665,20240214,2024-02-14,P0002,C00716,WH01,11,950.45,0.05,9932.2
ORD00008666,20240214,2024-02-14,P0002,C00201,WH02,14,950.45,0.0,13306.3
ORD00008667,20240214,2024-02-14,P0002,C00791,WH03,15,950.45,0.05,13543.91
ORD00008668,20240214,2024-02-14,P0002,C00625,WH04,14,950.45,0.0,13306.3
ORD00008669,20240214,2024-02-14,P0002,C00466,WH05,10,950.45,0.05,9029.28
ORD00008670,20240214,2024-02-14,P0003,C00688,WH01,16,1220.29,0.0,19524.64
ORD00008671,20240214,2024-02-14,P0003,C00642,WH02,18,1220.29,0.0,21965.22
ORD00008672,20240214,2024-02-14,P0003,C00803,WH03,15,1220.29,0.03,17755.22
ORD00008673,20240214,2024-02-14,P0003,C00073,WH04,18,1220.29,0.0,21965.22
ORD00008674,20240214,2024-02-14,P0003,C00705,WH05,12,1220.29,0.0,14643.48
ORD00008675,20240214,2024-02-14,P0004,C00617,WH01,9,2227.7,0.0,20049.3
ORD00008676,20240214,2024-02-14,P0004,C00559,WH02,16,2227.7,0.0,35643.2
ORD00008677,20240214,2024-02-14,P0004,C00239,WH03,14,2227.7,0.05,29628.41
ORD00008678,20240214,2024-02-14,P0004,C00698,WH04,13,2227.7,0.0,28960.1
ORD00008679,20240214,2024-02-14,P0004,C00406,WH05,12,2227.7,0.0,26732.4
ORD00008680,20240214,2024-02-14,P0005,C00486,WH01,3,1650.77,0.05,4704.69
ORD00008681,20240214,2024-02-14,P0005,C00323,WH02,3,1650.77,0.1,4457.08
ORD00008682,20240214,2024-02-14,P0005,C00404,WH03,4,1650.77,0.0,6603.08
ORD00008683,20240214,2024-02-14,P0005,C00580,WH04,6,1650.77,0.03,9607.48
ORD00008684,20240214,2024-02-14,P0005,C00892,WH05,3,1650.77,0.0,4952.31
ORD00008685,20240214,2024-02-14,P0006,C00924,WH01,6,3622.89,0.0,21737.34
ORD00008686,20240214,2024-02-14,P0006,C00392,WH02,7,3622.89,0.0,25360.23
ORD00008687,20240214,2024-02-14,P0006,C00191,WH03,2,3622.89,0.0,7245.78
ORD00008688,20240214,2024-02-14,P0006,C00108,WH04,2,3622.89,0.0,7245.78
ORD00008689,20240214,2024-02-14,P0007,C00950,WH01,18,2956.62,0.0,53219.16
ORD00008690,20240214,2024-02-14,P0007,C00151,WH02,15,2956.62,0.0,44349.3
ORD00008691,20240214,2024-02-14,P0007,C00511,WH03,10,2956.62,0.0,29566.2
ORD00008692,20240214,2024-02-14,P0007,C00224,WH04,5,2956.62,0.0,14783.1
ORD00008693,20240214,2024-02-14,P0007,C00417,WH05,10,2956.62,0.1,26609.58
ORD00008694,20240214,2024-02-14,P0008,C00533,WH01,1,968.68,0.05,920.25
ORD00008695,20240214,2024-02-14,P0008,C00712,WH02,8,968.68,0.03,7516.96
ORD00008696,20240214,2024-02-14,P0008,C00611,WH03,13,968.68,0.05,11963.2
ORD00008697,20240214,2024-02-14,P0008,C00853,WH04,7,968.68,0.1,6102.68
ORD00008698,20240214,2024-02-14,P0008,C00959,WH05,4,968.68,0.0,3874.72
ORD00008699,20240214,2024-02-14,P0009,C00444,WH01,4,3207.48,0.1,11546.93
ORD00008700,20240214,2024-02-14,P0009,C00681,WH02,5,3207.48,0.05,15235.53
ORD00008701,20240214,2024-02-14,P0009,C00230,WH03,7,3207.48,0.03,21778.79
ORD00008702,20240214,2024-02-14,P0009,C00885,WH04,7,3207.48,0.0,22452.36
ORD00008703,20240214,2024-02-14,P0009,C00251,WH05,3,3207.48,0.1,8660.2
ORD00008704,20240214,2024-02-14,P0010,C00523,WH01,5,3567.8,0.03,17303.83
ORD00008705,20240214,2024-02-14,P0010,C00461,WH02,3,3567.8,0.1,9633.06
ORD00008706,20240214,2024-02-14,P0010,C00332,WH03,9,3567.8,0.15,27293.67
ORD00008707,20240214,2024-02-14,P0010,C00014,WH04,7,3567.8,0.0,24974.6
ORD00008708,20240214,2024-02-14,P0010,C00770,WH05,3,3567.8,0.03,10382.3
ORD00008709,20240214,2024-02-14,P0011,C00403,WH01,8,746.61,0.1,5375.59
ORD00008710,20240214,2024-02-14,P0011,C00254,WH02,9,746.61,0.0,6719.49
ORD00008711,20240214,2024-02-14,P0011,C00040,WH03,9,746.61,0.05,6383.52
ORD00008712,20240214,2024-02-14,P0011,C00555,WH04,6,746.61,0.15,3807.71
ORD00008713,20240214,2024-02-14,P0011,C00256,WH05,12,746.61,0.05,8511.35
ORD00008714,20240214,2024-02-14,P0012,C00071,WH01,2,3089.32,0.0,6178.64
ORD00008715,20240214,2024-02-14,P0012,C00522,WH02,3,3089.32,0.15,7877.77
ORD00008716,20240214,2024-02-14,P0012,C00110,WH03,3,3089.32,0.05,8804.56
ORD00008717,20240214,2024-02-14,P0012,C00702,WH04,5,3089.32,0.1,13901.94
ORD00008718,20240214,2024-02-14,P0012,C00504,WH05,5,3089.32,0.1,13901.94
ORD00008719,20240214,2024-02-14,P0013,C00838,WH01,4,3614.28,0.0,14457.12
ORD00008720,20240214,2024-02-14,P0013,C00283,WH02,5,3614.28,0.1,16264.26
ORD00008721,20240214,2024-02-14,P0013,C00682,WH03,2,3614.28,0.1,6505.7
ORD00008722,20240214,2024-02-14,P0013,C00902,WH04,2,3614.28,0.05,6867.13
ORD00008723,20240214,2024-02-14,P0013,C00412,WH05,2,3614.28,0.0,7228.56
ORD00008724,20240214,2024-02-14,P0014,C00409,WH01,13,2634.32,0.03,33218.78
ORD00008725,20240214,2024-02-14,P0014,C00190,WH02,16,2634.32,0.05,40041.66
ORD00008726,20240214,2024-02-14,P0014,C00192,WH03,13,2634.32,0.03,33218.78
ORD00008727,20240214,2024-02-14,P0014,C00394,WH04,17,2634.32,0.0,44783.44
ORD00008728,20240214,2024-02-14,P0014,C00841,WH05,18,2634.32,0.15,40305.1
ORD00008729,20240214,2024-02-14,P0015,C00633,WH01,7,325.37,0.05,2163.71
ORD00008730,20240214,2024-02-14,P0015,C00299,WH02,2,325.37,0.15,553.13
ORD00008731,20240214,2024-02-14,P0015,C00175,WH03,9,325.37,0.05,2781.91
ORD00008732,20240214,2024-02-14,P0015,C00879,WH04,9,325.37,0.05,2781.91
ORD00008733,20240214,2024-02-14,P0015,C00792,WH05,6,325.37,0.0,1952.22
ORD00008734,20240214,2024-02-14,P0016,C00852,WH01,17,1110.44,0.0,18877.48
ORD00008735,20240214,2024-02-14,P0016,C00762,WH02,14,1110.44,0.05,14768.85
ORD00008736,20240214,2024-02-14,P0016,C00239,WH03,19,1110.44,0.0,21098.36
ORD00008737,20240214,2024-02-14,P0016,C00529,WH04,11,1110.44,0.0,12214.84
ORD00008738,20240214,2024-02-14,P0016,C00541,WH05,23,1110.44,0.0,25540.12
ORD00008739,20240214,2024-02-14,P0017,C00337,WH01,20,1114.83,0.0,22296.6
ORD00008740,20240214,2024-02-14,P0017,C00476,WH02,25,1114.83,0.15,23690.14
ORD00008741,20240214,2024-02-14,P0017,C00494,WH03,26,1114.83,0.0,28985.58
ORD00008742,20240214,2024-02-14,P0017,C00480,WH04,22,1114.83,0.03,23790.47
ORD00008743,20240214,2024-02-14,P0017,C00948,WH05,16,1114.83,0.0,17837.28
ORD00008744,20240214,2024-02-14,P0018,C00292,WH01,4,1366.31,0.03,5301.28
ORD00008745,20240214,2024-02-14,P0018,C00370,WH02,3,1366.31,0.05,3893.98
ORD00008746,20240214,2024-02-14,P0018,C00631,WH03,5,1366.31,0.03,6626.6
ORD00008747,20240214,2024-02-14,P0018,C00248,WH04,2,1366.31,0.1,2459.36
ORD00008748,20240214,2024-02-14,P0018,C00951,WH05,5,1366.31,0.0,6831.55
ORD00008749,20240214,2024-02-14,P0019,C00974,WH01,10,2758.24,0.1,24824.16
ORD00008750,20240214,2024-02-14,P0019,C00279,WH02,13,2758.24,0.1,32271.41
ORD00008751,20240214,2024-02-14,P0019,C00670,WH03,16,2758.24,0.0,44131.84
ORD00008752,20240214,2024-02-14,P0019,C00200,WH04,4,2758.24,0.05,10481.31
ORD00008753,20240214,2024-02-14,P0019,C00975,WH05,10,2758.24,0.0,27582.4
ORD00008754,20240214,2024-02-14,P0020,C00133,WH01,7,3034.72,0.05,20180.89
ORD00008755,20240214,2024-02-14,P0020,C00078,WH02,18,3034.72,0.1,49162.46
ORD00008756,20240214,2024-02-14,P0020,C00954,WH03,23,3034.72,0.1,62818.7
ORD00008757,20240214,2024-02-14,P0020,C00979,WH04,14,3034.72,0.0,42486.08
ORD00008758,20240214,2024-02-14,P0020,C00590,WH05,15,3034.72,0.1,40968.72
ORD00008759,20240214,2024-02-14,P0021,C00178,WH01,8,840.91,0.0,6727.28
ORD00008760,20240214,2024-02-14,P0021,C00161,WH02,16,840.91,0.0,13454.56
ORD00008761,20240214,2024-02-14,P0021,C00750,WH03,9,840.91,0.0,7568.19
ORD00008762,20240214,2024-02-14,P0021,C00768,WH04,9,840.91,0.15,6432.96
ORD00008763,20240214,2024-02-14,P0021,C00044,WH05,9,840.91,0.1,6811.37
ORD00008764,20240214,2024-02-14,P0022,C00584,WH01,2,611.26,0.05,1161.39
ORD00008765,20240214,2024-02-14,P0022,C00010,WH02,5,611.26,0.05,2903.48
ORD00008766,20240214,2024-02-14,P0022,C00270,WH03,2,611.26,0.0,1222.52
ORD00008767,20240214,2024-02-14,P0022,C00467,WH04,6,611.26,0.0,3667.56
ORD00008768,20240214,2024-02-14,P0022,C00423,WH05,4,611.26,0.03,2371.69
ORD00008769,20240214,2024-02-14,P0023,C00181,WH01,4,897.51,0.0,3590.04
ORD00008770,20240214,2024-02-14,P0023,C00665,WH02,6,897.51,0.0,5385.06
ORD00008771,20240214,2024-02-14,P0023,C00787,WH03,7,897.51,0.15,5340.18
ORD00008772,20240214,2024-02-14,P0023,C00045,WH04,5,897.51,0.0,4487.55
ORD00008773,20240214,2024-02-14,P0023,C00712,WH05,3,897.51,0.0,2692.53
ORD00008774,20240214,2024-02-14,P0024,C00470,WH01,4,889.43,0.0,3557.72
ORD00008775,20240214,2024-02-14,P0024,C00388,WH02,2,889.43,0.1,1600.97
ORD00008776,20240214,2024-02-14,P0024,C00082,WH03,5,889.43,0.0,4447.15
ORD00008777,20240214,2024-02-14,P0024,C00869,WH04,3,889.43,0.0,2668.29
ORD00008778,20240214,2024-02-14,P0024,C00375,WH05,4,889.43,0.0,3557.72
ORD00008779,20240214,2024-02-14,P0025,C00795,WH01,9,1786.4,0.03,15595.27
ORD00008780,20240214,2024-02-14,P0025,C00914,WH02,5,1786.4,0.0,8932.0
ORD00008781,20240214,2024-02-14,P0025,C00528,WH03,16,1786.4,0.0,28582.4
ORD00008782,20240214,2024-02-14,P0025,C00708,WH04,11,1786.4,0.05,18667.88
ORD00008783,20240214,2024-02-14,P0025,C00659,WH05,12,1786.4,0.0,21436.8
ORD00008784,20240214,2024-02-14,P0026,C00290,WH01,13,2864.88,0.0,37243.44
ORD00008785,20240214,2024-02-14,P0026,C00846,WH02,10,2864.88,0.0,28648.8
ORD00008786,20240214,2024-02-14,P0026,C00848,WH03,18,2864.88,0.0,51567.84
ORD00008787,20240214,2024-02-14,P0026,C00302,WH04,17,2864.88,0.05,46267.81
ORD00008788,20240214,2024-02-14,P0026,C00723,WH05,21,2864.88,0.03,58357.61
ORD00008789,20240214,2024-02-14,P0027,C00313,WH01,6,769.37,0.1,4154.6
ORD00008790,20240214,2024-02-14,P0027,C00878,WH02,23,769.37,0.0,17695.51
ORD00008791,20240214,2024-02-14,P0027,C00981,WH03,18,769.37,0.1,12463.79
ORD00008792,20240214,2024-02-14,P0027,C00739,WH04,11,769.37,0.0,8463.07
ORD00008793,20240214,2024-02-14,P0027,C00219,WH05,6,769.37,0.1,4154.6
ORD00008794,20240214,2024-02-14,P0028,C00287,WH01,6,4304.95,0.1,23246.73
ORD00008795,20240214,2024-02-14,P0028,C00989,WH02,15,4304.95,0.0,64574.25
ORD00008796,20240214,2024-02-14,P0028,C00600,WH03,20,4304.95,0.1,77489.1
ORD00008797,20240214,2024-02-14,P0028,C00693,WH04,10,4304.95,0.03,41758.02
ORD00008798,20240214,2024-02-14,P0028,C00581,WH05,10,4304.95,0.0,43049.5
ORD00008799,20240214,2024-02-14,P0029,C00696,WH01,9,4643.0,0.05,39697.65
ORD00008800,20240214,2024-02-14,P0029,C00545,WH02,18,4643.0,0.05,79395.3
ORD00008801,20240214,2024-02-14,P0029,C00800,WH03,14,4643.0,0.05,61751.9
ORD00008802,20240214,2024-02-14,P0029,C00134,WH04,18,4643.0,0.1,75216.6
ORD00008803,20240214,2024-02-14,P0029,C00299,WH05,18,4643.0,0.0,83574.0
ORD00008804,20240214,2024-02-14,P0030,C00585,WH01,11,3286.04,0.1,32531.8
ORD00008805,20240214,2024-02-14,P0030,C00900,WH02,10,3286.04,0.05,31217.38
ORD00008806,20240214,2024-02-14,P0030,C00962,WH03,17,3286.04,0.05,53069.55
ORD00008807,20240214,2024-02-14,P0030,C00941,WH04,7,3286.04,0.0,23002.28
ORD00008808,20240214,2024-02-14,P0030,C00188,WH05,10,3286.04,0.05,31217.38
ORD00008809,20240214,2024-02-14,P0031,C00523,WH01,3,660.48,0.05,1882.37
ORD00008810,20240214,2024-02-14,P0031,C00688,WH02,4,660.48,0.1,2377.73
ORD00008811,20240214,2024-02-14,P0031,C00115,WH03,4,660.48,0.0,2641.92
ORD00008812,20240214,2024-02-14,P0031,C00918,WH04,2,660.48,0.1,1188.86
ORD00008813,20240214,2024-02-14,P0031,C00285,WH05,3,660.48,0.0,1981.44
ORD00008814,20240214,2024-02-14,P0032,C00603,WH01,7,2060.12,0.0,14420.84
ORD00008815,20240214,2024-02-14,P0032,C00157,WH02,16,2060.12,0.1,29665.73
ORD00008816,20240214,2024-02-14,P0032,C00244,WH03,15,2060.12,0.03,29974.75
ORD00008817,20240214,2024-02-14,P0032,C00447,WH04,21,2060.12,0.0,43262.52
ORD00008818,20240214,2024-02-14,P0032,C00571,WH05,18,2060.12,0.0,37082.16
ORD00008819,20240214,2024-02-14,P0033,C00988,WH01,10,2555.35,0.05,24275.82
ORD00008820,20240214,2024-02-14,P0033,C00165,WH02,7,2555.35,0.1,16098.71
ORD00008821,20240214,2024-02-14,P0033,C00688,WH03,10,2555.35,0.1,22998.15
ORD00008822,20240214,2024-02-14,P0033,C00625,WH04,3,2555.35,0.03,7436.07
ORD00008823,20240214,2024-02-14,P0033,C00541,WH05,7,2555.35,0.0,17887.45
ORD00008824,20240214,2024-02-14,P0034,C01000,WH01,1,4112.91,0.03,3989.52
ORD00008825,20240214,2024-02-14,P0034,C00753,WH02,1,4112.91,0.0,4112.91
ORD00008826,20240214,2024-02-14,P0034,C00891,WH03,5,4112.91,0.0,20564.55
ORD00008827,20240214,2024-02-14,P0034,C00929,WH04,5,4112.91,0.05,19536.32
ORD00008828,20240214,2024-02-14,P0034,C00388,WH05,2,4112.91,0.0,8225.82
ORD00008829,20240214,2024-02-14,P0035,C00618,WH01,8,2125.57,0.1,15304.1
ORD00008830,20240214,2024-02-14,P0035,C00752,WH02,12,2125.57,0.0,25506.84
ORD00008831,20240214,2024-02-14,P0035,C00199,WH03,7,2125.57,0.0,14878.99
ORD00008832,20240214,2024-02-14,P0035,C00632,WH04,8,2125.57,0.0,17004.56
ORD00008833,20240214,2024-02-14,P0035,C00785,WH05,9,2125.57,0.1,17217.12
ORD00008834,20240214,2024-02-14,P0036,C00327,WH01,17,2814.51,0.03,46411.27
ORD00008835,20240214,2024-02-14,P0036,C00018,WH02,18,2814.51,0.05,48128.12
ORD00008836,20240214,2024-02-14,P0036,C00192,WH03,19,2814.51,0.0,53475.69
ORD00008837,20240214,2024-02-14,P0036,C00246,WH04,16,2814.51,0.15,38277.34
ORD00008838,20240214,2024-02-14,P0036,C00697,WH05,15,2814.51,0.15,35885.0
ORD00008839,20240214,2024-02-14,P0037,C00133,WH01,5,1836.09,0.1,8262.4
ORD00008840,20240214,2024-02-14,P0037,C00353,WH02,5,1836.09,0.1,8262.4
ORD00008841,20240214,2024-02-14,P0037,C00545,WH03,3,1836.09,0.05,5232.86
ORD00008842,20240214,2024-02-14,P0037,C00718,WH04,6,1836.09,0.0,11016.54
ORD00008843,20240214,2024-02-14,P0037,C00544,WH05,3,1836.09,0.03,5343.02
ORD00008844,20240214,2024-02-14,P0038,C00857,WH01,8,2272.63,0.03,17635.61
ORD00008845,20240214,2024-02-14,P0038,C00261,WH02,16,2272.63,0.0,36362.08
ORD00008846,20240214,2024-02-14,P0038,C00246,WH03,7,2272.63,0.1,14317.57
ORD00008847,20240214,2024-02-14,P0038,C00130,WH04,5,2272.63,0.0,11363.15
ORD00008848,20240214,2024-02-14,P0038,C00215,WH05,11,2272.63,0.03,24248.96
ORD00008849,20240214,2024-02-14,P0039,C00154,WH01,5,655.76,0.15,2786.98
ORD00008850,20240214,2024-02-14,P0039,C00501,WH02,6,655.76,0.1,3541.1
ORD00008851,20240214,2024-02-14,P0039,C00293,WH03,4,655.76,0.0,2623.04
ORD00008852,20240214,2024-02-14,P0039,C00040,WH04,10,655.76,0.05,6229.72
ORD00008853,20240214,2024-02-14,P0039,C00664,WH05,7,655.76,0.03,4452.61
ORD00008854,20240214,2024-02-14,P0040,C00241,WH01,3,1011.55,0.15,2579.45
ORD00008855,20240214,2024-02-14,P0040,C00375,WH02,5,1011.55,0.1,4551.98
ORD00008856,20240214,2024-02-14,P0040,C00085,WH03,2,1011.55,0.0,2023.1
ORD00008857,20240214,2024-02-14,P0040,C00343,WH04,2,1011.55,0.15,1719.64
ORD00008858,20240215,2024-02-15,P0001,C00491,WH01,8,1798.19,0.03,13953.95
ORD00008859,20240215,2024-02-15,P0001,C00508,WH02,15,1798.19,0.03,26163.66
ORD00008860,20240215,2024-02-15,P0001,C00311,WH03,12,1798.19,0.1,19420.45
ORD00008861,20240215,2024-02-15,P0001,C00368,WH04,13,1798.19,0.1,21038.82
ORD00008862,20240215,2024-02-15,P0001,C00148,WH05,9,1798.19,0.0,16183.71
ORD00008863,20240215,2024-02-15,P0002,C00774,WH01,13,950.45,0.0,12355.85
ORD00008864,20240215,2024-02-15,P0002,C00765,WH02,18,950.45,0.0,17108.1
ORD00008865,20240215,2024-02-15,P0002,C00884,WH03,15,950.45,0.15,12118.24
ORD00008866,20240215,2024-02-15,P0002,C00655,WH04,12,950.45,0.03,11063.24
ORD00008867,20240215,2024-02-15,P0002,C00678,WH05,13,950.45,0.1,11120.27
ORD00008868,20240215,2024-02-15,P0003,C00889,WH01,13,1220.29,0.03,15387.86
ORD00008869,20240215,2024-02-15,P0003,C00224,WH02,12,1220.29,0.05,13911.31
ORD00008870,20240215,2024-02-15,P0003,C00231,WH03,13,1220.29,0.1,14277.39
ORD00008871,20240215,2024-02-15,P0003,C00910,WH04,10,1220.29,0.05,11592.76
ORD00008872,20240215,2024-02-15,P0003,C00969,WH05,11,1220.29,0.1,12080.87
ORD00008873,20240215,2024-02-15,P0004,C00123,WH01,13,2227.7,0.0,28960.1
ORD00008874,20240215,2024-02-15,P0004,C00829,WH02,15,2227.7,0.0,33415.5
ORD00008875,20240215,2024-02-15,P0004,C00333,WH03,16,2227.7,0.0,35643.2
ORD00008876,20240215,2024-02-15,P0004,C00291,WH04,12,2227.7,0.03,25930.43
ORD00008877,20240215,2024-02-15,P0004,C00114,WH05,12,2227.7,0.0,26732.4
ORD00008878,20240215,2024-02-15,P0005,C00455,WH01,4,1650.77,0.1,5942.77
ORD00008879,20240215,2024-02-15,P0005,C00208,WH02,6,1650.77,0.1,8914.16
ORD00008880,20240215,2024-02-15,P0005,C00041,WH03,6,1650.77,0.05,9409.39
ORD00008881,20240215,2024-02-15,P0005,C00543,WH04,4,1650.77,0.15,5612.62
ORD00008882,20240215,2024-02-15,P0005,C00912,WH05,5,1650.77,0.05,7841.16
ORD00008883,20240215,2024-02-15,P0006,C00467,WH01,1,3622.89,0.03,3514.2
ORD00008884,20240215,2024-02-15,P0006,C00043,WH02,1,3622.89,0.15,3079.46
ORD00008885,20240215,2024-02-15,P0006,C00498,WH03,7,3622.89,0.03,24599.42
ORD00008886,20240215,2024-02-15,P0006,C00905,WH04,1,3622.89,0.05,3441.75
ORD00008887,20240215,2024-02-15,P0006,C00985,WH05,2,3622.89,0.0,7245.78
ORD00008888,20240215,2024-02-15,P0007,C00191,WH01,15,2956.62,0.0,44349.3
ORD00008889,20240215,2024-02-15,P0007,C00792,WH02,7,2956.62,0.0,20696.34
ORD00008890,20240215,2024-02-15,P0007,C00266,WH03,13,2956.62,0.0,38436.06
ORD00008891,20240215,2024-02-15,P0007,C00816,WH04,8,2956.62,0.15,20105.02
ORD00008892,20240215,2024-02-15,P0007,C00596,WH05,7,2956.62,0.1,18626.71
ORD00008893,20240215,2024-02-15,P0008,C00743,WH01,7,968.68,0.0,6780.76
ORD00008894,20240215,2024-02-15,P0008,C00338,WH02,10,968.68,0.0,9686.8
ORD00008895,20240215,2024-02-15,P0008,C00681,WH03,10,968.68,0.0,9686.8
ORD00008896,20240215,2024-02-15,P0008,C00220,WH04,5,968.68,0.05,4601.23
ORD00008897,20240215,2024-02-15,P0008,C00784,WH05,13,968.68,0.05,11963.2
ORD00008898,20240215,2024-02-15,P0009,C00850,WH01,5,3207.48,0.0,16037.4
ORD00008899,20240215,2024-02-15,P0009,C00511,WH02,4,3207.48,0.0,12829.92
ORD00008900,20240215,2024-02-15,P0009,C00088,WH03,4,3207.48,0.15,10905.43
ORD00008901,20240215,2024-02-15,P0009,C00412,WH05,5,3207.48,0.0,16037.4
ORD00008902,20240215,2024-02-15,P0010,C00248,WH01,2,3567.8,0.05,6778.82
ORD00008903,20240215,2024-02-15,P0010,C00068,WH02,9,3567.8,0.0,32110.2
ORD00008904,20240215,2024-02-15,P0010,C00190,WH03,3,3567.8,0.1,9633.06
ORD00008905,20240215,2024-02-15,P0010,C00724,WH04,4,3567.8,0.05,13557.64
ORD00008906,20240215,2024-02-15,P0010,C00582,WH05,2,3567.8,0.05,6778.82
ORD00008907,20240215,2024-02-15,P0011,C00730,WH01,4,746.61,0.0,2986.44
ORD00008908,20240215,2024-02-15,P0011,C00927,WH02,5,746.61,0.1,3359.75
ORD00008909,20240215,2024-02-15,P0011,C00593,WH03,10,746.61,0.03,7242.12
ORD00008910,20240215,2024-02-15,P0011,C00874,WH04,7,746.61,0.0,5226.27
ORD00008911,20240215,2024-02-15,P0011,C00579,WH05,8,746.61,0.0,5972.88
ORD00008912,20240215,2024-02-15,P0012,C00139,WH01,5,3089.32,0.1,13901.94
ORD00008913,20240215,2024-02-15,P0012,C00076,WH02,5,3089.32,0.03,14983.2
ORD00008914,20240215,2024-02-15,P0012,C00135,WH03,3,3089.32,0.0,9267.96
ORD00008915,20240215,2024-02-15,P0012,C00170,WH04,6,3089.32,0.0,18535.92
ORD00008916,20240215,2024-02-15,P0012,C00792,WH05,3,3089.32,0.1,8341.16
ORD00008917,20240215,2024-02-15,P0013,C00461,WH01,4,3614.28,0.0,14457.12
ORD00008918,20240215,2024-02-15,P0013,C00240,WH02,4,3614.28,0.1,13011.41
ORD00008919,20240215,2024-02-15,P0013,C00370,WH03,5,3614.28,0.0,18071.4
ORD00008920,20240215,2024-02-15,P0013,C00300,WH04,3,3614.28,0.0,10842.84
ORD00008921,20240215,2024-02-15,P0013,C00305,WH05,3,3614.28,0.15,9216.41
ORD00008922,20240215,2024-02-15,P0014,C00161,WH01,11,2634.32,0.03,28108.19
ORD00008923,20240215,2024-02-15,P0014,C00763,WH02,16,2634.32,0.05,40041.66
ORD00008924,20240215,2024-02-15,P0014,C00111,WH03,18,2634.32,0.0,47417.76
ORD00008925,20240215,2024-02-15,P0014,C00526,WH04,17,2634.32,0.0,44783.44
ORD00008926,20240215,2024-02-15,P0014,C00132,WH05,11,2634.32,0.1,26079.77
ORD00008927,20240215,2024-02-15,P0015,C00425,WH01,6,325.37,0.05,1854.61
ORD00008928,20240215,2024-02-15,P0015,C00413,WH02,7,325.37,0.1,2049.83
ORD00008929,20240215,2024-02-15,P0015,C00521,WH03,9,325.37,0.0,2928.33
ORD00008930,20240215,2024-02-15,P0015,C00343,WH04,8,325.37,0.1,2342.66
ORD00008931,20240215,2024-02-15,P0015,C00928,WH05,8,325.37,0.0,2602.96
ORD00008932,20240215,2024-02-15,P0016,C00199,WH01,17,1110.44,0.0,18877.48
ORD00008933,20240215,2024-02-15,P0016,C00358,WH02,24,1110.44,0.05,25318.03
ORD00008934,20240215,2024-02-15,P0016,C00993,WH03,26,1110.44,0.05,27427.87
ORD00008935,20240215,2024-02-15,P0016,C00332,WH04,16,1110.44,0.0,17767.04
ORD00008936,20240215,2024-02-15,P0016,C00676,WH05,20,1110.44,0.0,22208.8
ORD00008937,20240215,2024-02-15,P0017,C00958,WH01,18,1114.83,0.05,19063.59
ORD00008938,20240215,2024-02-15,P0017,C00705,WH02,21,1114.83,0.0,23411.43
