Customer_ID,Customer_Name,Customer_Type,Location_ID,Sales_Channel,Customer_Since
C00430,Customer 00430,Small Business,LOC06,Online,2022-11-23
C00431,Customer 00431,Consumer,LOC03,Online,2020-04-25
C00432,Customer 00432,Consumer,LOC01,Online,2020-05-15
C00433,Customer 00433,Consumer,LOC03,Retail Store,2023-10-13
C00434,Customer 00434,Small Business,LOC01,Online,2023-07-18
C00435,Customer 00435,Consumer,LOC01,Retail Store,2021-11-08
C00436,Customer 00436,Consumer,LOC06,Online,2023-01-26
C00437,Customer 00437,Consumer,LOC05,Online,2021-11-15
C00438,Customer 00438,Consumer,LOC02,Retail Store,2021-05-14
C00439,Customer 00439,Small Business,LOC06,Online,2022-02-15
C00440,Customer 00440,Consumer,LOC01,Online,2021-07-15
C00441,Customer 00441,Small Business,LOC02,Retail Store,2024-01-07
C00442,Customer 00442,Small Business,LOC05,Online,2022-01-11
C00443,Customer 00443,Consumer,LOC02,Online,2021-07-31
C00444,Customer 00444,Small Business,LOC05,Retail Store,2022-08-23
C00445,Customer 00445,Consumer,LOC06,Online,2023-09-26
C00446,Customer 00446,Small Business,LOC01,Online,2021-05-07
C00447,Customer 00447,Consumer,LOC01,Online,2024-08-18
C00448,Customer 00448,Consumer,LOC06,Online,2022-04-14
C00449,Customer 00449,Consumer,LOC04,Online,2023-04-04
C00450,Customer 00450,Consumer,LOC04,Marketplace,2024-09-19
C00451,Customer 00451,Consumer,LOC03,Online,2022-02-16
C00452,Customer 00452,Small Business,LOC03,Marketplace,2020-12-25
C00453,Customer 00453,Consumer,LOC05,Online,2023-09-08
C00454,Customer 00454,Consumer,LOC04,Online,2020-01-12
C00455,Customer 00455,Consumer,LOC01,Online,2022-04-04
C00456,Customer 00456,Consumer,LOC04,Marketplace,2024-10-29
C00457,Customer 00457,Consumer,LOC05,Online,2022-01-15
C00458,Customer 00458,Small Business,LOC01,Online,2023-05-16
C00459,Customer 00459,Consumer,LOC03,Retail Store,2022-08-03
C00460,Customer 00460,Consumer,LOC05,Marketplace,2021-01-21
C00461,Customer 00461,Consumer,LOC04,Online,2021-07-25
C00462,Customer 00462,Consumer,LOC01,Retail Store,2022-07-31
C00463,Customer 00463,Consumer,LOC01,Online,2020-07-06
C00464,Customer 00464,Consumer,LOC04,Online,2022-01-16
C00465,Customer 00465,Consumer,LOC03,Online,2022-01-16
C00466,Customer 00466,Enterprise,LOC06,Online,2024-02-11
C00467,Customer 00467,Consumer,LOC04,Online,2020-08-10
C00468,Customer 00468,Consumer,LOC06,Marketplace,2024-02-25
C00469,Customer 00469,Small Business,LOC02,Online,2022-01-08
C00470,Customer 00470,Small Business,LOC03,Retail Store,2023-03-18
C00471,Customer 00471,Consumer,LOC01,Retail Store,2022-09-29
C00472,Customer 00472,Enterprise,LOC04,Marketplace,2021-06-23
C00473,Customer 00473,Small Business,LOC02,Marketplace,2024-08-02
C00474,Customer 00474,Small Business,LOC03,Marketplace,2021-02-08
C00475,Customer 00475,Consumer,LOC03,Retail Store,2020-03-06
C00476,Customer 00476,Consumer,LOC02,Online,2023-09-12
C00477,Customer 00477,Consumer,LOC01,Online,2023-01-23
C00478,Customer 00478,Consumer,LOC04,Online,2024-05-21
C00479,Customer 00479,Consumer,LOC06,Online,2022-04-03
C00480,Customer 00480,Enterprise,LOC02,Online,2020-01-31
C00481,Customer 00481,Enterprise,LOC03,Marketplace,2020-02-06
C00482,Customer 00482,Consumer,LOC02,Online,2022-02-18
C00483,Customer 00483,Consumer,LOC05,Retail Store,2021-03-25
C00484,Customer 00484,Consumer,LOC03,Online,2024-07-17
C00485,Customer 00485,Consumer,LOC06,Online,2020-08-01
C00486,Customer 00486,Consumer,LOC02,Online,2024-05-04
C00487,Customer 00487,Consumer,LOC01,Online,2021-01-25
C00488,Customer 00488,Small Business,LOC04,Online,2020-08-02
C00489,Customer 00489,Consumer,LOC04,Online,2021-05-09
C00490,Customer 00490,Enterprise,LOC06,Online,2020-09-16
C00491,Customer 00491,Consumer,LOC06,Online,2021-12-23
C00492,Customer 00492,Enterprise,LOC06,Online,2021-08-17
C00493,Customer 00493,Consumer,LOC04,Online,2022-08-10
C00494,Customer 00494,Small Business,LOC03,Online,2022-08-24
C00495,Customer 00495,Consumer,LOC03,Online,2020-01-02
C00496,Customer 00496,Consumer,LOC01,Online,2020-08-12
C00497,Customer 00497,Small Business,LOC03,Online,2020-10-18
C00498,Customer 00498,Small Business,LOC03,Online,2020-12-16
C00499,Customer 00499,Small Business,LOC01,Marketplace,2020-06-17
C00500,Customer 00500,Consumer,LOC02,Retail Store,2021-07-20
C00501,Customer 00501,Consumer,LOC04,Retail Store,2022-09-16
C00502,Customer 00502,Consumer,LOC03,Online,2021-07-10
C00503,Customer 00503,Consumer,LOC06,Online,2021-08-15
C00504,Customer 00504,Consumer,LOC03,Online,2022-04-25
C00505,Customer 00505,Consumer,LOC06,Marketplace,2022-09-14
C00506,Customer 00506,Small Business,LOC04,Marketplace,2021-08-18
C00507,Customer 00507,Small Business,LOC01,Retail Store,2021-02-03
C00508,Customer 00508,Consumer,LOC02,Retail Store,2022-01-06
C00509,Customer 00509,Small Business,LOC05,Online,2020-02-13
C00510,Customer 00510,Consumer,LOC04,Marketplace,2022-06-05
C00511,Customer 00511,Consumer,LOC02,Retail Store,2024-08-21
C00512,Customer 00512,Consumer,LOC04,Online,2021-12-17
C00513,Customer 00513,Small Business,LOC06,Retail Store,2020-07-13
C00514,Customer 00514,Consumer,LOC03,Online,2023-06-26
C00515,Customer 00515,Consumer,LOC01,Retail Store,2020-08-16
C00516,Customer 00516,Consumer,LOC02,Marketplace,2020-12-14
C00517,Customer 00517,Consumer,LOC06,Online,2020-09-20
C00518,Customer 00518,Consumer,LOC05,Marketplace,2024-05-09
C00519,Customer 00519,Small Business,LOC06,Online,2024-11-01
C00520,Customer 00520,Consumer,LOC06,Marketplace,2022-10-22
C00521,Customer 00521,Consumer,LOC01,Marketplace,2023-01-16
C00522,Customer 00522,Small Business,LOC02,Marketplace,2023-03-07
C00523,Customer 00523,Consumer,LOC01,Retail Store,2023-01-03
C00524,Customer 00524,Small Business,LOC01,Online,2022-09-06
C00525,Customer 00525,Consumer,LOC06,Online,2024-11-11
C00526,Customer 00526,Consumer,LOC06,Online,2023-08-12
C00527,Customer 00527,Consumer,LOC01,Online,2020-06-08
C00528,Customer 00528,Consumer,LOC05,Online,2021-12-06
C00529,Customer 00529,Small Business,LOC04,Online,2024-10-20
C00530,Customer 00530,Consumer,LOC01,Online,2021-12-27
C00531,Customer 00531,Consumer,LOC06,Online,2021-01-02
C00532,Customer 00532,Consumer,LOC06,Retail Store,2024-04-12
C00533,Customer 00533,Consumer,LOC04,Online,2023-01-26
C00534,Customer 00534,Small Business,LOC05,Retail Store,2022-10-09
C00535,Customer 00535,Enterprise,LOC03,Online,2022-01-26
C00536,Customer 00536,Consumer,LOC05,Online,2020-08-11
C00537,Customer 00537,Consumer,LOC03,Online,2021-11-22
C00538,Customer 00538,Consumer,LOC06,Online,2022-02-26
C00539,Customer 00539,Consumer,LOC01,Online,2024-08-03
C00540,Customer 00540,Enterprise,LOC02,Online,2021-07-07
C00541,Customer 00541,Consumer,LOC06,Online,2020-09-25
C00542,Customer 00542,Consumer,LOC02,Online,2022-02-08
C00543,Customer 00543,Consumer,LOC02,Marketplace,2024-11-29
C00544,Customer 00544,Small Business,LOC05,Online,2022-05-17
C00545,Customer 00545,Consumer,LOC02,Retail Store,2021-11-13
C00546,Customer 00546,Consumer,LOC04,Online,2023-04-15
C00547,Customer 00547,Consumer,LOC02,Retail Store,2023-03-13
C00548,Customer 00548,Consumer,LOC02,Marketplace,2021-06-22
C00549,Customer 00549,Consumer,LOC06,Retail Store,2024-10-08
C00550,Customer 00550,Consumer,LOC02,Retail Store,2022-12-03
C00551,Customer 00551,Consumer,LOC01,Online,2020-04-13
C00552,Customer 00552,Consumer,LOC05,Online,2022-01-03
C00553,Customer 00553,Consumer,LOC06,Online,2024-07-19
C00554,Customer 00554,Consumer,LOC01,Retail Store,2021-12-09
C00555,Customer 00555,Enterprise,LOC05,Marketplace,2022-10-19
C00556,Customer 00556,Small Business,LOC04,Online,2023-01-07
C00557,Customer 00557,Consumer,LOC05,Retail Store,2023-06-21
C00558,Customer 00558,Consumer,LOC01,Online,2024-04-19
C00559,Customer 00559,Small Business,LOC06,Marketplace,2020-09-25
C00560,Customer 00560,Consumer,LOC04,Marketplace,2022-07-19
C00561,Customer 00561,Consumer,LOC06,Online,2022-08-18
C00562,Customer 00562,Small Business,LOC03,Marketplace,2020-10-01
C00563,Customer 00563,Consumer,LOC06,Retail Store,2023-04-27
C00564,Customer 00564,Consumer,LOC04,Online,2020-07-31
C00565,Customer 00565,Consumer,LOC01,Online,2022-04-01
C00566,Customer 00566,Consumer,LOC06,Online,2021-08-17
C00567,Customer 00567,Consumer,LOC05,Marketplace,2020-10-05
C00568,Customer 00568,Consumer,LOC02,Online,2024-01-20
C00569,Customer 00569,Consumer,LOC04,Retail Store,2021-03-15
C00570,Customer 00570,Consumer,LOC03,Retail Store,2021-04-04
C00571,Customer 00571,Small Business,LOC04,Online,2024-03-17
C00572,Customer 00572,Consumer,LOC06,Online,2024-04-28
C00573,Customer 00573,Consumer,LOC06,Marketplace,2020-03-03
C00574,Customer 00574,Small Business,LOC02,Marketplace,2021-05-15
C00575,Customer 00575,Small Business,LOC06,Online,2023-06-29
C00576,Customer 00576,Consumer,LOC03,Online,2023-11-01
C00577,Customer 00577,Consumer,LOC05,Online,2024-12-03
C00578,Customer 00578,Enterprise,LOC05,Retail Store,2022-09-25
C00579,Customer 00579,Consumer,LOC03,Online,2020-01-14
C00580,Customer 00580,Small Business,LOC03,Retail Store,2024-04-21
C00581,Customer 00581,Small Business,LOC03,Online,2020-10-16
C00582,Customer 00582,Small Business,LOC06,Retail Store,2020-08-05
C00583,Customer 00583,Consumer,LOC03,Online,2023-04-28
C00584,Customer 00584,Consumer,LOC02,Online,2022-12-22
C00585,Customer 00585,Consumer,LOC03,Retail Store,2020-04-17
C00586,Customer 00586,Consumer,LOC02,Retail Store,2020-10-31
C00587,Customer 00587,Enterprise,LOC03,Online,2022-11-27
C00588,Customer 00588,Consumer,LOC01,Online,2021-04-04
C00589,Customer 00589,Consumer,LOC01,Online,2023-05-16
C00590,Customer 00590,Consumer,LOC05,Online,2022-01-11
C00591,Customer 00591,Enterprise,LOC01,Online,2022-11-24
C00592,Customer 00592,Consumer,LOC04,Retail Store,2022-05-04
C00593,Customer 00593,Consumer,LOC05,Online,2021-10-19
C00594,Customer 00594,Consumer,LOC05,Marketplace,2021-09-08
C00595,Customer 00595,Consumer,LOC03,Online,2023-06-09
C00596,Customer 00596,Consumer,LOC02,Online,2022-07-14
C00597,Customer 00597,Consumer,LOC06,Marketplace,2022-12-05
C00598,Customer 00598,Consumer,LOC06,Online,2022-11-05
C00599,Customer 00599,Consumer,LOC04,Marketplace,2021-01-08
C00600,Customer 00600,Consumer,LOC01,Online,2024-07-01
C00601,Customer 00601,Consumer,LOC01,Retail Store,2022-10-10
C00602,Customer 00602,Consumer,LOC02,Marketplace,2023-07-16
C00603,Customer 00603,Consumer,LOC01,Retail Store,2024-05-06
C00604,Customer 00604,Consumer,LOC06,Online,2024-07-22
C00605,Customer 00605,Consumer,LOC02,Online,2023-04-15
C00606,Customer 00606,Consumer,LOC02,Online,2023-11-17
C00607,Customer 00607,Consumer,LOC06,Online,2022-04-29
C00608,Customer 00608,Consumer,LOC05,Online,2023-08-21
C00609,Customer 00609,Consumer,LOC02,Online,2021-08-01
C00610,Customer 00610,Small Business,LOC03,Online,2023-07-05
C00611,Customer 00611,Consumer,LOC04,Online,2020-06-03
C00612,Customer 00612,Consumer,LOC04,Online,2024-07-03
C00613,Customer 00613,Consumer,LOC06,Online,2021-03-16
C00614,Customer 00614,Consumer,LOC06,Online,2023-03-27
C00615,Customer 00615,Consumer,LOC06,Marketplace,2020-01-21
C00616,Customer 00616,Small Business,LOC01,Online,2020-10-07
C00617,Customer 00617,Small Business,LOC02,Online,2024-11-10
C00618,Customer 00618,Consumer,LOC04,Online,2024-02-09
C00619,Customer 00619,Consumer,LOC01,Marketplace,2021-02-04
C00620,Customer 00620,Consumer,LOC03,Online,2020-08-23
C00621,Customer 00621,Consumer,LOC01,Marketplace,2024-01-06
C00622,Customer 00622,Consumer,LOC06,Retail Store,2024-11-17
C00623,Customer 00623,Consumer,LOC01,Online,2020-10-30
C00624,Customer 00624,Consumer,LOC01,Retail Store,2023-04-10
C00625,Customer 00625,Small Business,LOC02,Marketplace,2021-05-25
C00626,Customer 00626,Consumer,LOC01,Online,2023-09-01
C00627,Customer 00627,Consumer,LOC04,Online,2022-01-22
C00628,Customer 00628,Consumer,LOC03,Marketplace,2020-08-13
C00629,Customer 00629,Consumer,LOC06,Retail Store,2021-08-06
C00630,Customer 00630,Consumer,LOC02,Online,2022-08-27
C00631,Customer 00631,Consumer,LOC04,Online,2023-12-08
C00632,Customer 00632,Small Business,LOC04,Marketplace,2020-02-07
C00633,Customer 00633,Consumer,LOC04,Online,2024-09-19
C00634,Customer 00634,Consumer,LOC05,Marketplace,2023-03-15
C00635,Customer 00635,Consumer,LOC02,Online,2024-04-24
C00636,Customer 00636,Consumer,LOC04,Marketplace,2024-08-01
C00637,Customer 00637,Consumer,LOC05,Retail Store,2020-10-03
C00638,Customer 00638,Consumer,LOC06,Marketplace,2020-06-17
C00639,Customer 00639,Consumer,LOC04,Marketplace,2023-10-30
C00640,Customer 00640,Consumer,LOC04,Marketplace,2020-12-04
C00641,Customer 00641,Small Business,LOC06,Retail Store,2020-09-23
C00642,Customer 00642,Consumer,LOC04,Retail Store,2022-04-23
C00643,Customer 00643,Small Business,LOC06,Online,2024-07-02
C00644,Customer 00644,Consumer,LOC01,Marketplace,2023-12-03
C00645,Customer 00645,Consumer,LOC03,Online,2022-07-21
C00646,Customer 00646,Small Business,LOC01,Retail Store,2020-12-19
C00647,Customer 00647,Small Business,LOC01,Marketplace,2021-08-28
C00648,Customer 00648,Consumer,LOC03,Online,2023-05-24
C00649,Customer 00649,Small Business,LOC02,Online,2020-10-09
C00650,Customer 00650,Consumer,LOC03,Online,2022-08-01
C00651,Customer 00651,Consumer,LOC03,Marketplace,2020-01-22
C00652,Customer 00652,Enterprise,LOC04,Online,2021-08-08
C00653,Customer 00653,Consumer,LOC06,Online,2021-03-22
C00654,Customer 00654,Small Business,LOC06,Retail Store,2023-05-10
C00655,Customer 00655,Consumer,LOC03,Marketplace,2024-07-03
C00656,Customer 00656,Small Business,LOC02,Online,2020-09-20
C00657,Customer 00657,Consumer,LOC05,Online,2023-12-06
C00658,Customer 00658,Consumer,LOC01,Retail Store,2023-03-26
C00659,Customer 00659,Consumer,LOC04,Marketplace,2024-10-11
C00660,Customer 00660,Consumer,LOC03,Marketplace,2024-06-28
C00661,Customer 00661,Consumer,LOC02,Online,2020-06-30
C00662,Customer 00662,Consumer,LOC04,Online,2023-08-30
C00663,Customer 00663,Consumer,LOC02,Online,2022-12-01
C00664,Customer 00664,Consumer,LOC02,Marketplace,2020-07-22
C00665,Customer 00665,Consumer,LOC04,Online,2021-04-07
C00666,Customer 00666,Consumer,LOC02,Online,2024-07-26
C00667,Customer 00667,Consumer,LOC05,Marketplace,2022-09-04
C00668,Customer 00668,Consumer,LOC01,Retail Store,2021-09-01
C00669,Customer 00669,Consumer,LOC03,Marketplace,2021-07-30
C00670,Customer 00670,Small Business,LOC05,Online,2024-02-17
C00671,Customer 00671,Consumer,LOC02,Online,2021-05-25
C00672,Customer 00672,Consumer,LOC05,Online,2020-10-13
C00673,Customer 00673,Consumer,LOC05,Online,2022-10-29
C00674,Customer 00674,Consumer,LOC06,Online,2024-11-21
C00675,Customer 00675,Consumer,LOC02,Online,2020-11-25
C00676,Customer 00676,Consumer,LOC05,Marketplace,2021-04-04
C00677,Customer 00677,Enterprise,LOC06,Retail Store,2022-04-24
C00678,Customer 00678,Consumer,LOC05,Retail Store,2020-12-25
C00679,Customer 00679,Consumer,LOC02,Online,2023-03-17
C00680,Customer 00680,Enterprise,LOC05,Online,2021-04-01
C00681,Customer 00681,Consumer,LOC01,Online,2020-08-18
C00682,Customer 00682,Consumer,LOC04,Online,2021-04-15
C00683,Customer 00683,Small Business,LOC03,Online,2024-08-02
C00684,Customer 00684,Small Business,LOC04,Online,2024-08-09
C00685,Customer 00685,Consumer,LOC04,Marketplace,2022-06-29
C00686,Customer 00686,Consumer,LOC01,Online,2021-12-21
C00687,Customer 00687,Consumer,LOC04,Retail Store,2024-01-15
C00688,Customer 00688,Consumer,LOC06,Online,2020-12-15
C00689,Customer 00689,Consumer,LOC03,Online,2023-03-23
C00690,Customer 00690,Consumer,LOC02,Online,2023-05-09
C00691,Customer 00691,Consumer,LOC06,Online,2023-07-02
C00692,Customer 00692,Small Business,LOC01,Online,2021-01-27
C00693,Customer 00693,Consumer,LOC03,Retail Store,2023-07-13
C00694,Customer 00694,Consumer,LOC04,Online,2023-01-06
C00695,Customer 00695,Consumer,LOC03,Online,2024-04-24
C00696,Customer 00696,Small Business,LOC06,Marketplace,2020-11-09
C00697,Customer 00697,Consumer,LOC03,Online,2023-01-09
C00698,Customer 00698,Consumer,LOC06,Marketplace,2024-02-02
C00699,Customer 00699,Consumer,LOC01,Online,2021-05-15
C00700,Customer 00700,Consumer,LOC05,Retail Store,2023-08-31
C00701,Customer 00701,Consumer,LOC04,Online,2020-06-28
C00702,Customer 00702,Consumer,LOC02,Online,2023-07-16
C00703,Customer 00703,Consumer,LOC02,Marketplace,2022-12-27
C00704,Customer 00704,Small Business,LOC05,Retail Store,2020-12-12
C00705,Customer 00705,Enterprise,LOC04,Online,2020-04-29
C00706,Customer 00706,Consumer,LOC04,Marketplace,2023-09-03
C00707,Customer 00707,Consumer,LOC01,Online,2021-03-10
C00708,Customer 00708,Consumer,LOC04,Online,2022-06-14
C00709,Customer 00709,Small Business,LOC06,Online,2020-04-19
C00710,Customer 00710,Consumer,LOC01,Marketplace,2024-09-30
C00711,Customer 00711,Consumer,LOC03,Online,2022-09-14
C00712,Customer 00712,Consumer,LOC03,Marketplace,2024-08-03
C00713,Customer 00713,Small Business,LOC06,Online,2020-10-15
C00714,Customer 00714,Consumer,LOC02,Retail Store,2021-01-05
C00715,Customer 00715,Consumer,LOC03,Retail Store,2023-01-03
C00716,Customer 00716,Consumer,LOC05,Online,2022-12-24
C00717,Customer 00717,Enterprise,LOC01,Online,2023-11-24
C00718,Customer 00718,Consumer,LOC05,Online,2024-07-28
C00719,Customer 00719,Consumer,LOC05,Retail Store,2024-01-19
C00720,Customer 00720,Small Business,LOC05,Online,2020-09-09
C00721,Customer 00721,Small Business,LOC04,Online,2021-07-11
C00722,Customer 00722,Consumer,LOC05,Online,2024-07-02
C00723,Customer 00723,Consumer,LOC05,Marketplace,2022-09-15
C00724,Customer 00724,Consumer,LOC06,Online,2024-04-09
C00725,Customer 00725,Small Business,LOC03,Online,2022-10-10
C00726,Customer 00726,Consumer,LOC03,Retail Store,2020-03-30
C00727,Customer 00727,Consumer,LOC04,Online,2022-05-01
C00728,Customer 00728,Consumer,LOC02,Retail Store,2024-01-24
C00729,Customer 00729,Consumer,LOC06,Online,2023-03-25
C00730,Customer 00730,Small Business,LOC05,Online,2020-08-27
C00731,Customer 00731,Consumer,LOC04,Retail Store,2021-01-13
C00732,Customer 00732,Consumer,LOC02,Marketplace,2024-03-17
C00733,Customer 00733,Small Business,LOC03,Marketplace,2024-10-28
C00734,Customer 00734,Small Business,LOC03,Online,2023-09-17
C00735,Customer 00735,Small Business,LOC04,Online,2020-06-25
C00736,Customer 00736,Consumer,LOC05,Online,2023-01-19
C00737,Customer 00737,Consumer,LOC05,Online,2024-02-01
C00738,Customer 00738,Consumer,LOC06,Online,2023-02-26
C00739,Customer 00739,Consumer,LOC06,Online,2022-12-05
C00740,Customer 00740,Enterprise,LOC05,Online,2022-04-21
C00741,Customer 00741,Consumer,LOC03,Online,2021-03-16
C00742,Customer 00742,Consumer,LOC04,Online,2021-05-20
C00743,Customer 00743,Small Business,LOC03,Online,2023-09-04
C00744,Customer 00744,Consumer,LOC04,Retail Store,2020-05-05
C00745,Customer 00745,Consumer,LOC05,Marketplace,2020-06-01
C00746,Customer 00746,Consumer,LOC03,Online,2021-12-14
C00747,Customer 00747,Consumer,LOC04,Marketplace,2023-10-25
C00748,Customer 00748,Consumer,LOC01,Retail Store,2023-03-28
C00749,Customer 00749,Consumer,LOC05,Online,2022-11-27
C00750,Customer 00750,Small Business,LOC03,Online,2022-08-19
C00751,Customer 00751,Consumer,LOC03,Online,2020-07-18
C00752,Customer 00752,Consumer,LOC04,Online,2021-08-20
C00753,Customer 00753,Consumer,LOC02,Marketplace,2020-05-23
C00754,Customer 00754,Consumer,LOC04,Retail Store,2023-09-26
C00755,Customer 00755,Consumer,LOC05,Online,2023-09-13
C00756,Customer 00756,Consumer,LOC03,Marketplace,2021-04-09
C00757,Customer 00757,Consumer,LOC01,Online,2021-06-11
C00758,Customer 00758,Consumer,LOC03,Marketplace,2021-07-25
C00759,Customer 00759,Enterprise,LOC02,Marketplace,2024-05-19
C00760,Customer 00760,Consumer,LOC03,Online,2022-05-29
C00761,Customer 00761,Consumer,LOC04,Online,2023-10-03
C00762,Customer 00762,Small Business,LOC01,Marketplace,2022-03-18
C00763,Customer 00763,Small Business,LOC05,Retail Store,2023-06-10
C00764,Customer 00764,Consumer,LOC02,Online,2022-08-08
C00765,Customer 00765,Consumer,LOC06,Online,2021-05-16
C00766,Customer 00766,Consumer,LOC05,Online,2024-04-26
C00767,Customer 00767,Consumer,LOC02,Marketplace,2023-06-30
C00768,Customer 00768,Consumer,LOC04,Marketplace,2023-10-16
C00769,Customer 00769,Consumer,LOC01,Marketplace,2024-09-02
C00770,Customer 00770,Consumer,LOC01,Marketplace,2021-03-23
C00771,Customer 00771,Consumer,LOC06,Retail Store,2020-06-13
C00772,Customer 00772,Enterprise,LOC05,Retail Store,2022-11-14
C00773,Customer 00773,Consumer,LOC01,Online,2021-08-10
C00774,Customer 00774,Consumer,LOC02,Marketplace,2022-02-23
C00775,Customer 00775,Consumer,LOC02,Online,2021-02-26
C00776,Customer 00776,Consumer,LOC03,Online,2021-12-18
C00777,Customer 00777,Consumer,LOC02,Retail Store,2021-12-08
C00778,Customer 00778,Small Business,LOC02,Marketplace,2021-09-23
C00779,Customer 00779,Small Business,LOC04,Retail Store,2023-08-29
C00780,Customer 00780,Small Business,LOC02,Online,2022-12-02
C00781,Customer 00781,Enterprise,LOC06,Online,2022-05-03
C00782,Customer 00782,Enterprise,LOC05,Online,2020-07-21
C00783,Customer 00783,Enterprise,LOC05,Online,2022-10-24
C00784,Customer 00784,Consumer,LOC02,Online,2020-11-11
C00785,Customer 00785,Consumer,LOC05,Online,2021-07-19
C00786,Customer 00786,Consumer,LOC06,Online,2022-01-16
C00787,Customer 00787,Consumer,LOC02,Retail Store,2020-09-11
C00788,Customer 00788,Consumer,LOC05,Online,2021-12-02
C00789,Customer 00789,Small Business,LOC03,Online,2021-04-25
C00790,Customer 00790,Consumer,LOC05,Marketplace,2024-03-09
C00791,Customer 00791,Consumer,LOC03,Online,2024-03-27
C00792,Customer 00792,Consumer,LOC05,Retail Store,2020-01-09
C00793,Customer 00793,Consumer,LOC01,Marketplace,2022-12-20
C00794,Customer 00794,Consumer,LOC03,Online,2023-02-26
C00795,Customer 00795,Small Business,LOC02,Marketplace,2021-11-11
C00796,Customer 00796,Consumer,LOC02,Marketplace,2022-04-24
C00797,Customer 00797,Consumer,LOC02,Marketplace,2023-11-22
C00798,Customer 00798,Consumer,LOC03,Retail Store,2021-11-11
C00799,Customer 00799,Consumer,LOC01,Marketplace,2020-04-26
C00800,Customer 00800,Consumer,LOC05,Marketplace,2021-11-01
C00801,Customer 00801,Small Business,LOC04,Online,2021-04-02
C00802,Customer 00802,Small Business,LOC05,Marketplace,2021-11-19
C00803,Customer 00803,Consumer,LOC05,Retail Store,2021-02-18
C00804,Customer 00804,Small Business,LOC01,Marketplace,2020-09-26
C00805,Customer 00805,Consumer,LOC01,Marketplace,2024-11-08
C00806,Customer 00806,Small Business,LOC03,Online,2020-08-19
C00807,Customer 00807,Consumer,LOC03,Marketplace,2023-06-24
C00808,Customer 00808,Consumer,LOC02,Retail Store,2023-07-15
C00809,Customer 00809,Small Business,LOC05,Online,2023-01-17
C00810,Customer 00810,Consumer,LOC04,Online,2024-06-28
C00811,Customer 00811,Consumer,LOC05,Online,2020-01-09
C00812,Customer 00812,Consumer,LOC01,Online,2021-06-26
C00813,Customer 00813,Consumer,LOC05,Marketplace,2020-11-27
C00814,Customer 00814,Consumer,LOC02,Online,2022-11-04
C00815,Customer 00815,Small Business,LOC03,Online,2023-02-17
C00816,Customer 00816,Small Business,LOC03,Marketplace,2024-06-04
C00817,Customer 00817,Consumer,LOC05,Marketplace,2021-11-14
C00818,Customer 00818,Consumer,LOC02,Marketplace,2021-02-28
C00819,Customer 00819,Consumer,LOC02,Marketplace,2024-07-21
C00820,Customer 00820,Consumer,LOC03,Marketplace,2023-04-26
C00821,Customer 00821,Consumer,LOC03,Marketplace,2023-10-08
C00822,Customer 00822,Small Business,LOC02,Marketplace,2022-03-11
C00823,Customer 00823,Small Business,LOC02,Online,2022-03-16
C00824,Customer 00824,Small Business,LOC02,Marketplace,2021-12-01
C00825,Customer 00825,Consumer,LOC03,Online,2023-09-11
C00826,Customer 00826,Consumer,LOC03,Online,2021-01-14
C00827,Customer 00827,Consumer,LOC03,Online,2024-10-21
C00828,Customer 00828,Consumer,LOC05,Retail Store,2020-11-12
C00829,Customer 00829,Consumer,LOC02,Marketplace,2022-04-09
C00830,Customer 00830,Consumer,LOC06,Online,2021-07-20
C00831,Customer 00831,Consumer,LOC05,Marketplace,2023-03-02
C00832,Customer 00832,Enterprise,LOC02,Online,2023-05-10
C00833,Customer 00833,Consumer,LOC02,Marketplace,2024-07-11
C00834,Customer 00834,Enterprise,LOC02,Retail Store,2023-11-21
C00835,Customer 00835,Consumer,LOC02,Marketplace,2021-03-23
C00836,Customer 00836,Consumer,LOC03,Marketplace,2021-01-06
C00837,Customer 00837,Consumer,LOC01,Online,2024-05-14
C00838,Customer 00838,Consumer,LOC01,Online,2022-05-28
C00839,Customer 00839,Consumer,LOC03,Retail Store,2020-06-24
C00840,Customer 00840,Consumer,LOC05,Marketplace,2024-01-24
C00841,Customer 00841,Small Business,LOC02,Online,2023-03-13
C00842,Customer 00842,Consumer,LOC06,Online,2020-02-16
C00843,Customer 00843,Consumer,LOC03,Online,2023-11-10
C00844,Customer 00844,Consumer,LOC06,Online,2022-12-29
C00845,Customer 00845,Consumer,LOC02,Online,2023-01-11
C00846,Customer 00846,Consumer,LOC04,Online,2024-04-05
C00847,Customer 00847,Consumer,LOC05,Retail Store,2022-06-10
C00848,Customer 00848,Enterprise,LOC01,Online,2022-04-10
C00849,Customer 00849,Small Business,LOC06,Online,2023-01-16
C00850,Customer 00850,Consumer,LOC03,Online,2020-12-22
C00851,Customer 00851,Consumer,LOC03,Online,2020-09-29
C00852,Customer 00852,Consumer,LOC04,Retail Store,2024-02-27
C00853,Customer 00853,Small Business,LOC04,Online,2021-01-23
C00854,Customer 00854,Consumer,LOC01,Marketplace,2022-06-26
C00855,Customer 00855,Consumer,LOC06,Retail Store,2021-04-30
C00856,Customer 00856,Consumer,LOC04,Online,2021-02-18
C00857,Customer 00857,Small Business,LOC06,Marketplace,2022-12-12
C00858,Customer 00858,Consumer,LOC03,Retail Store,2023-12-15
C00859,Customer 00859,Small Business,LOC04,Online,2022-03-06
C00860,Customer 00860,Small Business,LOC03,Online,2020-09-06
