Return_ID,Order_ID,Product_ID,Customer_ID,Warehouse_ID,Return_Date,Returned_Qty,Return_Reason,Refund_Value
RET0001321,ORD00026797,P0037,C00046,WH01,2024-06-04,2,Damaged,3562.01
RET0001322,ORD00026801,P0037,C00344,WH05,2024-05-22,2,Damaged,3672.18
RET0001323,ORD00026815,P0040,C00543,WH04,2024-05-20,1,Quality Issue,960.97
RET0001324,ORD00026823,P0002,C00640,WH02,2024-05-29,2,Customer Changed Mind,1843.87
RET0001325,ORD00026840,P0005,C00156,WH04,2024-06-05,2,Quality Issue,3202.49
RET0001326,ORD00026848,P0007,C00761,WH05,2024-05-29,2,Wrong Product,5735.84
RET0001327,ORD00026898,P0018,C00657,WH03,2024-05-19,2,Damaged,2732.62
RET0001328,ORD00026903,P0019,C00071,WH03,2024-05-30,1,Damaged,2758.24
RET0001329,ORD00026932,P0025,C00091,WH04,2024-05-25,2,Quality Issue,3572.8
RET0001330,ORD00026950,P0029,C00336,WH02,2024-05-25,2,Quality Issue,7893.1
RET0001331,ORD00026956,P0030,C00522,WH03,2024-05-31,2,Customer Changed Mind,6572.08
RET0001332,ORD00026981,P0035,C00939,WH04,2024-06-02,2,Damaged,3826.03
RET0001333,ORD00026982,P0035,C00256,WH05,2024-05-20,2,Damaged,4123.61
RET0001334,ORD00026983,P0036,C00526,WH01,2024-05-26,2,Late Delivery,5066.12
RET0001335,ORD00026986,P0036,C00741,WH04,2024-05-26,1,Late Delivery,2673.78
RET0001336,ORD00026988,P0037,C00590,WH01,2024-06-04,1,Wrong Product,1836.09
RET0001337,ORD00027018,P0003,C00957,WH01,2024-05-20,2,Quality Issue,2440.58
RET0001338,ORD00027056,P0010,C00041,WH05,2024-05-21,1,Damaged,3211.02
RET0001339,ORD00027064,P0012,C00894,WH03,2024-05-29,1,Wrong Product,2934.85
RET0001340,ORD00027082,P0016,C00637,WH01,2024-05-28,1,Damaged,1110.44
RET0001341,ORD00027099,P0019,C00134,WH03,2024-06-01,2,Quality Issue,4964.83
RET0001342,ORD00027150,P0029,C00825,WH04,2024-05-29,1,Wrong Product,4643.0
RET0001343,ORD00027180,P0035,C00285,WH04,2024-06-03,1,Damaged,2125.57
RET0001344,ORD00027188,P0037,C00238,WH03,2024-06-05,2,Damaged,3672.18
RET0001345,ORD00027193,P0038,C00113,WH03,2024-05-30,1,Late Delivery,2159.0
RET0001346,ORD00027196,P0039,C00875,WH01,2024-05-21,2,Customer Changed Mind,1245.94
RET0001347,ORD00027197,P0039,C00401,WH02,2024-05-24,1,Damaged,655.76
RET0001348,ORD00027216,P0003,C00061,WH02,2024-06-02,2,Damaged,2440.58
RET0001349,ORD00027217,P0003,C00027,WH03,2024-05-22,1,Damaged,1159.28
RET0001350,ORD00027219,P0003,C00655,WH05,2024-05-25,1,Quality Issue,1220.29
RET0001351,ORD00027221,P0004,C00846,WH02,2024-06-05,1,Customer Changed Mind,2004.93
RET0001352,ORD00027253,P0010,C00365,WH05,2024-06-04,2,Wrong Product,6921.53
RET0001353,ORD00027254,P0011,C00363,WH01,2024-05-28,1,Quality Issue,709.28
RET0001354,ORD00027261,P0012,C00078,WH03,2024-05-28,1,Quality Issue,2625.92
RET0001355,ORD00027267,P0013,C00122,WH04,2024-05-28,2,Wrong Product,6505.7
RET0001356,ORD00027310,P0022,C00282,WH02,2024-06-05,2,Quality Issue,1222.52
RET0001357,ORD00027337,P0027,C00333,WH04,2024-05-21,1,Damaged,653.96
RET0001358,ORD00027352,P0030,C00646,WH04,2024-05-30,1,Damaged,3286.04
RET0001359,ORD00027365,P0033,C00782,WH02,2024-05-26,1,Customer Changed Mind,2172.05
RET0001360,ORD00027366,P0033,C00771,WH03,2024-05-22,2,Quality Issue,4855.16
RET0001361,ORD00027383,P0036,C00697,WH05,2024-05-29,2,Customer Changed Mind,5460.15
RET0001362,ORD00027388,P0037,C00077,WH05,2024-06-03,2,Damaged,3121.35
RET0001363,ORD00027406,P0001,C00975,WH03,2024-06-03,1,Customer Changed Mind,1708.28
RET0001364,ORD00027426,P0005,C00193,WH03,2024-05-24,2,Quality Issue,3301.54
RET0001365,ORD00027452,P0010,C00097,WH05,2024-06-07,2,Damaged,6921.53
RET0001366,ORD00027465,P0013,C00112,WH03,2024-05-23,2,Damaged,7228.56
RET0001367,ORD00027479,P0016,C00181,WH02,2024-06-02,1,Quality Issue,1110.44
RET0001368,ORD00027485,P0017,C00688,WH03,2024-05-30,2,Quality Issue,2118.18
RET0001369,ORD00027489,P0018,C00218,WH02,2024-06-03,2,Quality Issue,2595.99
RET0001370,ORD00027491,P0018,C00923,WH05,2024-06-03,2,Damaged,2732.62
RET0001371,ORD00027501,P0020,C00698,WH05,2024-06-02,2,Quality Issue,6069.44
RET0001372,ORD00027511,P0022,C00999,WH05,2024-05-27,2,Late Delivery,1185.84
RET0001373,ORD00027517,P0024,C00054,WH02,2024-05-27,1,Damaged,756.02
RET0001374,ORD00027526,P0026,C00420,WH01,2024-05-29,1,Wrong Product,2864.88
RET0001375,ORD00027533,P0027,C00984,WH03,2024-06-07,1,Late Delivery,769.37
RET0001376,ORD00027558,P0032,C00368,WH03,2024-06-07,1,Quality Issue,2060.12
RET0001377,ORD00027576,P0036,C00438,WH01,2024-05-30,1,Customer Changed Mind,2814.51
RET0001378,ORD00027601,P0001,C00101,WH01,2024-06-09,2,Wrong Product,3236.74
RET0001379,ORD00027617,P0004,C00012,WH02,2024-06-04,2,Customer Changed Mind,4455.4
RET0001380,ORD00027675,P0016,C00842,WH01,2024-05-23,2,Damaged,2154.25
RET0001381,ORD00027685,P0018,C00517,WH02,2024-06-06,2,Damaged,2459.36
RET0001382,ORD00027710,P0023,C00402,WH03,2024-05-25,1,Quality Issue,897.51
RET0001383,ORD00027718,P0025,C00143,WH01,2024-06-03,2,Damaged,3215.52
RET0001384,ORD00027730,P0027,C00223,WH03,2024-05-29,2,Late Delivery,1492.58
RET0001385,ORD00027774,P0036,C00571,WH02,2024-06-03,2,Late Delivery,5629.02
RET0001386,ORD00027777,P0036,C00198,WH05,2024-06-03,1,Quality Issue,2730.07
RET0001387,ORD00027788,P0039,C00537,WH01,2024-06-07,1,Customer Changed Mind,590.18
RET0001388,ORD00027789,P0039,C00148,WH02,2024-06-04,2,Quality Issue,1311.52
RET0001389,ORD00027826,P0006,C00289,WH04,2024-06-07,1,Wrong Product,3514.2
RET0001390,ORD00027901,P0021,C00551,WH04,2024-06-08,2,Quality Issue,1597.73
RET0001391,ORD00027922,P0025,C00160,WH05,2024-06-06,2,Late Delivery,3394.16
RET0001392,ORD00027961,P0033,C00505,WH04,2024-06-05,1,Wrong Product,2427.58
RET0001393,ORD00027962,P0033,C00918,WH05,2024-05-30,1,Quality Issue,2555.35
RET0001394,ORD00027972,P0035,C00444,WH05,2024-05-25,2,Quality Issue,4038.58
RET0001395,ORD00028011,P0003,C00559,WH05,2024-06-09,2,Wrong Product,2440.58
RET0001396,ORD00028037,P0009,C00194,WH02,2024-06-07,1,Quality Issue,2886.73
RET0001397,ORD00028060,P0013,C00851,WH05,2024-06-07,2,Damaged,6867.13
RET0001398,ORD00028062,P0014,C00701,WH02,2024-06-01,2,Wrong Product,4478.34
RET0001399,ORD00028068,P0015,C00327,WH03,2024-05-29,2,Damaged,650.74
RET0001400,ORD00028116,P0025,C00004,WH02,2024-05-25,1,Damaged,1697.08
RET0001401,ORD00028126,P0027,C00099,WH02,2024-06-02,1,Damaged,746.29
RET0001402,ORD00028127,P0027,C00713,WH03,2024-05-29,2,Quality Issue,1461.8
RET0001403,ORD00028196,P0001,C00286,WH05,2024-05-31,2,Late Delivery,3056.92
RET0001404,ORD00028215,P0005,C00214,WH04,2024-06-10,2,Quality Issue,3136.46
RET0001405,ORD00028238,P0010,C00451,WH04,2024-06-09,1,Quality Issue,3460.77
RET0001406,ORD00028278,P0018,C00314,WH05,2024-06-10,1,Quality Issue,1297.99
RET0001407,ORD00028305,P0024,C00526,WH02,2024-06-09,2,Late Delivery,1725.49
RET0001408,ORD00028306,P0024,C00265,WH03,2024-05-29,1,Quality Issue,844.96
RET0001409,ORD00028320,P0027,C00298,WH02,2024-06-03,1,Wrong Product,769.37
RET0001410,ORD00028322,P0027,C00136,WH04,2024-06-09,2,Customer Changed Mind,1307.93
RET0001411,ORD00028341,P0031,C00794,WH03,2024-06-04,1,Wrong Product,594.43
RET0001412,ORD00028342,P0031,C00649,WH04,2024-06-04,2,Late Delivery,1320.96
RET0001413,ORD00028423,P0008,C00648,WH02,2024-05-30,2,Wrong Product,1937.36
RET0001414,ORD00028444,P0012,C00543,WH03,2024-06-08,1,Late Delivery,2780.39
RET0001415,ORD00028446,P0012,C00876,WH05,2024-05-27,1,Quality Issue,2780.39
RET0001416,ORD00028473,P0018,C00846,WH02,2024-06-08,2,Customer Changed Mind,2732.62
RET0001417,ORD00028489,P0021,C00661,WH03,2024-06-03,1,Damaged,756.82
RET0001418,ORD00028493,P0022,C00153,WH02,2024-06-05,2,Damaged,1222.52
RET0001419,ORD00028503,P0024,C00682,WH02,2024-06-02,1,Wrong Product,800.49
RET0001420,ORD00028506,P0024,C00522,WH05,2024-05-27,2,Late Delivery,1778.86
RET0001421,ORD00028523,P0028,C00274,WH02,2024-05-27,2,Customer Changed Mind,8609.9
RET0001422,ORD00028542,P0032,C00995,WH02,2024-06-11,2,Damaged,3996.63
RET0001423,ORD00028577,P0039,C00614,WH02,2024-06-06,1,Damaged,655.76
RET0001424,ORD00028584,P0040,C00401,WH04,2024-06-02,1,Damaged,859.82
RET0001425,ORD00028586,P0001,C00162,WH01,2024-06-06,1,Damaged,1798.19
RET0001426,ORD00028595,P0002,C00167,WH05,2024-06-11,2,Damaged,1843.87
RET0001427,ORD00028602,P0004,C00359,WH02,2024-05-28,1,Quality Issue,2116.31
RET0001428,ORD00028611,P0006,C00512,WH01,2024-06-03,2,Quality Issue,7245.78
RET0001429,ORD00028616,P0007,C00670,WH01,2024-06-08,2,Customer Changed Mind,5735.84
RET0001430,ORD00028630,P0009,C00475,WH05,2024-06-01,2,Damaged,6414.96
RET0001431,ORD00028636,P0011,C00447,WH01,2024-05-31,2,Late Delivery,1418.56
RET0001432,ORD00028637,P0011,C00495,WH02,2024-06-03,2,Customer Changed Mind,1448.42
RET0001433,ORD00028639,P0011,C00523,WH04,2024-06-08,1,Quality Issue,724.21
RET0001434,ORD00028668,P0017,C00140,WH04,2024-06-05,1,Quality Issue,1059.09
RET0001435,ORD00028669,P0017,C00431,WH05,2024-05-30,2,Quality Issue,2118.18
RET0001436,ORD00028720,P0028,C00292,WH01,2024-06-11,2,Late Delivery,8179.4
RET0001437,ORD00028737,P0031,C00369,WH04,2024-06-13,2,Quality Issue,1254.91
RET0001438,ORD00028765,P0037,C00464,WH03,2024-06-08,1,Damaged,1836.09
RET0001439,ORD00028766,P0037,C00518,WH04,2024-05-31,1,Late Delivery,1836.09
RET0001440,ORD00028767,P0037,C00947,WH05,2024-05-30,1,Late Delivery,1744.29
RET0001441,ORD00028843,P0013,C00389,WH03,2024-06-03,2,Quality Issue,7228.56
RET0001442,ORD00028849,P0014,C00580,WH04,2024-06-11,2,Quality Issue,5268.64
RET0001443,ORD00028851,P0015,C00190,WH01,2024-06-15,1,Quality Issue,315.61
RET0001444,ORD00028857,P0016,C00380,WH02,2024-06-01,2,Quality Issue,2109.84
RET0001445,ORD00028870,P0018,C00266,WH05,2024-06-04,1,Quality Issue,1366.31
RET0001446,ORD00028881,P0021,C00473,WH01,2024-06-09,2,Damaged,1513.64
RET0001447,ORD00028891,P0023,C00399,WH01,2024-06-04,1,Wrong Product,897.51
RET0001448,ORD00028935,P0032,C00066,WH01,2024-06-13,1,Damaged,2060.12
RET0001449,ORD00028941,P0033,C00946,WH02,2024-06-12,2,Customer Changed Mind,5110.7
RET0001450,ORD00028943,P0033,C00406,WH04,2024-06-05,2,Quality Issue,5110.7
RET0001451,ORD00028957,P0036,C00438,WH03,2024-05-30,1,Wrong Product,2673.78
RET0001452,ORD00028958,P0036,C00784,WH04,2024-06-12,1,Customer Changed Mind,2814.51
RET0001453,ORD00028960,P0037,C00852,WH01,2024-06-08,2,Wrong Product,3672.18
RET0001454,ORD00028966,P0038,C00955,WH02,2024-06-12,1,Late Delivery,2204.45
RET0001455,ORD00029005,P0006,C00454,WH03,2024-06-02,2,Damaged,7245.78
RET0001456,ORD00029015,P0008,C00499,WH03,2024-06-05,2,Quality Issue,1840.49
RET0001457,ORD00029074,P0020,C00594,WH04,2024-06-01,2,Quality Issue,6069.44
RET0001458,ORD00029103,P0026,C00598,WH03,2024-06-07,2,Damaged,5729.76
RET0001459,ORD00029155,P0036,C00877,WH05,2024-06-07,2,Late Delivery,5460.15
RET0001460,ORD00029164,P0038,C00287,WH04,2024-06-15,2,Damaged,4545.26
RET0001461,ORD00029250,P0016,C00680,WH03,2024-06-09,2,Customer Changed Mind,2154.25
RET0001462,ORD00029264,P0019,C00419,WH02,2024-06-12,1,Damaged,2620.33
RET0001463,ORD00029282,P0022,C00754,WH05,2024-05-31,2,Quality Issue,1222.52
RET0001464,ORD00029286,P0023,C00598,WH04,2024-06-04,2,Quality Issue,1795.02
RET0001465,ORD00029297,P0025,C00739,WH05,2024-06-02,2,Customer Changed Mind,3215.52
RET0001466,ORD00029300,P0026,C00613,WH03,2024-06-16,1,Customer Changed Mind,2864.88
RET0001467,ORD00029314,P0029,C00999,WH02,2024-06-10,1,Damaged,4410.85
RET0001468,ORD00029315,P0029,C00421,WH03,2024-06-03,1,Quality Issue,4643.0
RET0001469,ORD00029323,P0031,C00151,WH01,2024-06-13,1,Customer Changed Mind,660.48
RET0001470,ORD00029361,P0038,C00401,WH05,2024-06-12,2,Quality Issue,4318.0
RET0001471,ORD00029388,P0004,C00242,WH03,2024-06-12,2,Late Delivery,4455.4
RET0001472,ORD00029413,P0009,C00428,WH03,2024-06-09,1,Quality Issue,3207.48
RET0001473,ORD00029415,P0009,C00496,WH05,2024-06-01,1,Quality Issue,3207.48
RET0001474,ORD00029447,P0016,C00090,WH03,2024-06-13,2,Damaged,2109.84
RET0001475,ORD00029465,P0020,C00062,WH01,2024-06-15,2,Damaged,6069.44
RET0001476,ORD00029475,P0022,C00809,WH01,2024-06-07,1,Damaged,519.57
RET0001477,ORD00029480,P0023,C00568,WH01,2024-06-03,2,Damaged,1705.27
RET0001478,ORD00029495,P0026,C00186,WH01,2024-06-11,1,Late Delivery,2864.88
RET0001479,ORD00029510,P0029,C00131,WH01,2024-06-05,1,Damaged,4178.7
RET0001480,ORD00029546,P0036,C00940,WH03,2024-06-18,1,Damaged,2730.07
RET0001481,ORD00029554,P0038,C00071,WH02,2024-06-12,1,Damaged,2159.0
RET0001482,ORD00029575,P0002,C00874,WH03,2024-06-16,1,Quality Issue,902.93
RET0001483,ORD00029621,P0011,C00490,WH05,2024-06-10,2,Damaged,1493.22
RET0001484,ORD00029639,P0015,C00996,WH05,2024-06-09,2,Quality Issue,650.74
RET0001485,ORD00029700,P0028,C00212,WH01,2024-06-16,2,Customer Changed Mind,8351.6
RET0001486,ORD00029734,P0035,C00052,WH01,2024-06-13,2,Quality Issue,4251.14
RET0001487,ORD00029746,P0037,C00500,WH03,2024-06-14,1,Late Delivery,1836.09
RET0001488,ORD00029754,P0039,C00870,WH01,2024-06-12,1,Damaged,590.18
RET0001489,ORD00029760,P0040,C00725,WH02,2024-06-12,1,Wrong Product,910.4
RET0001490,ORD00029781,P0004,C00460,WH03,2024-06-14,1,Damaged,2160.87
RET0001491,ORD00029787,P0005,C00884,WH04,2024-06-10,2,Quality Issue,3136.46
RET0001492,ORD00029817,P0011,C00871,WH04,2024-06-09,1,Wrong Product,746.61
RET0001493,ORD00029851,P0018,C00309,WH03,2024-06-11,2,Customer Changed Mind,2732.62
RET0001494,ORD00029867,P0021,C00291,WH04,2024-06-08,2,Customer Changed Mind,1681.82
RET0001495,ORD00029883,P0024,C00933,WH05,2024-06-16,1,Damaged,889.43
RET0001496,ORD00029934,P0035,C00993,WH01,2024-06-03,1,Customer Changed Mind,2125.57
RET0001497,ORD00029960,P0040,C00837,WH02,2024-06-13,2,Wrong Product,1921.94
RET0001498,ORD00029966,P0001,C00042,WH03,2024-06-13,2,Customer Changed Mind,3596.38
RET0001499,ORD00029985,P0005,C00869,WH02,2024-06-04,2,Damaged,2971.39
RET0001500,ORD00030001,P0008,C00775,WH03,2024-06-14,1,Customer Changed Mind,968.68
RET0001501,ORD00030028,P0014,C00697,WH02,2024-06-04,2,Customer Changed Mind,5268.64
RET0001502,ORD00030043,P0017,C00325,WH02,2024-06-15,2,Late Delivery,2118.18
RET0001503,ORD00030064,P0021,C00365,WH03,2024-06-10,1,Damaged,840.91
RET0001504,ORD00030069,P0022,C00163,WH03,2024-06-14,1,Damaged,611.26
RET0001505,ORD00030086,P0026,C00098,WH01,2024-06-19,2,Wrong Product,5443.27
RET0001506,ORD00030087,P0026,C00914,WH02,2024-06-15,2,Damaged,5443.27
RET0001507,ORD00030088,P0026,C00008,WH03,2024-06-17,2,Customer Changed Mind,4870.3
RET0001508,ORD00030119,P0032,C00435,WH04,2024-06-14,2,Damaged,4120.24
RET0001509,ORD00030122,P0033,C00054,WH02,2024-06-04,2,Quality Issue,4855.16
RET0001510,ORD00030140,P0036,C00505,WH05,2024-06-14,1,Customer Changed Mind,2533.06
RET0001511,ORD00030151,P0039,C00196,WH01,2024-06-11,2,Quality Issue,1272.17
RET0001512,ORD00030154,P0039,C00788,WH04,2024-06-09,2,Quality Issue,1272.17
RET0001513,ORD00030185,P0005,C00401,WH05,2024-06-22,2,Customer Changed Mind,2971.39
RET0001514,ORD00030186,P0006,C00236,WH02,2024-06-11,1,Customer Changed Mind,3514.2
RET0001515,ORD00030217,P0013,C00491,WH01,2024-06-20,1,Wrong Product,3614.28
RET0001516,ORD00030270,P0023,C00700,WH05,2024-06-15,2,Quality Issue,1795.02
RET0001517,ORD00030286,P0027,C00006,WH01,2024-06-21,1,Quality Issue,692.43
RET0001518,ORD00030288,P0027,C00659,WH03,2024-06-19,2,Late Delivery,1492.58
RET0001519,ORD00030294,P0028,C00328,WH04,2024-06-21,2,Quality Issue,8609.9
RET0001520,ORD00030345,P0038,C00283,WH05,2024-06-22,2,Quality Issue,4318.0
RET0001521,ORD00030374,P0004,C00628,WH05,2024-06-06,1,Quality Issue,2116.31
RET0001522,ORD00030430,P0016,C00118,WH02,2024-06-21,1,Damaged,1110.44
RET0001523,ORD00030484,P0027,C00201,WH02,2024-06-11,2,Wrong Product,1492.58
RET0001524,ORD00030535,P0038,C00535,WH01,2024-06-20,1,Customer Changed Mind,2159.0
RET0001525,ORD00030542,P0039,C00810,WH03,2024-06-06,2,Customer Changed Mind,1311.52
RET0001526,ORD00030546,P0040,C00444,WH02,2024-06-09,2,Quality Issue,1719.64
RET0001527,ORD00030549,P0040,C00031,WH05,2024-06-12,1,Damaged,960.97
RET0001528,ORD00030562,P0003,C00078,WH03,2024-06-15,1,Damaged,1098.26
RET0001529,ORD00030568,P0004,C00110,WH04,2024-06-12,2,Quality Issue,4232.63
RET0001530,ORD00030570,P0005,C00267,WH01,2024-06-15,1,Quality Issue,1601.25
RET0001531,ORD00030592,P0009,C00725,WH04,2024-06-15,1,Quality Issue,3207.48
RET0001532,ORD00030601,P0011,C00007,WH03,2024-06-08,2,Quality Issue,1418.56
RET0001533,ORD00030612,P0013,C00893,WH04,2024-06-10,2,Damaged,6867.13
RET0001534,ORD00030615,P0014,C00876,WH02,2024-06-11,1,Customer Changed Mind,2634.32
RET0001535,ORD00030618,P0014,C00719,WH05,2024-06-15,2,Quality Issue,5268.64
RET0001536,ORD00030638,P0018,C00321,WH05,2024-06-11,1,Damaged,1297.99
RET0001537,ORD00030658,P0022,C00277,WH05,2024-06-15,1,Customer Changed Mind,611.26
RET0001538,ORD00030702,P0031,C00432,WH04,2024-06-24,1,Customer Changed Mind,594.43
RET0001539,ORD00030723,P0035,C00407,WH05,2024-06-20,1,Wrong Product,2019.29
RET0001540,ORD00030732,P0037,C00969,WH04,2024-06-09,1,Damaged,1836.09
RET0001541,ORD00030743,P0040,C00195,WH01,2024-06-15,1,Wrong Product,1011.55
RET0001542,ORD00030745,P0040,C00319,WH03,2024-06-07,1,Quality Issue,1011.55
RET0001543,ORD00030760,P0003,C00492,WH04,2024-06-17,2,Damaged,2196.52
RET0001544,ORD00030783,P0008,C00377,WH03,2024-06-21,2,Quality Issue,1937.36
RET0001545,ORD00030808,P0013,C00262,WH03,2024-06-24,2,Damaged,7228.56
RET0001546,ORD00030858,P0023,C00398,WH03,2024-06-12,1,Damaged,870.58
RET0001547,ORD00030882,P0028,C00176,WH02,2024-06-18,1,Quality Issue,4304.95
RET0001548,ORD00030896,P0031,C00973,WH01,2024-06-13,2,Customer Changed Mind,1254.91
RET0001549,ORD00030932,P0038,C00684,WH02,2024-06-16,1,Quality Issue,2204.45
RET0001550,ORD00030945,P0040,C00019,WH05,2024-06-18,2,Quality Issue,2023.1
RET0001551,ORD00031030,P0017,C00054,WH05,2024-06-11,2,Quality Issue,2118.18
RET0001552,ORD00031058,P0023,C00144,WH03,2024-06-25,2,Damaged,1741.17
RET0001553,ORD00031113,P0034,C00826,WH03,2024-06-10,2,Quality Issue,7403.24
RET0001554,ORD00031129,P0037,C00498,WH04,2024-06-17,1,Damaged,1781.01
RET0001555,ORD00031136,P0039,C00439,WH01,2024-06-26,2,Quality Issue,1311.52
RET0001556,ORD00031153,P0002,C00369,WH04,2024-06-18,2,Customer Changed Mind,1900.9
RET0001557,ORD00031217,P0015,C00453,WH03,2024-06-23,1,Late Delivery,325.37
RET0001558,ORD00031240,P0020,C00449,WH01,2024-06-10,1,Damaged,2731.25
RET0001559,ORD00031262,P0024,C00908,WH03,2024-06-18,2,Customer Changed Mind,1725.49
RET0001560,ORD00031263,P0024,C00379,WH04,2024-06-14,1,Wrong Product,889.43
RET0001561,ORD00031299,P0031,C00432,WH05,2024-06-14,2,Late Delivery,1254.91
RET0001562,ORD00031320,P0036,C00965,WH04,2024-06-19,1,Customer Changed Mind,2814.51
RET0001563,ORD00031357,P0004,C00385,WH01,2024-06-24,1,Wrong Product,2227.7
RET0001564,ORD00031414,P0015,C00760,WH03,2024-06-22,2,Wrong Product,618.2
RET0001565,ORD00031435,P0019,C00820,WH04,2024-06-21,2,Customer Changed Mind,5516.48
RET0001566,ORD00031501,P0032,C00052,WH05,2024-06-28,1,Damaged,2060.12
RET0001567,ORD00031502,P0033,C00602,WH01,2024-06-18,1,Quality Issue,2478.69
RET0001568,ORD00031504,P0033,C00448,WH03,2024-06-17,1,Quality Issue,2555.35
RET0001569,ORD00031514,P0035,C00431,WH03,2024-06-23,2,Damaged,4038.58
RET0001570,ORD00031523,P0037,C00913,WH02,2024-06-13,1,Damaged,1652.48
RET0001571,ORD00031540,P0040,C00683,WH04,2024-06-16,1,Damaged,1011.55
RET0001572,ORD00031553,P0003,C00873,WH02,2024-06-26,2,Damaged,2440.58
RET0001573,ORD00031566,P0005,C00588,WH05,2024-06-16,2,Damaged,3301.54
RET0001574,ORD00031580,P0008,C00445,WH04,2024-06-26,1,Wrong Product,871.81
RET0001575,ORD00031605,P0014,C00836,WH01,2024-06-28,2,Quality Issue,5268.64
RET0001576,ORD00031646,P0022,C00998,WH03,2024-06-27,2,Quality Issue,1222.52
RET0001577,ORD00031662,P0025,C00564,WH04,2024-06-15,2,Customer Changed Mind,3572.8
RET0001578,ORD00031670,P0027,C00312,WH02,2024-06-24,2,Wrong Product,1461.8
RET0001579,ORD00031676,P0028,C00668,WH03,2024-06-27,1,Late Delivery,3874.46
RET0001580,ORD00031700,P0033,C00614,WH02,2024-06-28,2,Wrong Product,5110.7
RET0001581,ORD00031801,P0013,C00074,WH04,2024-06-14,1,Wrong Product,3433.57
RET0001582,ORD00031803,P0014,C00185,WH02,2024-06-21,2,Quality Issue,5110.58
RET0001583,ORD00031833,P0020,C00473,WH04,2024-06-15,1,Damaged,3034.72
RET0001584,ORD00031875,P0029,C00385,WH02,2024-06-27,2,Quality Issue,9286.0
RET0001585,ORD00031894,P0033,C00795,WH01,2024-06-25,1,Customer Changed Mind,2555.35
RET0001586,ORD00031906,P0035,C00886,WH03,2024-06-29,2,Late Delivery,4123.61
RET0001587,ORD00031931,P0040,C00398,WH05,2024-06-15,1,Damaged,1011.55
RET0001588,ORD00031943,P0003,C00129,WH02,2024-06-25,2,Damaged,2440.58
RET0001589,ORD00031957,P0006,C00489,WH01,2024-06-17,1,Quality Issue,3260.6
RET0001590,ORD00032016,P0018,C00548,WH02,2024-06-15,2,Quality Issue,2732.62
RET0001591,ORD00032021,P0019,C00242,WH02,2024-06-29,1,Quality Issue,2758.24
RET0001592,ORD00032022,P0019,C00144,WH03,2024-06-25,1,Quality Issue,2758.24
RET0001593,ORD00032039,P0022,C00673,WH05,2024-06-20,2,Late Delivery,1100.27
RET0001594,ORD00032057,P0026,C00038,WH03,2024-06-21,2,Damaged,4870.3
RET0001595,ORD00032077,P0030,C00981,WH03,2024-06-20,2,Wrong Product,6572.08
RET0001596,ORD00032161,P0007,C00600,WH05,2024-06-21,1,Customer Changed Mind,2808.79
RET0001597,ORD00032165,P0008,C00080,WH04,2024-06-24,1,Quality Issue,823.38
RET0001598,ORD00032166,P0008,C00095,WH05,2024-06-24,1,Quality Issue,968.68
RET0001599,ORD00032180,P0011,C00125,WH04,2024-06-21,1,Wrong Product,746.61
RET0001600,ORD00032203,P0016,C00068,WH03,2024-06-27,2,Quality Issue,1998.79
RET0001601,ORD00032209,P0017,C00287,WH04,2024-06-22,1,Wrong Product,1003.35
RET0001602,ORD00032244,P0024,C00585,WH05,2024-06-17,1,Quality Issue,862.75
RET0001603,ORD00032249,P0025,C00399,WH05,2024-06-26,2,Customer Changed Mind,3465.62
RET0001604,ORD00032276,P0031,C00158,WH02,2024-06-15,2,Wrong Product,1320.96
RET0001605,ORD00032282,P0032,C00088,WH04,2024-06-30,2,Quality Issue,4120.24
RET0001606,ORD00032319,P0040,C00500,WH02,2024-07-01,1,Quality Issue,1011.55
RET0001607,ORD00032320,P0040,C00125,WH03,2024-06-24,2,Late Delivery,2023.1
RET0001608,ORD00032321,P0040,C00218,WH04,2024-06-25,2,Quality Issue,2023.1
RET0001609,ORD00032338,P0004,C00285,WH01,2024-06-24,2,Damaged,4232.63
RET0001610,ORD00032346,P0005,C00886,WH04,2024-06-24,2,Damaged,3136.46
RET0001611,ORD00032363,P0009,C00453,WH02,2024-06-16,2,Quality Issue,6222.51
RET0001612,ORD00032452,P0027,C00806,WH03,2024-07-02,1,Customer Changed Mind,653.96
RET0001613,ORD00032482,P0033,C00869,WH03,2024-07-01,2,Customer Changed Mind,4599.63
RET0001614,ORD00032494,P0036,C00797,WH01,2024-06-30,2,Damaged,5629.02
RET0001615,ORD00032499,P0037,C00295,WH01,2024-06-18,1,Wrong Product,1836.09
RET0001616,ORD00032507,P0038,C00931,WH04,2024-06-19,2,Quality Issue,4545.26
RET0001617,ORD00032535,P0004,C00533,WH02,2024-07-01,2,Quality Issue,4455.4
RET0001618,ORD00032550,P0007,C00692,WH02,2024-06-28,2,Damaged,5321.92
RET0001619,ORD00032561,P0009,C00356,WH03,2024-06-20,1,Late Delivery,3207.48
RET0001620,ORD00032581,P0013,C00101,WH04,2024-06-24,1,Quality Issue,3614.28
RET0001621,ORD00032658,P0029,C00704,WH01,2024-06-29,1,Quality Issue,4503.71
RET0001622,ORD00032679,P0033,C00616,WH02,2024-06-29,2,Damaged,5110.7
RET0001623,ORD00032696,P0037,C00895,WH01,2024-06-23,1,Wrong Product,1836.09
RET0001624,ORD00032705,P0038,C00126,WH05,2024-07-04,1,Quality Issue,2272.63
